Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
phospholipid metabolic process (GO:0006644)	10/71	0.002693018849676521	1.0	0	0	2.816901408450704	16.667866100474992	PLA2G16;CLN3;PLA2G2D;PLA2G2E;GPX4;RARRES3;ACP6;PLA2G2A;TNFAIP8L3;PLPP2
actin filament organization (GO:0007015)	14/121	0.0029002061836614196	1.0	0	0	2.3140495867768593	13.520930289890675	MYBPC3;CAP1;MYBPC2;TMOD4;RHOH;COBL;ARHGAP17;RHOD;CORO1B;GHRL;RHOV;CGNL1;BCAR1;FRYL
regulation of endocytic recycling (GO:2001135)	3/7	0.0037478971295969244	1.0	0	0	8.571428571428571	47.88480310052898	EHD1;EHD2;ACTN2
sodium ion import (GO:0097369)	4/15	0.005444864346461733	1.0	0	0	5.333333333333333	27.803106327047363	HCN4;SLC9A2;SLC9A3;SLC9A1
sodium ion import across plasma membrane (GO:0098719)	4/15	0.005444864346461733	1.0	0	0	5.333333333333333	27.803106327047363	HCN4;SLC9A2;SLC9A3;SLC9A1
negative regulation of mRNA processing (GO:0050686)	4/15	0.005444864346461733	1.0	0	0	5.333333333333333	27.803106327047363	PTBP1;SFSWAP;SAP18;TMBIM6
regulation of cytoplasmic transport (GO:1903649)	3/8	0.005774732022768516	1.0	0	0	7.5	38.65697569976054	MAP2K2;LRRK2;CHMP3
regulation of intracellular pH (GO:0051453)	7/45	0.006578251281143788	1.0	0	0	3.111111111111111	15.630179698653933	SLC9A2;CLN3;SLC9A3;SLC26A2;LRRK2;SLC4A1;SLC9A1
phosphatidylinositol acyl-chain remodeling (GO:0036149)	4/16	0.006976160030101439	1.0	0	0	5.0	24.82628326271881	PLA2G16;PLA2G2D;PLA2G2E;PLA2G2A
regulation of early endosome to late endosome transport (GO:2000641)	4/17	0.008766901403579476	1.0	0	0	4.705882352941176	22.2906910717708	DAB2;MAP2K2;VPS11;CHMP3
phosphatidylethanolamine acyl-chain remodeling (GO:0036152)	5/27	0.009967540662847309	1.0	0	0	3.7037037037037033	17.06822740434755	PLA2G16;PLA2G2D;PLA2G2E;RARRES3;PLA2G2A
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	7/49	0.010484599803003085	1.0	0	0	2.8571428571428568	13.02242223966532	CASP9;MSH2;BAX;SFN;CRIP1;EPHA2;TP73
negative regulation of RNA splicing (GO:0033119)	4/18	0.010832993829611394	1.0	0	0	4.444444444444444	20.111816967158788	PTBP1;SFSWAP;SAP18;TMBIM6
phosphate-containing compound metabolic process (GO:0006796)	17/184	0.011001407290391793	1.0	0	0	1.8478260869565215	8.33320058053294	PLA2G2D;PLA2G2E;GPX4;RARRES3;LRRK2;PLA2G2A;ITPKB;PLA2G16;PTPRB;PPP3CB;IMPA2;ACP6;ALPI;TNFAIP8L3;PLCH2;PLPP2;NADK
regulation of cellular pH (GO:0030641)	6/39	0.012216841663084205	1.0	0	0	3.076923076923077	13.55366096929348	SLC9A2;CLN3;SLC9A3;SLC26A2;SLC4A1;SLC9A1
regulation of hemopoiesis (GO:1903706)	3/11	0.015204352818016067	1.0	0	0	5.454545454545454	22.833673759197463	CSF2;CBFB;IL17D
response to sterol (GO:0036314)	3/11	0.015204352818016067	1.0	0	0	5.454545454545454	22.833673759197463	SMAD2;PMVK;CCL3
phosphatidic acid biosynthetic process (GO:0006654)	6/41	0.01547935582050457	1.0	0	0	2.9268292682926824	12.19975031809441	PLA2G2D;PLA2G2E;ACP6;PLA2G2A;ALPI;PLD2
cell projection assembly (GO:0030031)	4/20	0.015846713681637082	1.0	0	0	4.0	16.579172555417852	RHOH;PARVA;PARVB;RHOV
regulation of response to cytokine stimulus (GO:0060759)	4/20	0.015846713681637082	1.0	0	0	4.0	16.579172555417852	CBFB;DHX9;WNT5A;CD24
negative regulation of plasma membrane bounded cell projection assembly (GO:0120033)	4/20	0.015846713681637082	1.0	0	0	4.0	16.579172555417852	TCHP;CAPZB;CCP110;RAP1GAP
phosphatidic acid metabolic process (GO:0046473)	6/42	0.017317386349504547	1.0	0	0	2.8571428571428568	11.588697973837787	PLA2G2D;PLA2G2E;ACP6;PLA2G2A;ALPI;PLD2
mRNA transcription (GO:0009299)	4/21	0.018817877540921516	1.0	0	0	3.8095238095238093	15.135039725595712	TFCP2;LMO2;HIPK3;EREG
phosphatidylserine acyl-chain remodeling (GO:0036150)	4/21	0.018817877540921516	1.0	0	0	3.8095238095238093	15.135039725595712	PLA2G16;PLA2G2D;PLA2G2E;PLA2G2A
negative regulation by host of viral transcription (GO:0043922)	3/12	0.01953037772410442	1.0	0	0	5.0	19.678920967843133	ZNF639;CCL4;CCL3
negative regulation of mRNA splicing, via spliceosome (GO:0048025)	3/13	0.02446267254220388	1.0	0	0	4.615384615384615	17.125877967461363	PTBP1;SFSWAP;SAP18
glutamine family amino acid metabolic process (GO:0009064)	4/23	0.025734894590821872	1.0	0	0	3.4782608695652173	12.730112841155169	ALDH18A1;GCLM;GGT1;ART4
negative regulation of axon extension (GO:0030517)	4/23	0.025734894590821872	1.0	0	0	3.4782608695652173	12.730112841155169	SEMA4A;PTPRS;SEMA4C;SEMA4F
regulation of T cell differentiation (GO:0045580)	5/34	0.02579993741840051	1.0	0	0	2.941176470588235	10.757009449120288	CD2;IFNL1;CR1;CBFB;METTL3
regulation of calcineurin-NFAT signaling cascade (GO:0070884)	3/14	0.030000982735417972	1.0	0	0	4.285714285714286	15.027964885753896	RCAN3;CIB1;SLC9A1
negative regulation of hemopoiesis (GO:1903707)	3/14	0.030000982735417972	1.0	0	0	4.285714285714286	15.027964885753896	PAF1;IL17D;MIXL1
negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236)	3/14	0.030000982735417972	1.0	0	0	4.285714285714286	15.027964885753896	LRRK2;SYVN1;TMBIM6
positive regulation of inflammatory response (GO:0050729)	8/74	0.031098848162824908	1.0	0	0	2.1621621621621623	7.503966480103642	CREB3L3;DHX9;WNT5A;CCL4;PLA2G2A;CCL3;CCL18;IL17D
intrinsic apoptotic signaling pathway (GO:0097193)	10/102	0.03138626175486483	1.0	0	0	1.9607843137254901	6.787029422627025	ERO1A;CASP9;PPP1R15A;DIABLO;BAX;SFN;CD24;CRIP1;EPHA2;TP73
regulation of translational initiation in response to stress (GO:0043558)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	PPP1R15A;EIF2AK4
negative regulation of cellular response to hypoxia (GO:1900038)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	HYOU1;TMBIM6
3'-phosphoadenosine 5'-phosphosulfate biosynthetic process (GO:0050428)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	SLC35B3;SLC26A2
negative regulation of complement activation (GO:0045916)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	CR1;C4BPA
GDP-mannose metabolic process (GO:0019673)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	GMPPB;MPI
peptidyl-serine autophosphorylation (GO:0036289)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	MAP2K2;RIPK1
