Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
glomerulus vasculature development (GO:0072012)	2/6	0.0018345520705720778	1.0	0	0	29.62962962962963	186.69496090382583	ANGPT1;CD34
pyroptosis (GO:0070269)	2/10	0.005342638137636909	1.0	0	0	17.77777777777778	93.01396826202578	NLRP9;NLRC4
negative regulation of blood vessel diameter (GO:0097756)	2/11	0.006481704325062646	1.0	0	0	16.161616161616163	81.43469559713765	EDNRB;SMTNL1
regulation of mRNA polyadenylation (GO:1900363)	2/11	0.006481704325062646	1.0	0	0	16.161616161616163	81.43469559713765	HSF1;ZC3H14
L-serine metabolic process (GO:0006563)	2/12	0.007720699610477617	1.0	0	0	14.814814814814815	72.05704142122394	SRR;PSAT1
positive regulation of establishment of protein localization to mitochondrion (GO:1903749)	5/111	0.008426843003250807	1.0	0	0	4.004004004004004	19.12445674703443	PSMB7;MIS18A;TP53BP2;ACSM6;GZMB
negative regulation of reactive oxygen species biosynthetic process (GO:1903427)	2/13	0.009057251856518046	1.0	0	0	13.675213675213676	64.33079701928692	HSP90B2P;CD34
serine family amino acid biosynthetic process (GO:0009070)	2/13	0.009057251856518046	1.0	0	0	13.675213675213676	64.33079701928692	SRR;PSAT1
cellular response to nitrogen compound (GO:1901699)	2/14	0.01048902923460048	1.0	0	0	12.698412698412698	57.872068607479356	HSF1;SPIDR
thymus development (GO:0048538)	2/14	0.01048902923460048	1.0	0	0	12.698412698412698	57.872068607479356	ZBTB1;FGF10
pigment granule transport (GO:0051904)	2/17	0.015332985937580697	1.0	0	0	10.457516339869281	43.688876629150805	MKKS;BBS7
positive chemotaxis (GO:0050918)	2/17	0.015332985937580697	1.0	0	0	10.457516339869281	43.688876629150805	ANGPT1;FGF10
melanosome transport (GO:0032402)	2/17	0.015332985937580697	1.0	0	0	10.457516339869281	43.688876629150805	MKKS;BBS7
establishment of melanosome localization (GO:0032401)	2/18	0.017123130886384515	1.0	0	0	9.876543209876543	40.171111566530804	MKKS;BBS7
regulation of Ras protein signal transduction (GO:0046578)	4/91	0.01948027083985052	1.0	0	0	3.9072039072039075	15.387948531892805	KIF14;ARFGAP3;OGT;FGF10
melanosome localization (GO:0032400)	2/20	0.020953768207712237	1.0	0	0	8.88888888888889	34.35943806285773	MKKS;BBS7
protein homooligomerization (GO:0051260)	6/191	0.02124077122150394	1.0	0	0	2.7923211169284468	10.755553992052874	LETM1;SRR;HSF1;ZBTB1;NLRC4;KCNJ2
mRNA transcription (GO:0009299)	2/21	0.02299009229079666	1.0	0	0	8.465608465608465	31.93813270540855	HSF1;ZBTB1
protein localization to cell surface (GO:0034394)	2/22	0.02510436771609706	1.0	0	0	8.080808080808081	29.77546210415617	ANGPT1;FGF10
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	6/202	0.027013775245971504	1.0	0	0	2.6402640264026402	9.5350715479536	NECAB2;ANGPT1;SHC1;P2RY1;ACKR3;FGF10
cell-cell adhesion mediated by cadherin (GO:0044331)	2/23	0.027294599413844964	1.0	0	0	7.729468599033816	27.83432981665382	CDH20;CDH18
membrane lipid biosynthetic process (GO:0046467)	3/61	0.031372081223774134	1.0	0	0	4.371584699453552	15.13371328778999	ALDH3A2;FA2H;ELOVL5
limb development (GO:0060173)	2/25	0.03189512419868194	1.0	0	0	7.111111111111112	24.49992623864781	KDF1;DKK1
regulation of cellular protein localization (GO:1903827)	2/26	0.03430159842800231	1.0	0	0	6.837606837606838	23.060262047839796	SPIDR;RAB11FIP5
regulation of cell motility (GO:2000145)	4/110	0.03575938559691647	1.0	0	0	3.2323232323232323	10.766682860989755	SPOCK3;KIF14;SRCIN1;RHOD
fatty acid catabolic process (GO:0009062)	3/66	0.03830872733775181	1.0	0	0	4.040404040404041	13.180111276472925	ALDH3A2;FA2H;PCCA
sphingolipid biosynthetic process (GO:0030148)	3/67	0.03978222276975239	1.0	0	0	3.9800995024875623	12.8331746489649	ALDH3A2;FA2H;ELOVL5
regulation of receptor internalization (GO:0002090)	2/29	0.041923651019761796	1.0	0	0	6.130268199233717	19.444629258696267	ANGPT1;DKK1
determination of bilateral symmetry (GO:0009855)	2/30	0.04459256228877601	1.0	0	0	5.9259259259259265	18.430744881117445	MKKS;BBS7
positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)	2/30	0.04459256228877601	1.0	0	0	5.9259259259259265	18.430744881117445	HSF1;RBPJ
brain development (GO:0007420)	4/120	0.04672991012322023	1.0	0	0	2.9629629629629632	9.076654357310892	MKKS;SRR;SMARCA1;MDGA1
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	2/31	0.04732267452887419	1.0	0	0	5.734767025089606	17.495430660455128	TP53BP2;GZMB
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	2/31	0.04732267452887419	1.0	0	0	5.734767025089606	17.495430660455128	TP53BP2;GZMB
actomyosin structure organization (GO:0031032)	3/72	0.04757302446592268	1.0	0	0	3.7037037037037037	11.279590338103697	KRT19;EPB41;PHACTR1
regulation of neuron death (GO:1901214)	3/73	0.049214728261937714	1.0	0	0	3.65296803652968	11.001140987631723	KIF14;CD34;DKK1
regulation of dendritic spine development (GO:0060998)	2/32	0.050112286531205356	1.0	0	0	5.555555555555555	16.630494782299706	FXR2;SRCIN1
negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	2/32	0.050112286531205356	1.0	0	0	5.555555555555555	16.630494782299706	LBP;CD34
regulation of protein tyrosine kinase activity (GO:0061097)	2/32	0.050112286531205356	1.0	0	0	5.555555555555555	16.630494782299706	SHC1;SRCIN1
substrate adhesion-dependent cell spreading (GO:0034446)	2/33	0.052959727309816254	1.0	0	0	5.3872053872053876	15.828813556096822	KIF14;SRCIN1
negative regulation of cellular metabolic process (GO:0031324)	2/35	0.05882155964614463	1.0	0	0	5.079365079365079	14.391095012736132	EDNRB;HSP90B2P
fibroblast growth factor receptor signaling pathway (GO:0008543)	3/79	0.05963440280607029	1.0	0	0	3.3755274261603376	9.517376010643817	SPRED2;KIF16B;FGF10
positive regulation of DNA replication (GO:0045740)	2/36	0.061832756277168235	1.0	0	0	4.938271604938271	13.744800089338383	SHC1;FGF10
negative regulation of protein complex assembly (GO:0031333)	2/36	0.061832756277168235	1.0	0	0	4.938271604938271	13.744800089338383	KIF14;DKK1
negative regulation of tumor necrosis factor production (GO:0032720)	2/36	0.061832756277168235	1.0	0	0	4.938271604938271	13.744800089338383	LBP;CD34
regulation of ERK1 and ERK2 cascade (GO:0070372)	6/248	0.06197083028544233	1.0	0	0	2.150537634408602	5.980841900890755	NECAB2;ANGPT1;SHC1;P2RY1;ACKR3;FGF10
heart looping (GO:0001947)	2/37	0.06489539093665485	1.0	0	0	4.804804804804805	13.141038682134198	MKKS;BBS7
positive regulation of protein targeting to mitochondrion (GO:1903955)	3/82	0.06520105443383922	1.0	0	0	3.252032520325203	8.878958171974478	PSMB7;MIS18A;ACSM6
cellular response to lipoteichoic acid (GO:0071223)	1/6	0.06563750851730309	1.0	0	0	14.814814814814815	40.34974770748754	LBP
hindlimb morphogenesis (GO:0035137)	1/6	0.06563750851730309	1.0	0	0	14.814814814814815	40.34974770748754	AFF3
granzyme-mediated apoptotic signaling pathway (GO:0008626)	1/6	0.06563750851730309	1.0	0	0	14.814814814814815	40.34974770748754	GZMB
regulation of histone H3-K27 methylation (GO:0061085)	1/6	0.06563750851730309	1.0	0	0	14.814814814814815	40.34974770748754	OGT
epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198)	1/6	0.06563750851730309	1.0	0	0	14.814814814814815	40.34974770748754	RBPJ
