Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
negative regulation of hemopoiesis (GO:1903707)	4/14	0.004155574183572428	1.0	0	0	5.7142857142857135	31.333169538457483	PAF1;WDR61;IL17D;MIXL1
regulation of phagocytosis (GO:0050764)	7/42	0.004451191517968674	1.0	0	0	3.333333333333333	18.048611539325208	SCARB1;HCK;AZU1;SFTPA1;GATA2;GAS6;SYT7
Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	11/89	0.004761124931012263	1.0	0	0	2.4719101123595504	13.217974021297387	FZD1;VANGL1;PSMB5;PSMD4;PSMA1;DAAM1;PSMD13;ARHGEF19;AP2S1;PFN1;PSMB10
regulation of establishment of planar polarity (GO:0090175)	11/90	0.005185477941175023	1.0	0	0	2.444444444444444	12.862405756168753	FZD1;VANGL1;PSMB5;PSMD4;PSMA1;DAAM1;PSMD13;ARHGEF19;AP2S1;PFN1;PSMB10
regulation of hematopoietic progenitor cell differentiation (GO:1901532)	10/78	0.005366311413517144	1.0	0	0	2.564102564102564	13.404139728435739	PSMB5;PSMD4;PSMA1;PSMD13;LMO2;METTL3;TCF3;GATA2;PSMB10;MIXL1
positive regulation of cell cycle G1/S phase transition (GO:1902808)	5/24	0.005938776132475564	1.0	0	0	4.166666666666667	21.359384188084036	PAGR1;CCND2;STXBP4;HYAL1;PAF1
phosphatidylinositol acyl-chain remodeling (GO:0036149)	4/16	0.006976160030101439	1.0	0	0	5.0	24.82628326271881	PLA2G16;PLA2G2D;PLA2G2E;PLA2G2A
regulation of cell cycle G1/S phase transition (GO:1902806)	5/25	0.007123209459613566	1.0	0	0	4.0	19.777587553293714	PAGR1;STXBP4;SUSD2;ATP2B4;PAF1
sodium ion transport (GO:0006814)	8/59	0.00875994337618584	1.0	0	0	2.711864406779661	12.847636170740213	SLC8A3;SCNN1D;ATP1A4;SLC5A11;SLC38A7;SLC5A2;SCN3B;SCN4B
phosphatidylserine metabolic process (GO:0006658)	5/28	0.011645740044549789	1.0	0	0	3.571428571428571	15.902910097331779	PTDSS2;PLA2G16;PLA2G2D;PLA2G2E;PLA2G2A
regulation of stem cell differentiation (GO:2000736)	10/89	0.013295787145549623	1.0	0	0	2.2471910112359548	9.7085574155189	PSMB5;PSMD4;PSMA1;PSMD13;LMO2;METTL3;SP7;TCF3;GATA2;PSMB10
