Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
cytoplasmic vesicle membrane (GO:0030659)	8/54	0.00511337968954388	1.0	0	0	2.962962962962963	15.632280610371833	TMEM184A;C2CD5;YWHAQ;HTT;SPIRE1;SNX9;SFN;YWHAZ
cytoplasmic vesicle (GO:0031410)	19/215	0.01172791027947161	1.0	0	0	1.767441860465116	7.857664362383909	NRP1;HFE;LRRK2;ARHGDIG;RHOBTB3;ADAM10;TRAK1;CLCN3;OCLN;SNX18;SPRED1;CALY;SNX17;PDPN;DVL1;FLOT1;CHMP3;SNX9;SGK3
polysome (GO:0005844)	8/63	0.012855695577887951	1.0	0	0	2.5396825396825395	11.057697346558735	UPF2;ATXN2;NUFIP2;RPL31;VBP1;RPL38;EIF4G1;RPS23
spanning component of plasma membrane (GO:0044214)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	CDHR5;AJAP1
focal adhesion (GO:0005925)	26/356	0.03478670079471812	1.0	0	0	1.4606741573033706	4.905703555291834	NRP1;LRP1;RPL31;TGFB1I1;GDI2;TNC;MPRIP;CSRP1;CDH2;YWHAQ;PRKAR2A;FLOT1;RPL38;CD99;FZD1;HSPA8;TLE2;ACTN1;ADAM10;PARVA;YWHAZ;PROCR;PEAK1;P4HB;CD46;PPIB
kinesin complex (GO:0005871)	6/50	0.03757690396507332	1.0	0	0	2.4	7.875277616560796	KIF5B;KIF26B;KIF12;KIF3C;KLC1;NDEL1
cullin-RING ubiquitin ligase complex (GO:0031461)	15/181	0.038246119201756835	1.0	0	0	1.6574585635359114	5.4094693634825655	DET1;ZYG11B;PEF1;UBE2C;CUL2;FBXO25;KLHL35;KLHL24;CUL4A;KLHL9;ABTB1;KLHL8;FBXO4;CKS2;FBXL5
trans-Golgi network (GO:0005802)	15/185	0.04490925431906037	1.0	0	0	1.6216216216216217	5.032072533917311	GBF1;RHOBTB3;FAM91A1;RAB32;DOPEY2;ARFRP1;RAB30;ATXN2;GOLPH3;MYO1B;TMEM79;ARFIP2;SNX9;CORO7;ATP9B
polysomal ribosome (GO:0042788)	4/28	0.04895013769244342	1.0	0	0	2.8571428571428568	8.619865991683946	NUFIP2;RPL31;RPL38;RPS23
early endosome (GO:0005769)	17/222	0.0538964542341466	1.0	0	0	1.5315315315315314	4.473129728426224	TMEM184A;NRP1;LRP1;HFE;APOC3;TRAK1;WASH3P;CLCN3;RAB32;PIKFYVE;MYO1B;SNX17;FLOT1;LDLRAP1;SNX8;PDLIM4;VPS28
microvillus membrane (GO:0031528)	2/8	0.05721089072209802	1.0	0	0	5.0	14.305055007400815	PDPN;CDHR5
RNA polymerase III transcription factor complex (GO:0090576)	2/8	0.05721089072209802	1.0	0	0	5.0	14.305055007400815	GTF3C3;BDP1
spherical high-density lipoprotein particle (GO:0034366)	2/8	0.05721089072209802	1.0	0	0	5.0	14.305055007400815	APOC3;HPR
U2-type prespliceosome (GO:0071004)	3/18	0.058047017485584544	1.0	0	0	3.333333333333333	9.488339835095955	U2AF2;LUC7L;SF3B1
vesicle coat (GO:0030120)	4/31	0.06697579978121662	1.0	0	0	2.5806451612903225	6.976577863571356	SEC24B;PEF1;C3ORF58;COPZ1
chromatin (GO:0000785)	21/296	0.06824086161018729	1.0	0	0	1.4189189189189189	3.8093882934979897	MBD3;UPF1;KDM4C;PPP1R10;CITED2;SUV39H1;FOXH1;CTR9;H2AFX;ARID1A;KLF4;LEMD2;KLF2;RAD51AP1;EXOSC5;SFPQ;CHAF1A;H2AFY2;TIMELESS;ASF1A;COPS9
intermediate filament (GO:0005882)	5/46	0.07838227433911542	1.0	0	0	2.1739130434782608	5.535124934351927	SYNM;NARF;TLK2;KRT20;LDLRAP1
ficolin-1-rich granule lumen (GO:1904813)	10/123	0.0885699310505985	1.0	0	0	1.6260162601626016	3.9414030205438846	ACLY;HSPA8;VCP;CALML5;PSMC3;PSMD3;HUWE1;MNDA;ARSB;CTSS
cytosolic ribosome (GO:0022626)	10/124	0.09227027017297251	1.0	0	0	1.6129032258064515	3.8436020795588095	MCTS1;MRPL4;NAA10;RPL31;RPL36AL;RPL14;RPL38;SNU13;EIF4G1;RPS23
autophagosome (GO:0005776)	6/64	0.09976385224519034	1.0	0	0	1.875	4.321780056051918	HSPA8;LRRK2;TP53INP2;PIP4K2A;HTT;TBC1D12
npBAF complex (GO:0071564)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	PHF10;ARID1A
spanning component of membrane (GO:0089717)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	CDHR5;AJAP1
cytosolic part (GO:0044445)	12/159	0.1019272912231894	1.0	0	0	1.5094339622641508	3.446785737400739	MCTS1;MRPL4;NAA10;PSMC3;RPL31;RPL36AL;IFIT5;RPL14;RPL38;SNU13;EIF4G1;RPS23
prespliceosome (GO:0071010)	3/23	0.10506660809461679	1.0	0	0	2.6086956521739126	5.877810696891578	U2AF2;LUC7L;SF3B1
endoplasmic reticulum exit site (GO:0070971)	3/24	0.11583411237416653	1.0	0	0	2.5	5.388990442839107	TFG;PREB;TMED5
cortical cytoskeleton (GO:0030863)	5/52	0.11715876376056604	1.0	0	0	1.9230769230769231	4.123510209226117	PLEKHH2;CDH2;TRPC4;FLOT1;CORO1A
ruffle membrane (GO:0032587)	5/53	0.12436826089881091	1.0	0	0	1.8867924528301887	3.9330344692443866	SH3YL1;C2CD5;PDPN;IFIT5;MTSS1L
SCF ubiquitin ligase complex (GO:0019005)	5/54	0.13177730633611895	1.0	0	0	1.8518518518518516	3.7530404709585476	ABTB1;FBXO25;FBXO4;CKS2;FBXL5
COPII vesicle coat (GO:0030127)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	SEC24B;PEF1
Cul4A-RING E3 ubiquitin ligase complex (GO:0031464)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	CUL4A;DET1
