Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
invadopodium (GO:0071437)	4/12	0.002226309736887514	0.9929341426518313	0	0	6.666666666666666	40.71606593837178	DPP4;PAK1;ITGA3;PDPN
cell cortex part (GO:0044448)	7/44	0.005799636735119167	1.0	0	0	3.1818181818181817	16.38623634857754	ARV1;TRPC4;TMEM250;EMD;SEPT2;MYL12B;SEPT3
microtubule (GO:0005874)	19/210	0.00926531479284438	1.0	0	0	1.8095238095238093	8.471244897328123	MAP10;PARP4;ARL3;TBCD;TBCC;KATNB1;CSNK1D;KIF19;KIF18B;PSRC1;CDK5;HAUS8;KIF26B;KIF5B;KIF4A;TUBB1;MAP6D1;CCT8;CDK5RAP2
kinesin complex (GO:0005871)	7/50	0.011679559996652222	1.0	0	0	2.8000000000000003	12.459761926671213	KIF19;KIF18B;KIF5B;KIF4A;KIF26B;KLC1;NDEL1
nucleoplasm part (GO:0044451)	31/407	0.013447586050432506	1.0	0	0	1.5233415233415233	6.564011086498008	PLEKHH2;THRB;CCNH;CRTC1;GTF2E2;CENPC;POLR2B;SNAPC2;SNAPC3;NACC1;NHS;SAP18;POLR2M;KLHDC2;ATF7IP;KLF11;TBP;TAF10;PTK6;TERF2;HIPK3;LSG1;KIF18B;SLTM;INCENP;MDM2;TAF8;ERCC5;TP53;RETREG1;TELO2
npBAF complex (GO:0071564)	3/11	0.015204352818016067	1.0	0	0	5.454545454545454	22.833673759197463	SMARCE1;PHF10;ARID1A
nuclear body (GO:0016604)	43/618	0.018245388893977754	1.0	0	0	1.3915857605177995	5.571690758949823	FTO;PLEKHH2;THRB;CRTC1;PRCC;POMP;GTF2E2;CENPC;DUSP10;ZMYM2;IFI16;SNAPC2;SNAPC3;NACC1;NHS;TRIM69;SAP18;ACADM;KLHDC2;ATF7IP;KLF11;RMI2;GADD45A;MBD1;ANGEL2;RPA1;KAZN;PTK6;CWC15;TERF2;HIPK3;HINFP;LSG1;SFPQ;KIF18B;SLTM;INCENP;MDM2;CDK13;SNRPC;TP53;RETREG1;TELO2
U1 snRNP (GO:0005685)	4/21	0.018817877540921516	1.0	0	0	3.8095238095238093	15.135039725595712	PRPF40B;LUC7L;SNRPC;SNRPB
pericentric heterochromatin (GO:0005721)	3/12	0.01953037772410442	0.9678387183278413	0	0	5.0	19.678920967843133	INCENP;KMT5C;CENPC
microtubule cytoskeleton (GO:0015630)	29/388	0.02060698695512404	0.9190716181985321	0	0	1.494845360824742	5.803176678108229	PATJ;KATNB1;KIF19;PPP2R1A;KIF5B;TUBB1;CLTCL1;CHAMP1;CCT8;PCNT;CDK5RAP2;CENPV;TBCD;TBCC;CSNK1D;TMEM250;CCSAP;WDR13;SEPT2;SEPT3;MZT2B;KIF18B;PSRC1;CDK5;INCENP;KIF26B;KIF4A;MAP6D1;KANK4
cytoplasmic vesicle (GO:0031410)	18/215	0.022805468481758524	0.9246580857149365	0	0	1.6744186046511627	6.330566387869882	NRP1;SLC30A9;RAB3A;HFE;LRRK2;ARHGDIG;RHOBTB3;AXIN1;ADAM10;TRAK1;MTSS1;DPP4;CALY;PDPN;CLTCL1;ANP32E;SNX9;RAB17
prespliceosome (GO:0071010)	4/23	0.025734894590821872	0.9564802489588796	0	0	3.4782608695652173	12.730112841155169	PRPF40B;LUC7L;SNRPC;SNRPB
transcription factor TFIID complex (GO:0005669)	5/35	0.02890077475508324	0.9915188877513172	0	0	2.8571428571428568	10.125391074539182	TBP;TAF10;TAF8;TP53;GTF2E2
septin cytoskeleton (GO:0032156)	3/14	0.030000982735417972	0.9557455928568868	0	0	4.285714285714286	15.027964885753896	TMEM250;SEPT2;SEPT3
septin ring (GO:0005940)	3/14	0.030000982735417972	0.892029219999761	0	0	4.285714285714286	15.027964885753896	TMEM250;SEPT2;SEPT3
septin filament array (GO:0032160)	3/14	0.030000982735417972	0.8362773937497759	0	0	4.285714285714286	15.027964885753896	TMEM250;SEPT2;SEPT3
spanning component of plasma membrane (GO:0044214)	2/6	0.032750693472061776	0.8592240757964442	0	0	6.666666666666666	22.792207616037423	CDHR5;AJAP1
DNA-directed RNA polymerase II, holoenzyme (GO:0016591)	9/90	0.03581529681696861	0.8874234655759999	0	0	2.0	6.65876038289141	POLR2M;TBP;CCNH;POLR2B;TAF10;TAF8;ERCC5;TP53;GTF2E2
nuclear chromosome part (GO:0044454)	28/392	0.037414990176785415	0.8782676641498051	0	0	1.4285714285714284	4.693834068567637	SYCP2;CITED2;SRF;CENPC;POLR2B;DVL3;RCC1;BPTF;SMARCE1;ZRANB3;CBX7;JUND;NPM2;TBP;KDM4C;ACTR5;RPA1;KLF4;ARID1A;TERF2;PPP1CA;H2AFY2;NHP2;ANP32E;NABP1;TP53;ASF1A;TELO2
pericentriolar material (GO:0000242)	3/16	0.04287015534900723	0.9560044642828613	0	0	3.75	11.81092265495912	NIN;MBD1;CDK5RAP2
NURF complex (GO:0016589)	2/7	0.04435183521490911	0.9419485002785459	0	0	5.7142857142857135	17.803435376080927	HMGXB4;BPTF
endoplasmic reticulum tubular network (GO:0071782)	3/17	0.05017800549335433	1.0	0	0	3.5294117647058822	10.56062995015536	ARV1;EMD;RNF41
BAF-type complex (GO:0090544)	3/17	0.05017800549335433	0.9730169760885231	0	0	3.5294117647058822	10.56062995015536	SMARCE1;PHF10;ARID1A
nuclear chromatin (GO:0000790)	19/253	0.05106131813234364	0.9488894952927193	0	0	1.50197628458498	4.467970987405146	SMARCE1;CBX7;JUND;NPM2;TBP;KDM4C;CITED2;KMT5C;ACTR5;SRF;ARID1A;KLF4;H2AFY2;ANP32E;RCC1;DVL3;TP53;ASF1A;BPTF
polymeric cytoskeletal fiber (GO:0099513)	17/221	0.05207865566738785	0.9290832171061991	0	0	1.5384615384615385	4.5461539911587	TMOD1;TBCD;TBCC;KATNB1;KRT20;KIF19;KIF18B;CDK5;CAPZB;KIF26B;KIF5B;KIF4A;TUBB1;TLK2;MAP6D1;CCT8;CDK5RAP2
autolysosome (GO:0044754)	2/8	0.05721089072209802	0.9813868177713737	0	0	5.0	14.305055007400815	MAP1LC3A;LRRK2
microvillus membrane (GO:0031528)	2/8	0.05721089072209802	0.9450391578539155	0	0	5.0	14.305055007400815	PDPN;CDHR5
clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane (GO:0061202)	2/8	0.05721089072209802	0.9112877593591328	0	0	5.0	14.305055007400815	HSPA8;RAB3A
gamma-tubulin large complex (GO:0000931)	2/8	0.05721089072209802	0.8798640435191627	0	0	5.0	14.305055007400815	MZT2B;CDK5RAP2
spherical high-density lipoprotein particle (GO:0034366)	2/8	0.05721089072209802	0.8505352420685239	0	0	5.0	14.305055007400815	APOC3;HPR
gamma-tubulin ring complex (GO:0008274)	2/8	0.05721089072209802	0.823098621356636	0	0	5.0	14.305055007400815	MZT2B;CDK5RAP2
clathrin-sculpted gamma-aminobutyric acid transport vesicle (GO:0061200)	2/8	0.05721089072209802	0.7973767894392412	0	0	5.0	14.305055007400815	HSPA8;RAB3A
U2-type prespliceosome (GO:0071004)	3/18	0.058047017485584544	0.7845142363203245	0	0	3.333333333333333	9.488339835095955	PRPF40B;LUC7L;SNRPB
condensed chromosome kinetochore (GO:0000777)	3/19	0.06645795649124922	0.8717720175028574	0	0	3.157894736842105	8.561639256247336	HJURP;CHAMP1;CENPC
integral component of mitochondrial inner membrane (GO:0031305)	4/33	0.08064706826013496	1.0	0	0	2.4242424242424243	6.103449276278521	SMDT1;CHCHD3;SCO1;TMEM11
spindle (GO:0005819)	14/186	0.08358490608613982	1.0	0	0	1.5053763440860215	3.7361819937223957	CENPV;PARP4;ARL3;KATNB1;CSNK1D;CCSAP;MZT2B;NIN;PSRC1;INCENP;KIF4A;CLTCL1;CHAMP1;CDK5RAP2
mitotic spindle midzone (GO:1990023)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	MAP10;KIF18B
