Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
spanning component of plasma membrane (GO:0044214)	3/6	0.0022241766503380937	0.9919827860507898	0	0	10.0	61.08368476639271	NPC1L1;CDHR5;AJAP1
ER to Golgi transport vesicle membrane (GO:0012507)	8/54	0.00511337968954388	1.0	0	0	2.962962962962963	15.632280610371833	SEC16B;SEC23A;SEC24B;TMED10;PEF1;HFE;HLA-DPB1;HLA-C
CD40 receptor complex (GO:0035631)	3/11	0.015204352818016067	1.0	0	0	5.454545454545454	22.833673759197463	RNF31;CD40;TRAF5
spanning component of membrane (GO:0089717)	3/11	0.015204352818016067	1.0	0	0	5.454545454545454	22.833673759197463	NPC1L1;CDHR5;AJAP1
aggresome (GO:0016235)	6/41	0.01547935582050457	1.0	0	0	2.9268292682926824	12.19975031809441	SFMBT2;HSPB7;URB2;TRIM66;HSPA1B;HSPA1A
secondary lysosome (GO:0005767)	3/13	0.02446267254220388	1.0	0	0	4.615384615384615	17.125877967461363	NCF2;LRRK2;NCF4
COPII vesicle coat (GO:0030127)	3/13	0.02446267254220388	1.0	0	0	4.615384615384615	17.125877967461363	SEC24B;SEC23A;PEF1
intermediate filament (GO:0005882)	6/46	0.026159334470466495	1.0	0	0	2.6086956521739126	9.504910939429989	KRT71;NARF;FBF1;TLK2;SLC1A4;DLGAP2
COPII-coated ER to Golgi transport vesicle (GO:0030134)	8/75	0.03334767065271348	1.0	0	0	2.1333333333333333	7.254970356385413	SEC16B;SEC23A;SEC24B;TMED10;HFE;HLA-DPB1;HLA-C;YIF1B
nuclear inner membrane (GO:0005637)	4/25	0.03399335307152362	1.0	0	0	3.1999999999999997	10.821088868398542	TMEM120B;MATR3;SIRT1;LEMD2
specific granule lumen (GO:0035580)	7/62	0.03449145783432962	1.0	0	0	2.258064516129032	7.6030016426619955	CANT1;LRG1;JUP;CHI3L1;PTPN6;ARMC8;CTSD
centriole (GO:0005814)	9/95	0.04798081278095961	1.0	0	0	1.894736842105263	5.754228786415096	TOP2A;C10ORF90;AGBL4;STIL;NIN;FBF1;CCSAP;HSPA1B;HSPA1A
integral component of lumenal side of endoplasmic reticulum membrane (GO:0071556)	4/29	0.05462119016329882	1.0	0	0	2.758620689655172	8.020229995291032	HFE;CANX;HLA-DPB1;HLA-C
microvillus (GO:0005902)	5/42	0.05708305474413362	1.0	0	0	2.3809523809523805	6.817257073606095	VIL1;LRRK2;PDPN;CDHR5;ATP6V1B1
microvillus membrane (GO:0031528)	2/8	0.05721089072209802	1.0	0	0	5.0	14.305055007400815	PDPN;CDHR5
commitment complex (GO:0000243)	2/8	0.05721089072209802	1.0	0	0	5.0	14.305055007400815	U2AF2;SNRNP35
apical dendrite (GO:0097440)	2/8	0.05721089072209802	1.0	0	0	5.0	14.305055007400815	NEURL1;PTK2B
chromatin silencing complex (GO:0005677)	2/8	0.05721089072209802	1.0	0	0	5.0	14.305055007400815	SUV39H1;SIRT1
U2-type prespliceosome (GO:0071004)	3/18	0.058047017485584544	1.0	0	0	3.333333333333333	9.488339835095955	U2AF2;PRPF40B;LUC7L3
MHC protein complex (GO:0042611)	3/18	0.058047017485584544	1.0	0	0	3.333333333333333	9.488339835095955	HLA-DPB1;HLA-C;HLA-DOA
ESC/E(Z) complex (GO:0035098)	3/18	0.058047017485584544	1.0	0	0	3.333333333333333	9.488339835095955	AEBP2;H2AFY2;SIRT1
specific granule (GO:0042581)	13/160	0.05814883760924165	1.0	0	0	1.625	4.622717758327802	CANT1;ATP8A1;JUP;ADAM10;ARMC8;AGPAT2;CKAP4;LRG1;PLAU;CHI3L1;PTPN6;CTSD;AP1M1
actin-based cell projection (GO:0098858)	7/70	0.06002223966632419	1.0	0	0	2.0	5.626080248664981	VIL1;CXADR;LRRK2;TRPV4;PDPN;DNALI1;ATP6V1B1
filopodium (GO:0030175)	6/60	0.07841676268446238	1.0	0	0	2.0	5.091435129458053	VIL1;CXADR;TRPV4;PDPN;DNALI1;ARF6
PML body (GO:0016605)	6/62	0.08873881335310585	1.0	0	0	1.9354838709677418	4.687854010251747	ZBTB16;SUMO2;RPA2;PARK7;SIRT1;CHFR
microtubule organizing center part (GO:0044450)	10/126	0.09994331370097183	1.0	0	0	1.5873015873015872	3.6557970106538025	TOP2A;C10ORF90;AGBL4;STIL;NIN;FBF1;ALDOB;CCSAP;HSPA1B;HSPA1A
npBAF complex (GO:0071564)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	SMARCD1;PHF10
prespliceosome (GO:0071010)	3/23	0.10506660809461679	1.0	0	0	2.6086956521739126	5.877810696891578	U2AF2;PRPF40B;LUC7L3
endoplasmic reticulum exit site (GO:0070971)	3/24	0.11583411237416653	1.0	0	0	2.5	5.388990442839107	SEC16B;SEC23A;TFG
cortical cytoskeleton (GO:0030863)	5/52	0.11715876376056604	1.0	0	0	1.9230769230769231	4.123510209226117	PLEKHH2;TRPC4;TRPV4;SHROOM3;CORO1A
nuclear chromosome (GO:0000228)	5/52	0.11715876376056604	1.0	0	0	1.9230769230769231	4.123510209226117	TOP2A;H2AFY2;SUV39H1;RGS12;TOP1
filopodium membrane (GO:0031527)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	PDPN;ARF6
cytoplasmic vesicle (GO:0031410)	15/215	0.12152597991133546	1.0	0	0	1.3953488372093021	2.940875180411724	NRP1;HFE;LRRK2;PLEKHG5;ARHGDIG;RHOBTB3;ADAM10;TRAK1;NKD2;TMEM123;SPAST;PDPN;HAP1;SPG11;ARF6
endoribonuclease complex (GO:1902555)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	POP4;TSEN2
nuclear nucleosome (GO:0000788)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	HIST3H3;TNP2
tertiary granule lumen (GO:1904724)	5/55	0.13937991022954382	1.0	0	0	1.8181818181818181	3.582821649166955	CANT1;LRG1;PTPN6;ARMC8;CTSD
membrane raft (GO:0045121)	9/119	0.141612082259451	1.0	0	0	1.5126050420168065	2.956634281015857	CXADR;LRRK2;PDPN;RFTN1;RTN4RL2;CD48;TNF;CTSD;TGFBR2
nuclear body (GO:0016604)	37/618	0.1472054577420651	1.0	0	0	1.1974110032362457	2.2941508693830786	C11ORF54;PLEKHH2;THRB;MINDY1;AKAP8L;PARK7;DCAF7;GTF2E2;SART1;PGBD3;DUSP10;U2AF2;SNAPC3;NACC1;SUMO2;TRIM69;SH3BGRL3;BANP;ATF7IP;HEXIM2;SMURF2;ZBTB16;SFMBT2;RPA2;NR1D1;SIRT1;HIPK3;CKAP4;CHFR;RUFY1;SFPQ;SLTM;CENPI;LUC7L3;DOCK1;HSPA1B;HSPA1A
U12-type spliceosomal complex (GO:0005689)	3/27	0.15038161447469178	1.0	0	0	2.222222222222222	4.210175820273459	PDCD7;SNRNP48;SNRNP35
MHC class II protein complex (GO:0042613)	2/14	0.15294200533335325	1.0	0	0	2.8571428571428568	5.364847084446157	HLA-DPB1;HLA-DOA
early endosome membrane (GO:0031901)	6/73	0.1575316394218323	1.0	0	0	1.643835616438356	3.03802020110663	RUFY1;GGA1;HFE;VPS33B;HLA-C;SNX21
catenin complex (GO:0016342)	3/28	0.16255339603696525	1.0	0	0	2.142857142857143	3.893033014692501	JUP;CDH13;CDH15
keratin filament (GO:0045095)	2/15	0.17091154886530205	1.0	0	0	2.6666666666666665	4.710957638403321	KRT71;FBF1
secretory vesicle (GO:0099503)	2/16	0.18920318276808346	1.0	0	0	2.5	4.1623345006609895	UNC13D;NKD2
exocytic vesicle (GO:0070382)	2/16	0.18920318276808346	1.0	0	0	2.5	4.1623345006609895	UNC13D;NKD2
vesicle coat (GO:0030120)	3/31	0.20065196718317338	1.0	0	0	1.9354838709677418	3.1087420224475646	SEC23A;SEC24B;PEF1
BAF-type complex (GO:0090544)	2/17	0.20773987788556972	1.0	0	0	2.352941176470588	3.6975731035436015	SMARCD1;PHF10
phagocytic vesicle (GO:0045335)	6/83	0.23481354624178025	1.0	0	0	1.4457831325301203	2.0948869879664898	NCF2;HFE;NCF4;RAB39A;HLA-C;CORO1A
cortical actin cytoskeleton (GO:0030864)	4/52	0.26155152638965784	1.0	0	0	1.5384615384615385	2.0632676511450203	PLEKHH2;TRPV4;SHROOM3;CORO1A
AP-3 adaptor complex (GO:0030123)	1/6	0.26493667555327055	1.0	0	0	3.333333333333333	4.427548139092615	VPS33B
gamma-secretase complex (GO:0070765)	1/6	0.26493667555327055	1.0	0	0	3.333333333333333	4.427548139092615	TMED10
zonula adherens (GO:0005915)	1/6	0.26493667555327055	1.0	0	0	3.333333333333333	4.427548139092615	JUP
U1 snRNP (GO:0005685)	2/21	0.28302745680273733	1.0	0	0	1.9047619047619047	2.404212124839451	PRPF40B;LUC7L3
euchromatin (GO:0000791)	2/21	0.28302745680273733	1.0	0	0	1.9047619047619047	2.404212124839451	ANKRD2;SIRT1
bicellular tight junction (GO:0005923)	5/72	0.2913681345785638	1.0	0	0	1.3888888888888888	1.712732977852415	PATJ;CLDN4;CXADR;CLDN9;CLDN7
kinetochore microtubule (GO:0005828)	1/7	0.30170081801752857	1.0	0	0	2.8571428571428568	3.423769775600227	ZW10
L-type voltage-gated calcium channel complex (GO:1990454)	1/7	0.30170081801752857	1.0	0	0	2.8571428571428568	3.423769775600227	CACNA1S
specific granule membrane (GO:0035579)	6/91	0.303383440861158	1.0	0	0	1.3186813186813187	1.5728674181927342	ATP8A1;PLAU;ADAM10;AGPAT2;CKAP4;AP1M1
lytic vacuole (GO:0000323)	11/183	0.3087415408029792	1.0	0	0	1.2021857923497266	1.4128698017340853	ARSA;RAMP2;USP6;ACE;ABCA5;LRRK2;RNASET2;VPS33B;TMEM106B;CTSD;UNC13D
RNA polymerase II transcription factor complex (GO:0090575)	9/147	0.31486283544066196	1.0	0	0	1.2244897959183672	1.4150426669814795	ATF1;SFPQ;THRB;LDB1;MXI1;EDF1;NR1D1;FOS;GTF2E2
condensed chromosome (GO:0000793)	3/40	0.3232493972692518	1.0	0	0	1.4999999999999998	1.693996688892286	SUV39H1;ESRRB;RGS12
focal adhesion (GO:0005925)	20/356	0.3276929123299467	1.0	0	0	1.1235955056179774	1.2535711820714888	FZD1;PDGFRB;NRP1;JUP;TNC;ADAM10;SORBS3;NFASC;YWHAQ;PLAU;TRPV4;CDH13;MYH9;PTK2B;LAP3;RSU1;FGFR3;HSPA1B;ARF6;HSPA1A
Golgi-associated vesicle (GO:0005798)	4/58	0.3296936338803053	1.0	0	0	1.379310344827586	1.5304709488498607	TMED10;LRRK2;ADAM10;YIF1B
microtubule minus-end (GO:0036449)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	NIN
autolysosome (GO:0044754)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	LRRK2
COPI-coated vesicle (GO:0030137)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	TMED10
lamellipodium membrane (GO:0031258)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	PDPN
spherical high-density lipoprotein particle (GO:0034366)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	HPR
HFE-transferrin receptor complex (GO:1990712)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	HFE
perinuclear endoplasmic reticulum (GO:0097038)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	ADAM10
G-protein coupled receptor dimeric complex (GO:0038037)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	RAMP2
U2-type spliceosomal complex (GO:0005684)	4/60	0.3527005497730227	1.0	0	0	1.3333333333333333	1.3895145106479536	U2AF2;PRPF40B;LUC7L3;SNRNP35
endoplasmic reticulum quality control compartment (GO:0044322)	1/9	0.3698097706633484	1.0	0	0	2.222222222222222	2.2105923086622967	SYVN1
junctional sarcoplasmic reticulum membrane (GO:0014701)	1/9	0.3698097706633484	1.0	0	0	2.222222222222222	2.2105923086622967	JPH1
myosin filament (GO:0032982)	1/9	0.3698097706633484	1.0	0	0	2.222222222222222	2.2105923086622967	MYH9
axon initial segment (GO:0043194)	1/9	0.3698097706633484	1.0	0	0	2.222222222222222	2.2105923086622967	NFASC
outer dynein arm (GO:0036157)	1/9	0.3698097706633484	1.0	0	0	2.222222222222222	2.2105923086622967	NME8
NMDA selective glutamate receptor complex (GO:0017146)	1/9	0.3698097706633484	1.0	0	0	2.222222222222222	2.2105923086622967	PTK2B
endoplasmic reticulum lumen (GO:0005788)	15/270	0.37493421800916416	1.0	0	0	1.111111111111111	1.090005207824005	ARSA;CSF1;IGFBP3;RNASET2;EBI3;COL11A2;PDGFB;TNC;ADAM10;F2;CKAP4;VCAN;PDGFD;CANX;MFGE8
lipid droplet (GO:0005811)	4/64	0.39864450306553323	1.0	0	0	1.25	1.1496065362528942	HSD3B7;PNPLA5;CKAP4;PNPLA1
multimeric ribonuclease P complex (GO:0030681)	1/10	0.40133341390034794	1.0	0	0	2.0	1.8259254820662505	POP4
filopodium tip (GO:0032433)	1/10	0.40133341390034794	1.0	0	0	2.0	1.8259254820662505	VIL1
nuclear speck (GO:0016607)	16/296	0.4106783455915791	1.0	0	0	1.0810810810810811	0.9621026865087862	HEXIM2;SMURF2;SFMBT2;ZBTB16;AKAP8L;GTF2E2;CKAP4;RUFY1;SART1;DUSP10;U2AF2;TRIM69;LUC7L3;DOCK1;HSPA1B;HSPA1A
brush border membrane (GO:0031526)	2/28	0.4117777723443979	1.0	0	0	1.4285714285714284	1.2675306609542623	SLC22A12;CDHR5
ficolin-1-rich granule lumen (GO:1904813)	7/123	0.4184152232009605	1.0	0	0	1.1382113821138211	0.9917019313802579	CANT1;LRG1;CALML5;JUP;CTSD;HSPA1B;HSPA1A
cullin-RING ubiquitin ligase complex (GO:0031461)	10/181	0.41931924164335166	1.0	0	0	1.1049723756906076	0.9603566142967724	KBTBD4;PEF1;BTBD3;CUL2;KLHL8;FBXO6;ANAPC5;KLHL23;KLHL35;DCAF7
recycling endosome membrane (GO:0055038)	3/47	0.4196120451603213	1.0	0	0	1.276595744680851	1.1086272722292005	HFE;HLA-C;ARF6
multivesicular body (GO:0005771)	2/29	0.42931633359945176	1.0	0	0	1.379310344827586	1.1662913895494167	STEAP3;LRRK2
lysosomal lumen (GO:0043202)	5/86	0.4311336138274714	1.0	0	0	1.1627906976744184	0.9782991023729873	ARSA;BCAN;VCAN;GPC2;CTSD
proton-transporting V-type ATPase complex (GO:0033176)	1/11	0.43128166280518815	1.0	0	0	1.8181818181818181	1.529079804244035	ATP6V1B1
nuclear replication fork (GO:0043596)	1/11	0.43128166280518815	1.0	0	0	1.8181818181818181	1.529079804244035	ZRANB3
axonal growth cone (GO:0044295)	1/11	0.43128166280518815	1.0	0	0	1.8181818181818181	1.529079804244035	FKBP4
beta-catenin-TCF complex (GO:1990907)	1/11	0.43128166280518815	1.0	0	0	1.8181818181818181	1.529079804244035	LDB1
nuclear inclusion body (GO:0042405)	1/11	0.43128166280518815	1.0	0	0	1.8181818181818181	1.529079804244035	PABPN1
ribonuclease P complex (GO:0030677)	1/11	0.43128166280518815	1.0	0	0	1.8181818181818181	1.529079804244035	POP4
early endosome (GO:0005769)	12/222	0.43298474226318856	1.0	0	0	1.0810810810810811	0.9049219339113052	RUFY1;NRP1;GGA1;HFE;VPS33B;TGFBRAP1;HLA-C;SNX21;PHB;TRAK1;PDLIM4;TBC1D16
histone methyltransferase complex (GO:0035097)	3/49	0.44640402063272916	1.0	0	0	1.2244897959183672	0.987588809585937	AEBP2;H2AFY2;SIRT1
lysosome (GO:0005764)	22/422	0.4512333833362595	1.0	0	0	1.0426540284360188	0.8297134151744756	ARSA;SLC35F6;RAMP2;ACE;USP6;ABCA5;LRRK2;RNASET2;VPS33B;TGFBRAP1;ITFG2;UNC13D;BCAN;VCAN;TMEM79;HLA-DPB1;TMEM106B;GPC2;HLA-DOA;SPG11;CTSD;AP1M1
integral component of endoplasmic reticulum membrane (GO:0030176)	7/128	0.45946687100202477	1.0	0	0	1.09375	0.8505967287493645	PIGU;HFE;CANX;SYVN1;HLA-DPB1;HLA-C;ELOVL6
kinesin complex (GO:0005871)	3/50	0.4596144044474325	1.0	0	0	1.2	0.9328408706750739	KIF26B;KLC1;NDEL1
integral component of nuclear inner membrane (GO:0005639)	1/12	0.4597331726975369	1.0	0	0	1.6666666666666665	1.2951816952528152	LEMD2
invadopodium (GO:0071437)	1/12	0.4597331726975369	1.0	0	0	1.6666666666666665	1.2951816952528152	PDPN
nuclear exosome (RNase complex) (GO:0000176)	1/12	0.4597331726975369	1.0	0	0	1.6666666666666665	1.2951816952528152	EXOSC6
node of Ranvier (GO:0033268)	1/12	0.4597331726975369	1.0	0	0	1.6666666666666665	1.2951816952528152	NFASC
intercalated disc (GO:0014704)	2/31	0.46353362563600886	1.0	0	0	1.2903225806451613	0.9920985153401862	JUP;SCN5A
