Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of cellular biosynthetic process (GO:0031328)	20/159	1.3527691062078124E-4	0.6903180748978467	0	0	2.5157232704402515	22.410532554867295	GUCY2C;RPL5;SCARB1;EGR1;SREBF1;STN1;SLC45A3;PCNA;NPM2;LDB1;MID1IP1;PDGFB;PDGFA;LARP4;KLF4;MTOR;KITLG;P2RX4;PDGFC;CCL19
vesicle cytoskeletal trafficking (GO:0099518)	6/20	3.257058660635604E-4	0.8310385172611744	0	0	5.999999999999999	48.17709501126042	MOBP;NDE1;KIF5B;TRAK1;NDEL1;PAFAH1B1
platelet-derived growth factor receptor signaling pathway (GO:0048008)	5/17	0.001156267462541737	1.0	0	0	5.88235294117647	39.77975392066402	NRP1;PDGFC;PDGFB;ABL1;PDGFA
positive regulation of DNA replication (GO:0045740)	7/35	0.001502783646341115	1.0	0	0	4.0	26.001744505798506	STN1;KITLG;PCNA;NPM2;PDGFC;PDGFB;PDGFA
negative regulation of RNA splicing (GO:0033119)	5/18	0.001535597141373414	1.0	0	0	5.555555555555555	35.99353309116203	U2AF2;TMBIM6;SRSF7;PTBP2;SRSF12
positive regulation of macromolecule biosynthetic process (GO:0010557)	16/142	0.0019926457982798744	1.0	0	0	2.2535211267605635	14.013052341264771	RPL5;STN1;PCNA;NPM2;LDB1;PDGFB;NLRC5;PDGFA;LARP4;F2;KLF4;MTOR;KITLG;NAMPT;PDGFC;CCL19
vesicle transport along microtubule (GO:0047496)	5/19	0.001999021962037688	1.0	0	0	5.263157894736842	32.7110380895375	NDE1;KIF5B;TRAK1;NDEL1;PAFAH1B1
protein deglutamylation (GO:0035608)	3/7	0.0037478971295969244	1.0	0	0	8.571428571428571	47.88480310052898	AGBL5;AGBL4;AGTPBP1
cleavage furrow formation (GO:0036089)	3/7	0.0037478971295969244	1.0	0	0	8.571428571428571	47.88480310052898	SNX18;SPIRE1;SNX9
regulation of Cdc42 protein signal transduction (GO:0032489)	3/7	0.0037478971295969244	1.0	0	0	8.571428571428571	47.88480310052898	NRP1;ABL1;APOC3
establishment of mitotic spindle orientation (GO:0000132)	4/14	0.004155574183572428	1.0	0	0	5.7142857142857135	31.333169538457483	SAPCD2;NDE1;NDEL1;PAFAH1B1
negative regulation of mRNA processing (GO:0050686)	4/15	0.005444864346461733	1.0	0	0	5.333333333333333	27.803106327047363	U2AF2;TMBIM6;SRSF7;SRSF12
regulation of vascular associated smooth muscle cell migration (GO:1904752)	3/8	0.005774732022768516	1.0	0	0	7.5	38.65697569976054	DOCK7;TPM1;PDGFB
diol biosynthetic process (GO:0034312)	3/8	0.005774732022768516	1.0	0	0	7.5	38.65697569976054	ACER2;ASAH2B;SPHK1
sphingosine biosynthetic process (GO:0046512)	3/8	0.005774732022768516	1.0	0	0	7.5	38.65697569976054	ACER2;ASAH2B;SPHK1
regulation of nervous system development (GO:0051960)	5/25	0.007123209459613566	1.0	0	0	4.0	19.777587553293714	TENM4;LGI4;LRRK2;DOCK7;HMGB2
Golgi organization (GO:0007030)	13/121	0.007515318905321814	1.0	0	0	2.1487603305785123	10.509182424944756	TMED9;STX17;LRRK2;COG2;CSNK1D;YWHAZ;RAB43;NSFL1C;TMED3;STX6;GOLGA8A;TMED5;TMED4
phospholipid transport (GO:0015914)	8/58	0.007909617433709982	1.0	0	0	2.758620689655172	13.350829967623373	SCARB1;TMEM30A;PITPNA;ATP10D;APOC3;ABCA7;ABCA12;PITPNC1
