Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of smooth muscle cell migration (GO:0014910)	6/18	1.7001476847356342E-4	0.8675853635205941	0	0	6.666666666666666	57.86416834208921	PDGFRB;NRP1;ACE;PLAU;IGFBP3;PDGFB
negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901029)	4/7	1.9255968499406884E-4	0.49131603626236664	0	0	11.428571428571427	97.77262171857551	SLC35F6;FZD9;TMEM14A;HSPA1A
positive regulation of lipid kinase activity (GO:0090218)	7/27	2.813595495988169E-4	0.4785925938675875	0	0	5.185185185185184	42.39343718088975	PDGFRB;EPHA8;KIT;PDGFB;PTK2B;F2;FGFR3
endothelial cell chemotaxis (GO:0035767)	4/9	6.393918977627987E-4	0.8157042135708904	0	0	8.888888888888888	65.37771549372528	NRP1;NR4A1;PLEKHG5;VEGFA
positive regulation of protein processing (GO:0010954)	5/17	0.001156267462541737	1.0	0	0	5.88235294117647	39.77975392066402	ANGPTL8;MYH9;PHB;TNP2;NKD2
positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)	6/25	0.0012010558321369298	1.0	0	0	4.8	32.277860394835606	PDGFRB;EPHA8;KIT;PDGFB;PTK2B;FGFR3
sprouting angiogenesis (GO:0002040)	8/44	0.0013515484503978025	0.985278820339998	0	0	3.6363636363636362	24.023652158325085	ACVRL1;NRP1;NR4A1;RAMP2;RNF213;PTK2B;CDH13;VEGFA
negative regulation of ATP metabolic process (GO:1903579)	4/12	0.002226309736887514	1.0	0	0	6.666666666666666	40.71606593837178	MLXIPL;PID1;PDE12;FBP1
positive regulation of phospholipid metabolic process (GO:1903727)	6/28	0.0022478409283678232	1.0	0	0	4.285714285714286	26.133364760814054	PDGFRB;EPHA8;KIT;PDGFB;PTK2B;FGFR3
antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)	6/28	0.0022478409283678232	1.0	0	0	4.285714285714286	26.133364760814054	SEC23A;SEC24B;ACE;HFE;CANX;HLA-C
fructose 1,6-bisphosphate metabolic process (GO:0030388)	3/7	0.0037478971295969244	1.0	0	0	8.571428571428571	47.88480310052898	TIGAR;ALDOB;FBP1
regulation of dendritic spine development (GO:0060998)	6/31	0.0038666123029882523	1.0	0	0	3.8709677419354835	21.50468333887265	PTPRS;LRRK2;NEURL1;FOXO6;LZTS3;ARF6
negative regulation of response to endoplasmic reticulum stress (GO:1903573)	5/22	0.0039969158342765525	1.0	0	0	4.545454545454545	25.10105571226562	PPP1R15B;LRRK2;SYVN1;PARK7;HSPA1A
negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236)	4/14	0.004155574183572428	1.0	0	0	5.7142857142857135	31.333169538457483	LRRK2;SYVN1;PARK7;HSPA1A
positive regulation of cell-matrix adhesion (GO:0001954)	6/33	0.005343233658797252	1.0	0	0	3.6363636363636362	19.0251791098256	NRP1;CSF1;JUP;PTK2B;CDH13;VEGFA
regulation of phosphatidylinositol 3-kinase activity (GO:0043551)	6/33	0.005343233658797252	1.0	0	0	3.6363636363636362	19.0251791098256	PDGFRB;EPHA8;KIT;PDGFB;PTK2B;FGFR3
cytoplasmic sequestering of transcription factor (GO:0042994)	4/16	0.006976160030101439	1.0	0	0	5.0	24.82628326271881	NFKBIL1;MXI1;CCDC22;MDFI
endothelial cell migration (GO:0043542)	6/35	0.007194940396698424	1.0	0	0	3.4285714285714284	16.917864763427033	NRP1;NR4A1;PLEKHG5;CDH13;MYH9;VEGFA
positive regulation of protein maturation (GO:1903319)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	ANGPTL8;TNP2;NKD2
negative regulation of response to reactive oxygen species (GO:1901032)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	LRRK2;GPR37L1;PARK7
regulation of oxidative phosphorylation (GO:0002082)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	MLXIPL;PDE12;SLC25A33
axonal transport of mitochondrion (GO:0019896)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	SPAST;HAP1;TRAK1
postreplication repair (GO:0006301)	7/47	0.008364841000202511	1.0	0	0	2.978723404255319	14.249372624379504	UBA7;RFC2;RPA3;REV1;UBE2V2;RPA2;UBE2V1
regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901028)	4/17	0.008766901403579476	1.0	0	0	4.705882352941176	22.2906910717708	SLC35F6;FZD9;TMEM14A;HSPA1A
negative regulation of intracellular transport (GO:0032387)	4/17	0.008766901403579476	1.0	0	0	4.705882352941176	22.2906910717708	SLC35F6;FZD9;TMEM14A;HSPA1A
platelet-derived growth factor receptor signaling pathway (GO:0048008)	4/17	0.008766901403579476	1.0	0	0	4.705882352941176	22.2906910717708	PDGFRB;NRP1;PDGFD;PDGFB
glycosaminoglycan biosynthetic process (GO:0006024)	11/99	0.01049175639546444	1.0	0	0	2.222222222222222	10.127034300820021	BCAN;VCAN;CHST11;CHSY1;ABCC5;B3GNT3;HAS3;GPC2;CHST4;B4GALT6;B4GALT4
actin cytoskeleton reorganization (GO:0031532)	8/61	0.010662992144776546	1.0	0	0	2.622950819672131	11.910757273775207	NRP1;CXADR;CDC42BPG;TRPV4;INSRR;KIT;MYH9;PDLIM4
blood vessel endothelial cell migration (GO:0043534)	4/18	0.010832993829611394	1.0	0	0	4.444444444444444	20.111816967158788	NRP1;NR4A1;MYH9;VEGFA
positive regulation of smooth muscle cell migration (GO:0014911)	3/10	0.011479073193892965	1.0	0	0	5.999999999999999	26.803377741534163	PDGFRB;NRP1;PDGFB
negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201)	3/10	0.011479073193892965	1.0	0	0	5.999999999999999	26.803377741534163	CITED2;VHL;HSPA1A
