Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of hydrogen peroxide-induced cell death (GO:1903205)	4/11	0.0015450216807226607	1.0	0	0	7.2727272727272725	47.07430789745953	NUP93;LRRK2;RIPK1;GPR37L1
regulation of cellular response to heat (GO:1900034)	11/78	0.0016659401629025013	1.0	0	0	2.8205128205128203	18.043851840406198	NUP93;CAMK2B;RANBP2;HSPA8;NUP210;RPA3;BAG1;ATM;SIRT1;HSPA1B;HSPA1A
regulation of mitotic spindle assembly (GO:1901673)	5/19	0.001999021962037688	1.0	0	0	5.263157894736842	32.7110380895375	PLK1;HNRNPU;CCSAP;HSPA1B;HSPA1A
regulation of cellular response to stress (GO:0080135)	13/104	0.002032697401178713	1.0	0	0	2.5	15.495978997268072	CAMK2B;RANBP2;HSPA8;NUP210;SIRT1;NUP93;RPA3;BAG1;ATM;AJUBA;HSPA1B;EIF4G1;HSPA1A
negative regulation of chromosome organization (GO:2001251)	3/6	0.0022241766503380937	1.0	0	0	10.0	61.08368476639271	TOP2A;ERCC4;TERF2
actin cytoskeleton reorganization (GO:0031532)	9/61	0.0031428413940363027	1.0	0	0	2.9508196721311473	17.00447602331844	NRP1;CXADR;CDC42BPG;INSRR;KIT;MYH9;TNIK;CDC42BPB;PDLIM4
negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901029)	3/7	0.0037478971295969244	1.0	0	0	8.571428571428571	47.88480310052898	SLC35F6;TMEM14A;HSPA1A
negative regulation of telomere capping (GO:1904354)	3/7	0.0037478971295969244	1.0	0	0	8.571428571428571	47.88480310052898	ERCC4;ATM;TERF2
regulation of dendritic spine development (GO:0060998)	6/31	0.0038666123029882523	1.0	0	0	3.8709677419354835	21.50468333887265	CAMK2B;LRRK2;NEURL1;FOXO6;CDK5R1;ARF6
anterograde axonal transport (GO:0008089)	6/31	0.0038666123029882523	1.0	0	0	3.8709677419354835	21.50468333887265	BLOC1S6;SPAST;KIF1B;HAP1;TRAK1;TERF2
purine ribonucleoside triphosphate metabolic process (GO:0009205)	6/32	0.004561104727721087	1.0	0	0	3.75	20.213214074797936	HSPA8;LRRK2;MYH6;HSPA1B;HSPA1A;MYH7
response to leptin (GO:0044321)	3/8	0.005774732022768516	1.0	0	0	7.5	38.65697569976054	NR1D1;SIRT1;GCK
chaperone mediated protein folding requiring cofactor (GO:0051085)	5/24	0.005938776132475564	1.0	0	0	4.166666666666667	21.359384188084036	HSPA8;BAG1;DNAJB14;HSPA1B;HSPA1A
peptidyl-threonine phosphorylation (GO:0018107)	9/68	0.006550865085824026	1.0	0	0	2.6470588235294117	13.309830433811634	CAMK2B;MYLK2;STK11;SBK1;LRRK2;CHEK2;HIPK3;TGFBR2;CDK5R1
regulation of spindle assembly (GO:0090169)	5/25	0.007123209459613566	1.0	0	0	4.0	19.777587553293714	PLK1;HNRNPU;CCSAP;HSPA1B;HSPA1A
axonal transport (GO:0098930)	6/36	0.008276695319884123	1.0	0	0	3.333333333333333	15.981038354029879	BLOC1S6;SPAST;KIF1B;HAP1;TRAK1;TERF2
negative regulation of response to reactive oxygen species (GO:1901032)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	NUP93;LRRK2;GPR37L1
regulation of oxidative phosphorylation (GO:0002082)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	MLXIPL;PDE12;SLC25A33
axonal transport of mitochondrion (GO:0019896)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	SPAST;HAP1;TRAK1
DNA topological change (GO:0006265)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	TOP2A;HMGB1;TOP1
spindle assembly checkpoint (GO:0071173)	4/17	0.008766901403579476	1.0	0	0	4.705882352941176	22.2906910717708	ZW10;PLK1;KLHL22;ATM
mitotic spindle assembly checkpoint (GO:0007094)	4/17	0.008766901403579476	1.0	0	0	4.705882352941176	22.2906910717708	ZW10;PLK1;KLHL22;ATM
mitotic spindle checkpoint (GO:0071174)	4/17	0.008766901403579476	1.0	0	0	4.705882352941176	22.2906910717708	ZW10;PLK1;KLHL22;ATM
peptidyl-glutamic acid modification (GO:0018200)	5/27	0.009967540662847309	1.0	0	0	3.7037037037037033	17.06822740434755	AGBL4;F10;GGCX;TTLL13P;F2
DNA conformation change (GO:0071103)	4/18	0.010832993829611394	1.0	0	0	4.444444444444444	20.111816967158788	TOP2A;HMGB3;HMGB1;TOP1
regulation of smooth muscle cell migration (GO:0014910)	4/18	0.010832993829611394	1.0	0	0	4.444444444444444	20.111816967158788	PDGFRB;NRP1;ACE;IGFBP3
glucose homeostasis (GO:0042593)	9/74	0.011278228040186225	1.0	0	0	2.4324324324324325	10.909170325673292	MLXIPL;STK11;HECTD4;GCGR;PPARG;PYGL;SIRT1;SLC8B1;GCK
regulation of actin filament-based movement (GO:1903115)	3/10	0.011479073193892965	1.0	0	0	5.999999999999999	26.803377741534163	MYLK2;PDPN;SCN5A
negative regulation of homeostatic process (GO:0032845)	5/28	0.011645740044549789	1.0	0	0	3.571428571428571	15.902910097331779	NANOS1;CALCA;LDB1;ERCC4;TERF2
myeloid leukocyte differentiation (GO:0002573)	7/50	0.011679559996652222	1.0	0	0	2.8000000000000003	12.459761926671213	IL4;CSF1;KIT;MYH9;PPARG;SIRT1;TGFBR2
positive regulation of reactive oxygen species metabolic process (GO:2000379)	6/39	0.012216841663084205	1.0	0	0	3.076923076923077	13.55366096929348	PDGFRB;PID1;ITGB2;RIPK1;F2;TGFBR2
carbohydrate homeostasis (GO:0033500)	8/63	0.012855695577887951	1.0	0	0	2.5396825396825395	11.057697346558735	MLXIPL;STK11;HECTD4;GCGR;PPARG;PYGL;SLC8B1;GCK
vesicle transport along microtubule (GO:0047496)	4/19	0.01318872540853091	1.0	0	0	4.2105263157894735	18.224812421427043	KIF5B;KIF13A;HAP1;TRAK1
peptidyl-serine phosphorylation (GO:0018105)	14/145	0.01396196816900836	1.0	0	0	1.9310344827586206	8.248255844653318	CAMK2B;MYLK2;LRRK2;PLK1;HIPK3;TGFBR2;STK11;SBK1;CHEK2;TLK2;RIPK1;ATM;TOP1;CDK5R1
triglyceride metabolic process (GO:0006641)	7/52	0.014359452504846342	1.0	0	0	2.692307692307692	11.424395345171702	FABP1;GPAT3;PNPLA5;SIRT1;LPIN2;LPIN3;PNPLA1
mitochondrion distribution (GO:0048311)	3/11	0.015204352818016067	1.0	0	0	5.454545454545454	22.833673759197463	LRRK2;HAP1;TRAK1
embryonic hemopoiesis (GO:0035162)	3/11	0.015204352818016067	1.0	0	0	5.454545454545454	22.833673759197463	IL3;KIT;TGFBR2
protein carboxylation (GO:0018214)	3/11	0.015204352818016067	1.0	0	0	5.454545454545454	22.833673759197463	GGCX;F10;F2
peptidyl-glutamic acid carboxylation (GO:0017187)	3/11	0.015204352818016067	1.0	0	0	5.454545454545454	22.833673759197463	F10;GGCX;F2
