Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)	13/78	1.2098767202532169E-4	0.6174000903452166	0	0	3.333333333333333	30.066073005487734	PSMD10;CITED2;UBE2D2;CUL2;UBE2D1;LIMD1;HIGD1A;PSMD9;PSMD6;PSMD7;PSMC3;PSMD2;VHL
vesicle cytoskeletal trafficking (GO:0099518)	6/20	3.257058660635604E-4	0.8310385172611744	0	0	5.999999999999999	48.17709501126042	MOBP;KIF5B;BICDL2;WASL;TRAK1;NDEL1
lytic vacuole organization (GO:0080171)	7/28	3.59082706590911E-4	0.6107996839111396	0	0	5.0	39.659789077667135	FAM160A2;LRRK2;TMEM106B;TPP1;MYO7A;CLN6;CLVS1
regulation of G2/M transition of mitotic cell cycle (GO:0010389)	18/149	4.7198755577146725E-4	0.6021381242754493	0	0	2.4161073825503356	18.503898372766482	PSMD10;CETN2;CEP152;PLK1;PINX1;CSNK1D;RAD51B;PSMD9;RINT1;PSMD6;CENPF;PSMD7;PSMC3;HAUS7;PSMD2;NEK2;CLASP1;SDCCAG8
lysosome organization (GO:0007040)	7/31	6.995051806645093E-4	0.7139149873861982	0	0	4.516129032258064	32.81029774421088	FAM160A2;LRRK2;TMEM106B;TPP1;MYO7A;CLN6;CLVS1
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	13/93	7.139572175123356E-4	0.6072206134942414	0	0	2.7956989247311825	20.253965100928117	PSMD10;UBE2D2;CUL2;UBE2D1;LIMD1;HIGD1A;PSMD9;PSMD6;PSMD7;PSMC3;PSMD2;CHEK1;VHL
cell chemotaxis (GO:0060326)	10/60	7.209870075469213E-4	0.5255995285017055	0	0	3.333333333333333	24.11629813629189	NRP1;NR4A1;DOCK4;NOV;KIT;HMGB2;PDGFB;ELMO2;PIP5K1A;ARRB2
regulation of mitotic centrosome separation (GO:0046602)	4/11	0.0015450216807226607	0.9855307045909671	0	0	7.2727272727272725	47.07430789745953	RANBP2;CHEK1;NEK2;MAP9
negative regulation of autophagy (GO:0010507)	8/46	0.001821957883870173	1.0	0	0	3.4782608695652173	21.940325550402598	DAP;LARS;LRRK2;CPTP;TLK2;MTMR9;TSC1;EIF4G1
protein targeting to lysosome (GO:0006622)	5/19	0.001999021962037688	1.0	0	0	5.263157894736842	32.7110380895375	HSPA8;SNX16;LARS;NCOA4;GCC2
