Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
vesicle coating (GO:0006901)	10/63	0.001067688627679111	1.0	0	0	3.1746031746031744	21.721457549426013	TRAPPC3;F8;SEC24B;SEC24A;TFG;PPP6R1;RAB1B;CSNK1D;SEC31A;BET1
COPII vesicle coating (GO:0048208)	10/63	0.001067688627679111	1.0	0	0	3.1746031746031744	21.721457549426013	TRAPPC3;F8;SEC24B;SEC24A;TFG;PPP6R1;RAB1B;CSNK1D;SEC31A;BET1
vesicle targeting, rough ER to cis-Golgi (GO:0048207)	10/63	0.001067688627679111	1.0	0	0	3.1746031746031744	21.721457549426013	TRAPPC3;F8;SEC24B;SEC24A;TFG;PPP6R1;RAB1B;CSNK1D;SEC31A;BET1
regulation of JUN kinase activity (GO:0043506)	7/34	0.0012556808794093803	1.0	0	0	4.117647058823529	27.506200729916152	DUSP10;TAOK3;DVL2;PTPN22;HIPK3;ARHGEF5;MAP3K5
protein ubiquitination (GO:0016567)	41/506	0.00167807919602834	1.0	0	0	1.6205533596837944	10.355506896846718	RNF11;RNF34;ZFAND4;UBA6;FBXO27;CUL2;MAGEF1;KLHL35;FBXO44;PCNP;PSMD6;NUB1;PSMB5;TNKS2;PSMD3;TRIM69;RBBP6;ELOC;BTRC;RNF152;RNF44;CRBN;USP5;SMURF2;BTBD18;FANCL;KLHL2;UBE4B;BTBD6;KLHL24;FBXL14;RNF146;RNF167;SPSB1;RFWD3;UBE2T;TSPAN17;KLHL8;NEURL1;RNF181;TRIM36
ER to Golgi vesicle-mediated transport (GO:0006888)	19/180	0.0017297193294642417	1.0	0	0	2.111111111111111	13.426236255314086	TRAPPC3;TMED9;SEC24B;SEC24A;RAB1B;DCTN4;GOSR1;COG1;F2;YIF1A;YIF1B;NRBP2;F8;TFG;CAPZB;CAPZA2;CNIH4;SEC31A;BET1
modification-dependent protein catabolic process (GO:0019941)	16/141	0.0018518850230800508	1.0	0	0	2.2695035460992905	14.278697820721742	RNF11;RNF34;ZFAND4;SMURF2;UBA6;UBE4B;FBXL14;RNF146;ATXN3;NUB1;KCTD21;PSMD3;KLHL8;RBBP6;BTRC;PCYOX1
COPII-coated vesicle budding (GO:0090114)	10/68	0.0019400121861363516	1.0	0	0	2.941176470588235	18.36782654239131	TRAPPC3;F8;SEC24B;SEC24A;TFG;PPP6R1;RAB1B;CSNK1D;SEC31A;BET1
ubiquitin-dependent protein catabolic process (GO:0006511)	30/341	0.002000243780954476	1.0	0	0	1.7595307917888563	10.934579851096178	RNF11;RNF34;UBA6;CUL2;TNFAIP3;KLHL35;PCNP;ATXN3;PSMD6;NUB1;PSMB5;RNF216;KCTD21;PSMD3;RBBP6;ELOC;BTRC;RNF44;CRBN;SMURF2;CSNK1A1;UBE4B;BTBD6;KLHL24;FBXL14;RNF146;SPSB1;CDC16;KLHL8;RNF181
cytoskeleton-dependent cytokinesis (GO:0061640)	10/70	0.0024197969760402912	1.0	0	0	2.8571428571428568	17.211633247231667	USP8;SEPT7;PDCD6IP;INCENP;ARL3;NUSAP1;TRIM36;SPIRE1;SNX9;KIF20A
mitochondrion disassembly (GO:0061726)	7/38	0.002475857659604507	1.0	0	0	3.684210526315789	22.109567840521006	FUNDC2;MAP1LC3B;WDR45B;FUNDC1;GABARAP;MARK2;ATG2B
mitotic cytokinesis (GO:0000281)	9/59	0.0024888002112801134	1.0	0	0	3.0508474576271185	18.292742626236063	USP8;SEPT7;PDCD6IP;INCENP;ARL3;NUSAP1;TRIM36;SNX9;KIF20A
vesicle cytoskeletal trafficking (GO:0099518)	5/20	0.0025567961648583323	1.0	0	0	5.0	29.845001511853148	MOBP;KIF5B;WASL;TRAK1;NDEL1
autophagy of mitochondrion (GO:0000422)	7/40	0.0033539251705361527	1.0	0	0	3.4999999999999996	19.941683742203896	FUNDC2;MAP1LC3B;WDR45B;FUNDC1;GABARAP;MARK2;ATG2B
phosphorylation (GO:0016310)	32/386	0.0036494114737190228	1.0	0	0	1.6580310880829014	9.306842469579763	DGKA;LRRK2;PDGFB;GK5;NRBP2;CDK20;TLK2;MAP3K21;PTK2B;FPGT-TNNI3K;MARK2;JAK1;MAP3K5;NEK4;CSNK1A1;TNK2;ADAM10;LMTK2;VRK1;CSNK1D;CDC42BPB;CDK11B;HIPK3;CLK3;HIPK2;NIPSNAP2;FER;LATS2;TAOK3;STK17B;IDNK;CDK13
regulation of toll-like receptor 3 signaling pathway (GO:0034139)	3/7	0.0037478971295969244	1.0	0	0	8.571428571428571	47.88480310052898	FLOT1;TNFAIP3;PTPN22
mitochondrial transmembrane transport (GO:1990542)	6/32	0.004561104727721087	1.0	0	0	3.75	20.213214074797936	AFG3L2;CPT1A;PRKAB2;TIMM10;MICU1;SLC25A33
Golgi vesicle transport (GO:0048193)	24/271	0.004922966584694434	1.0	0	0	1.7712177121771215	9.411974552004324	TRAPPC3;TMED9;SEC24B;SEC24A;PITPNB;ARL3;RAB1B;DCTN4;GOSR1;COG1;KIF22;F2;KLC1;YIF1A;YIF1B;CYTH3;NRBP2;F8;TFG;CAPZB;CAPZA2;CNIH4;SEC31A;BET1
regulation of intracellular protein transport (GO:0033157)	6/33	0.005343233658797252	1.0	0	0	3.6363636363636362	19.0251791098256	ICE1;MBD1;TCTEX1D2;CEP131;ATP13A2;NDEL1
mRNA splice site selection (GO:0006376)	5/24	0.005938776132475564	1.0	0	0	4.166666666666667	21.359384188084036	SF3A3;SRSF1;LUC7L;SRSF10;SRSF12
autophagosome organization (GO:1905037)	8/56	0.006396436021663812	1.0	0	0	2.8571428571428568	14.434326615263213	STX12;MAP1LC3B;PACS2;WDR45B;RAB1B;ATP13A2;GABARAP;ATG2B
protein polyubiquitination (GO:0000209)	24/283	0.008304054929548993	1.0	0	0	1.696113074204947	8.126096968622589	RNF34;SMURF2;FBXO27;TNFAIP3;UBE4B;FBXO44;FBXL14;RNF146;RNF167;PSMD6;SPSB1;PSMB5;RNF216;TNKS2;UBE2T;PSMD3;CDC16;RNF181;TRIM69;TRIM36;RBBP6;BTRC;RNF152;TRIM56
regulation of SNARE complex assembly (GO:0035542)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	VPS18;VPS41;VPS11
nuclear migration (GO:0007097)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	SUN2;MBD1;DCTN4
regulation of lamellipodium organization (GO:1902743)	4/17	0.008766901403579476	1.0	0	0	4.705882352941176	22.2906910717708	FER;CAPZB;PDPN;SSH3
