Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
cellular response to laminar fluid shear stress (GO:0071499)	3/7	0.0037478971295969244	1.0	0	0	8.571428571428571	47.88480310052898	KLF4;SREBF2;KLF2
odontogenesis (GO:0042476)	7/41	0.0038731818241686555	1.0	0	0	3.4146341463414633	18.96378172228493	TBX1;WNT6;SSUH2;SCN5A;AXIN2;AQP3;AQP1
peptidyl-threonine phosphorylation (GO:0018107)	9/68	0.006550865085824026	1.0	0	0	2.6470588235294117	13.309830433811634	MYLK2;GSK3A;STK11;CHEK2;MAPK1;HIPK3;CAMKK2;CDK5R1;MAP3K12
long-chain fatty acid biosynthetic process (GO:0042759)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	ASAH2B;ELOVL6;ALOXE3
DNA topological change (GO:0006265)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	TOP1MT;HMGB1;TOP1
regulation of protein metabolic process (GO:0051246)	8/59	0.00875994337618584	1.0	0	0	2.711864406779661	12.847636170740213	KBTBD4;CHEK2;ANGPTL8;LTBP4;BTBD6;FAM83D;KLF4;KLF2
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	11/97	0.009054768158294497	1.0	0	0	2.268041237113402	10.66991787807533	DCTN6;ACTR1A;SEC23A;SEC24B;DCTN4;AP1B1;HLA-DPB1;HLA-DOA;KLC1;CTSD;AP1M2
antigen processing and presentation of exogenous peptide antigen (GO:0002478)	11/97	0.009054768158294497	1.0	0	0	2.268041237113402	10.66991787807533	DCTN6;ACTR1A;SEC23A;SEC24B;DCTN4;AP1B1;HLA-DPB1;HLA-DOA;KLC1;CTSD;AP1M2
endosome to lysosome transport (GO:0008333)	7/48	0.009381035119053851	1.0	0	0	2.9166666666666665	13.618106740609136	VPS33A;RAB12;TGFBRAP1;KIF13A;TRAK1;CACNG5;RHOB
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	11/98	0.009752912697813011	1.0	0	0	2.2448979591836733	10.394302510986499	DCTN6;ACTR1A;SEC23A;SEC24B;DCTN4;AP1B1;HLA-DPB1;HLA-DOA;KLC1;CTSD;AP1M2
actin cytoskeleton reorganization (GO:0031532)	8/61	0.010662992144776546	1.0	0	0	2.622950819672131	11.910757273775207	CDC42BPG;TRPV4;INSRR;KIT;RAC2;RHOH;CDC42BPB;PDLIM4
DNA conformation change (GO:0071103)	4/18	0.010832993829611394	1.0	0	0	4.444444444444444	20.111816967158788	TOP1MT;HMGB3;HMGB1;TOP1
response to laminar fluid shear stress (GO:0034616)	3/10	0.011479073193892965	1.0	0	0	5.999999999999999	26.803377741534163	KLF4;SREBF2;KLF2
regulation of actin filament-based movement (GO:1903115)	3/10	0.011479073193892965	1.0	0	0	5.999999999999999	26.803377741534163	MYLK2;PDPN;SCN5A
smooth muscle cell differentiation (GO:0051145)	3/10	0.011479073193892965	1.0	0	0	5.999999999999999	26.803377741534163	MKL2;TMEM204;MKL1
synaptic transmission, cholinergic (GO:0007271)	5/28	0.011645740044549789	1.0	0	0	3.571428571428571	15.902910097331779	NQO1;CHRM1;CHRM4;CHRNE;CHRNA6
