Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of hydrogen peroxide-induced cell death (GO:1903205)	5/11	1.1099920110712524E-4	0.5664289232496601	0	0	9.09090909090909	82.78170503555405	NUP93;LRRK2;RIPK1;GPR37L1;PARK7
cellular response to organic substance (GO:0071310)	17/133	3.4630296002051105E-4	0.8835920024923339	0	0	2.5563909774436087	20.369825790004143	NANOS1;PTPN18;RAMP2;PID1;NPFFR1;PDGFB;PARK7;KLF4;TNF;MAPK11;CLEC3B;CYP11B2;GNRHR;MAPK1;CTNNB1;PTPN6;PTPN5
antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)	7/28	3.59082706590911E-4	0.6107996839111396	0	0	5.0	39.659789077667135	SEC14L3;SEC23A;SEC24B;ACE;HFE;CANX;HLA-C
regulation of cellular response to heat (GO:1900034)	12/78	4.6982112678421967E-4	0.5993743024949683	0	0	3.076923076923077	23.57894928310704	NUP93;HSPA8;NUP210;RPA3;BAG1;RPA1;MAPK1;RPA2;ATM;SIRT1;HSPA1B;HSPA1A
negative regulation of response to reactive oxygen species (GO:1901032)	4/9	6.393918977627987E-4	0.6525633708567123	0	0	8.888888888888888	65.37771549372528	NUP93;LRRK2;GPR37L1;PARK7
toll-like receptor 3 signaling pathway (GO:0034138)	4/9	6.393918977627987E-4	0.5438028090472603	0	0	8.888888888888888	65.37771549372528	UNC93B1;RFTN1;RIPK1;TICAM1
purine ribonucleoside triphosphate metabolic process (GO:0009205)	7/32	8.571538447484232E-4	0.6248651528216005	0	0	4.375	30.895782487580483	HSPA8;LRRK2;AK4;NADK;MYH6;HSPA1B;HSPA1A
protein localization to chromosome (GO:0034502)	6/27	0.0018431058730470871	1.0	0	0	4.444444444444444	27.98356958180855	PLK1;TINF2;RPA1;RPA2;TERF2;LEMD2
regulation of cellular response to stress (GO:0080135)	13/104	0.002032697401178713	1.0	0	0	2.5	15.495978997268072	HSPA8;NUP210;RPA1;RPA2;SIRT1;NUP93;RPA3;BAG1;MAPK1;ATM;AJUBA;HSPA1B;HSPA1A
negative regulation of chromosome organization (GO:2001251)	3/6	0.0022241766503380937	1.0	0	0	10.0	61.08368476639271	TOP2A;ERCC4;TERF2
error-prone translesion synthesis (GO:0042276)	5/20	0.0025567961648583323	1.0	0	0	5.0	29.845001511853148	RFC2;RPA3;POLE2;RPA1;RPA2
actin cytoskeleton reorganization (GO:0031532)	9/61	0.0031428413940363027	1.0	0	0	2.9508196721311473	17.00447602331844	NRP1;CXADR;CDC42BPG;TRPV4;KIT;RHOH;MYH9;CDC42BPB;PDLIM4
nuclear envelope organization (GO:0006998)	6/30	0.0032536223155712174	1.0	0	0	4.0	22.91194537865016	NUP93;SUN2;SPAST;AKAP8L;PLK1;LEMD2
negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901029)	3/7	0.0037478971295969244	1.0	0	0	8.571428571428571	47.88480310052898	SLC35F6;FZD9;HSPA1A
negative regulation of telomere capping (GO:1904354)	3/7	0.0037478971295969244	1.0	0	0	8.571428571428571	47.88480310052898	ERCC4;ATM;TERF2
negative regulation of hydrogen peroxide-induced cell death (GO:1903206)	4/14	0.004155574183572428	1.0	0	0	5.7142857142857135	31.333169538457483	NUP93;LRRK2;GPR37L1;PARK7
negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236)	4/14	0.004155574183572428	1.0	0	0	5.7142857142857135	31.333169538457483	LRRK2;SYVN1;PARK7;HSPA1A
response to leptin (GO:0044321)	3/8	0.005774732022768516	1.0	0	0	7.5	38.65697569976054	NR1D1;SIRT1;GCK
negative regulation of oxidative stress-induced cell death (GO:1903202)	5/24	0.005938776132475564	1.0	0	0	4.166666666666667	21.359384188084036	NUP93;LRRK2;GPR37L1;PARK7;SIRT1
negative regulation of protein sumoylation (GO:0033234)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	CTNNB1;CAPN3;PARK7
endothelial cell chemotaxis (GO:0035767)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	NRP1;NR4A1;PLEKHG5
axonal transport of mitochondrion (GO:0019896)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	SPAST;HAP1;TRAK1
regulation of telomere maintenance via telomere lengthening (GO:1904356)	4/17	0.008766901403579476	1.0	0	0	4.705882352941176	22.2906910717708	ERCC4;TINF2;ATM;TERF2
microtubule nucleation (GO:0007020)	4/17	0.008766901403579476	1.0	0	0	4.705882352941176	22.2906910717708	CENPJ;CSNK1D;TUBG2;NDEL1
positive regulation of lipid kinase activity (GO:0090218)	5/27	0.009967540662847309	1.0	0	0	3.7037037037037033	17.06822740434755	EPHA8;KIT;PDGFB;F2;FGFR3
microtubule polymerization (GO:0046785)	5/27	0.009967540662847309	1.0	0	0	3.7037037037037033	17.06822740434755	TRPV4;CENPJ;CSNK1D;TUBG2;NDEL1
regulation of smooth muscle cell migration (GO:0014910)	4/18	0.010832993829611394	1.0	0	0	4.444444444444444	20.111816967158788	NRP1;ACE;IGFBP3;PDGFB
regulation of actin filament-based movement (GO:1903115)	3/10	0.011479073193892965	1.0	0	0	5.999999999999999	26.803377741534163	MYLK2;PDPN;SCN5A
purine ribonucleoside monophosphate metabolic process (GO:0009167)	6/39	0.012216841663084205	1.0	0	0	3.076923076923077	13.55366096929348	HSPA8;AK4;NADK;MYH6;HSPA1B;HSPA1A
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	10/88	0.012336835069840162	1.0	0	0	2.2727272727272725	9.989013115280327	HFE;LRRK2;SUMO2;PLK1;TLK2;CSNK1D;PARK7;PRICKLE1;HSPA1B;HSPA1A
regulation of mitotic spindle assembly (GO:1901673)	4/19	0.01318872540853091	1.0	0	0	4.2105263157894735	18.224812421427043	PLK1;CCSAP;HSPA1B;HSPA1A
error-free translesion synthesis (GO:0070987)	4/19	0.01318872540853091	1.0	0	0	4.2105263157894735	18.224812421427043	RFC2;RPA3;RPA1;RPA2
