Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ubiquitin-like protein ligase binding (GO:0044389)	29/297	4.668550428348484E-4	0.5373501543029106	0	0	1.9528619528619529	14.977458634921604	RPL5;CUL5;HM13;CUL2;NKD2;ATXN3;HERC2;DDRGK1;SLC22A18;SNX9;CKB;RFFL;CDK5RAP3;HSPA8;USP25;UBE2H;SNCAIP;BTBD9;YWHAZ;RNF40;RBX1;NFKBIA;MC1R;TRAF4;TRAF6;UBE2O;TRIB3;HIST1H2BH;TMBIM6
ubiquitin protein ligase binding (GO:0031625)	26/284	0.0022443761941780493	1.0	0	0	1.8309859154929577	11.1677830410993	RPL5;CUL5;HM13;CUL2;NKD2;ATXN3;HERC2;SLC22A18;SNX9;CKB;RFFL;HSPA8;USP25;UBE2H;SNCAIP;BTBD9;YWHAZ;RNF40;RBX1;NFKBIA;MC1R;TRAF4;TRAF6;UBE2O;TRIB3;TMBIM6
protein kinase B binding (GO:0043422)	3/8	0.005774732022768516	1.0	0	0	7.5	38.65697569976054	TRAF6;PDE3B;APPL1
transferrin receptor binding (GO:1990459)	3/8	0.005774732022768516	1.0	0	0	7.5	38.65697569976054	SNX4;HFE;RGMA
oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)	4/18	0.010832993829611394	1.0	0	0	4.444444444444444	20.111816967158788	MTHFD2L;BLVRB;PYCR2;AASS
thioesterase binding (GO:0031996)	3/11	0.015204352818016067	1.0	0	0	5.454545454545454	22.833673759197463	TRAF4;TRAF6;RAC1
single-stranded telomeric DNA binding (GO:0043047)	3/12	0.01953037772410442	1.0	0	0	5.0	19.678920967843133	STN1;RPA1;TERF2
guanyl ribonucleotide binding (GO:0032561)	15/170	0.02361819247116077	1.0	0	0	1.7647058823529411	6.610125876166223	RAB5B;TUBAL3;ARL3;LRRK2;DIRAS1;ATL1;RHOBTB3;RND2;TMEM173;THG1L;RRAGC;TUBB1;LANCL2;RAB38;RAC1
platelet-derived growth factor receptor binding (GO:0005161)	3/13	0.02446267254220388	1.0	0	0	4.615384615384615	17.125877967461363	PDGFC;PDGFB;PDGFA
ubiquitin-ubiquitin ligase activity (GO:0034450)	3/13	0.02446267254220388	1.0	0	0	4.615384615384615	17.125877967461363	UBE4A;PRPF19;RBX1
phosphatidylinositol binding (GO:0035091)	10/100	0.02784947913949708	1.0	0	0	2.0	7.1618820302714505	ZFYVE28;SCARB1;SNX4;SH3YL1;SNX18;HIP1;PITPNA;SNX9;SNX8;PITPNC1
