Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
double-stranded RNA binding (GO:0003725)	10/59	6.285387824531465E-4	0.7234481386035717	0	0	3.389830508474576	24.990212967689377	DUS2;AGO4;OAS3;DHX58;RFTN1;AGO2;EIF4H;VIM;DDX60;ILF2
adenyl ribonucleotide binding (GO:0032559)	25/279	0.003577041518836001	1.0	0	0	1.7921146953405016	10.095374931193044	CARS;PDXK;FICD;ATP5A1;RHOBTB3;IDE;PDS5B;YARS2;ME1;TLK2;MARK2;MAP3K5;HSPA8;PNPLA8;HSPA7;LMTK2;MYO9B;CDC42BPB;SYN2;CDK11B;LATS2;STK17B;OAS3;FBP1;EIF4G1
ATP binding (GO:0005524)	23/255	0.004678164972558044	1.0	0	0	1.8039215686274508	9.677767447369865	CARS;HSPA8;PDXK;FICD;PNPLA8;HSPA7;ATP5A1;RHOBTB3;LMTK2;MYO9B;IDE;PDS5B;CDC42BPB;SYN2;YARS2;CDK11B;LATS2;STK17B;OAS3;TLK2;MARK2;MAP3K5;EIF4G1
purine ribonucleoside triphosphate binding (GO:0035639)	32/396	0.005327996502009075	1.0	0	0	1.6161616161616161	8.460250508725807	CARS;PDXK;FICD;ARL3;LRRK2;RAB1B;ATP5A1;SRP54;RHOBTB3;IDE;PDS5B;YARS2;TUBB1;TLK2;RAB28;MARK2;MAP3K5;HSPA8;PNPLA8;TUBB;HSPA7;RHOG;LMTK2;MYO9B;CDC42BPB;SYN2;CDK11B;LATS2;STK17B;OAS3;ARHGEF5;EIF4G1
transferrin receptor binding (GO:1990459)	3/8	0.005774732022768516	1.0	0	0	7.5	38.65697569976054	SNX4;HFE;RGMA
ubiquitin-protein transferase activity (GO:0004842)	33/417	0.00641315920546656	1.0	0	0	1.58273381294964	7.991861296497355	RNF11;RNF34;FBXO27;CUL2;TNFAIP3;KLHL35;FBXO44;RNF216;TRIM69;RBBP6;ELOC;BTRC;RNF152;RNF44;FEM1A;SMURF2;BTBD18;FANCL;KLHL2;UBE2QL1;KLHL24;FBXL14;RNF146;RNF167;SPSB1;RFWD3;UBE2T;TSPAN17;KLHL8;NEURL1;RNF181;TRIM36;TRIM56
translation initiation factor activity (GO:0003743)	6/36	0.008276695319884123	1.0	0	0	3.333333333333333	15.981038354029879	EIF2B3;AGO2;EIF4H;EIF3F;EIF1;EIF4G1
GABA receptor binding (GO:0050811)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	ARFGEF2;TRAK1;GABARAP
transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001078)	11/97	0.009054768158294497	1.0	0	0	2.268041237113402	10.66991787807533	RBL1;MYEF2;TSHZ1;BHLHE41;HMGA2;TCF3;MXD1;ZNF202;ZFPM1;RCOR1;TCFL5
Lys63-specific deubiquitinase activity (GO:0061578)	3/11	0.015204352818016067	1.0	0	0	5.454545454545454	22.833673759197463	ATXN3;STAMBPL1;TNFAIP3
metalloendopeptidase activity (GO:0004222)	8/65	0.015361461773367072	1.0	0	0	2.4615384615384617	10.279122186470978	MME;PITRM1;MMP15;MMP28;PMPCB;ADAM10;IDE;OMA1
actin binding (GO:0003779)	21/254	0.01680685720957194	1.0	0	0	1.6535433070866141	6.756325549676833	SVIL;PLEKHH2;MYBPC2;TPM2;LRRK2;TPM1;PAWR;KLHL2;DSTN;MYO9B;WASL;SSH3;CORO1C;SHTN1;MOBP;CAPZB;PFN4;EMD;PFN3;VCL;MSRB1
translation factor activity, RNA binding (GO:0008135)	8/67	0.018203070712224476	1.0	0	0	2.388059701492537	9.566961143114478	EIF2B3;AGO2;EIF4H;ETF1;EIF3F;GTPBP1;EIF1;EIF4G1
single-stranded telomeric DNA binding (GO:0043047)	3/12	0.01953037772410442	1.0	0	0	5.0	19.678920967843133	STN1;RPA1;TERF2
single-stranded RNA binding (GO:0003727)	6/45	0.023716628785101824	1.0	0	0	2.6666666666666665	9.97754357432181	MEX3A;AGO4;DHX58;AGO2;EIF4H;DDX60
phosphotransferase activity, alcohol group as acceptor (GO:0016773)	20/254	0.03047442101856349	1.0	0	0	1.574803149606299	5.497429295064243	IPPK;PDXK;MVK;PKLR;CSNK1A1;DGKA;LRRK2;DCAKD;CSNK1D;VRK1;CDC42BPB;CDK11B;HIPK3;HIPK2;GK5;STK17B;IDNK;FPGT-TNNI3K;CDK13;MAP3K5
metallopeptidase activity (GO:0008237)	10/102	0.03138626175486483	1.0	0	0	1.9607843137254901	6.787029422627025	AFG3L2;PITRM1;MME;ERAP2;MMP15;MMP28;PMPCB;ADAM10;OMA1;IDE
epidermal growth factor receptor binding (GO:0005154)	4/25	0.03399335307152362	1.0	0	0	3.1999999999999997	10.821088868398542	SNX4;ATXN2;FER;TNK2
RNA binding (GO:0003723)	84/1387	0.03808604568210555	1.0	0	0	1.2112472963229992	3.958243904773006	CARS;PIWIL1;RBM28;DDX49;SRP54;YARS2;RAVER2;DHX58;NUSAP1;LUC7L;ANXA7;RPL37;SNRPN;IMP3;NANOS3;MRPS21;PPRC1;YWHAZ;GTPBP1;ILF2;PTBP2;DUS2;CTU1;MRPS9;SFPQ;DDX39A;SLTM;ZNF638;OAS3;FASTKD5;ETF1;RP9;SUCLG1;KPNB1;TRIM56;FYTTD1;RBM47;RPL10;ATP5A1;SRSF1;DDX60;KRCC1;GSPT1;GTF2E2;MRPL11;NOL6;STIP1;ATXN2;EIF4H;SERPINH1;RPL14;RBBP6;SRSF10;MARK2;SRSF12;SF3A3;HEXIM2;HSPA8;EIF2B3;COA1;MYEF2;NIFK;FUS;KRR1;RFTN1;NPM3;CDK11B;CLK3;SCAF4;TDRD3;EIF1;CHERP;H1F0;MEX3A;PHF5A;AGO4;AGO2;TRMT6;VIM;RBM45;CDK13;RSL24D1;AARS;EIF4G1
phosphatidic acid binding (GO:0070300)	3/16	0.04287015534900723	1.0	0	0	3.75	11.81092265495912	ATP13A2;RAPGEF6;PITPNC1
