Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
platelet-derived growth factor receptor binding (GO:0005161)	4/13	0.003089430511931893	1.0	0	0	6.153846153846154	35.56780618709874	PDGFRB;PDGFD;PDGFB;VEGFA
transmembrane receptor protein kinase activity (GO:0019199)	8/62	0.01172166235636015	1.0	0	0	2.5806451612903225	11.474365588675184	ACVRL1;PDGFRB;EPHA8;INSRR;KIT;TYRO3;FGFR3;TGFBR2
actinin binding (GO:0042805)	4/22	0.022111430851613167	1.0	0	0	3.6363636363636362	13.860583894809807	C10ORF90;MYOT;KCNN2;PDLIM4
phosphatidate phosphatase activity (GO:0008195)	3/13	0.02446267254220388	1.0	0	0	4.615384615384615	17.125877967461363	PLPPR2;LPIN2;LPIN3
transmembrane receptor protein tyrosine kinase activity (GO:0004714)	7/61	0.03192067196399525	1.0	0	0	2.2950819672131146	7.905413175681799	PDGFRB;NRP1;EPHA8;INSRR;KIT;TYRO3;FGFR3
C3HC4-type RING finger domain binding (GO:0055131)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	HSPA1B;HSPA1A
transforming growth factor beta-activated receptor activity (GO:0005024)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	ACVRL1;TGFBR2
mitogen-activated protein kinase kinase binding (GO:0031434)	7/65	0.043014194656866074	1.0	0	0	2.1538461538461537	6.776484851151335	PDGFRB;ACE;EPHA8;INSRR;KIT;TYRO3;FGFR3
beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity (GO:0003831)	2/7	0.04435183521490911	1.0	0	0	5.7142857142857135	17.803435376080927	B4GALT6;B4GALT4
myosin heavy chain binding (GO:0032036)	2/7	0.04435183521490911	1.0	0	0	5.7142857142857135	17.803435376080927	CORO1A;NKD2
protein binding involved in heterotypic cell-cell adhesion (GO:0086080)	2/7	0.04435183521490911	1.0	0	0	5.7142857142857135	17.803435376080927	CXADR;JUP
alpha-actinin binding (GO:0051393)	4/29	0.05462119016329882	1.0	0	0	2.758620689655172	8.020229995291032	C10ORF90;MYOT;KCNN2;PDLIM4
hyaluronic acid binding (GO:0005540)	3/18	0.058047017485584544	1.0	0	0	3.333333333333333	9.488339835095955	BCAN;VCAN;HMMR
calcium-activated potassium channel activity (GO:0015269)	3/18	0.058047017485584544	1.0	0	0	3.333333333333333	9.488339835095955	KCNMB3;KCNN2;MTMR6
histone deacetylase binding (GO:0042826)	8/85	0.0620374999040044	1.0	0	0	1.8823529411764706	5.232971745159451	TOP2A;C10ORF90;SFPQ;AKAP8L;BHLHE41;PHB;HSPA1B;HSPA1A
transforming growth factor beta binding (GO:0050431)	3/19	0.06645795649124922	1.0	0	0	3.157894736842105	8.561639256247336	ACVRL1;TWSG1;TGFBR2
superoxide-generating NADPH oxidase activator activity (GO:0016176)	2/9	0.07117333236542388	1.0	0	0	4.444444444444444	11.745053671792467	NCF4;PDGFB
mitogen-activated protein kinase binding (GO:0051019)	3/20	0.07538936106098607	1.0	0	0	2.9999999999999996	7.755267341732064	ACE;DUSP10;SIRT1
myosin binding (GO:0017022)	5/46	0.07838227433911542	1.0	0	0	2.1739130434782608	5.535124934351927	NPC1L1;HAP1;TRAK1;CORO1A;NKD2
transcriptional repressor activity, RNA polymerase II transcription factor binding (GO:0001191)	5/47	0.08428928588938157	1.0	0	0	2.127659574468085	5.26276705761003	SPEN;CITED2;BHLHE41;FBP1;HSPA1A
galactosyltransferase activity (GO:0008378)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	B4GALT6;B4GALT4
long-chain fatty acid-CoA ligase activity (GO:0004467)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	ACSL1;SLC27A4
dipeptidase activity (GO:0016805)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	ACE;DPEP3
G-rich strand telomeric DNA binding (GO:0098505)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	NABP2;RPA2
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines (GO:0016813)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	PADI6;AGMAT
platelet-derived growth factor binding (GO:0048407)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	PDGFRB;PDGFB
thioesterase binding (GO:0031996)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	TRAF5;ARF6
intermediate filament binding (GO:0019215)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	SIRT1;KRT74
nitric-oxide synthase binding (GO:0050998)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	SCN5A;SNTA1
calcium activated cation channel activity (GO:0005227)	3/23	0.10506660809461679	1.0	0	0	2.6086956521739126	5.877810696891578	KCNMB3;KCNN2;MTMR6
cation transmembrane transporter activity (GO:0008324)	8/97	0.11221289529851242	1.0	0	0	1.6494845360824741	3.608012142083881	SLC25A15;CALHM2;ATP8A1;TRPV4;SLC1A4;CACNA1S;SCN5A;CALHM3
UDP-galactosyltransferase activity (GO:0035250)	3/24	0.11583411237416653	1.0	0	0	2.5	5.388990442839107	B3GNT3;B4GALT6;B4GALT4
calcium:cation antiporter activity (GO:0015368)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	SLC24A1;SLC8B1
single-stranded telomeric DNA binding (GO:0043047)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	NABP2;RPA2
transcription corepressor binding (GO:0001222)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	SUMO2;NR1D1
