Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
C3HC4-type RING finger domain binding (GO:0055131)	3/6	0.0022241766503380937	1.0	0	0	10.0	61.08368476639271	HSPA8;HSPA1B;HSPA1A
transforming growth factor beta-activated receptor activity (GO:0005024)	3/6	0.0022241766503380937	1.0	0	0	10.0	61.08368476639271	ACVRL1;LTBP4;TGFBR2
actin-dependent ATPase activity (GO:0030898)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	MYH9;MYH6;MYH7
DNA binding, bending (GO:0008301)	4/17	0.008766901403579476	1.0	0	0	4.705882352941176	22.2906910717708	TOP2A;FOXI1;HMGB3;HMGB1
transforming growth factor beta binding (GO:0050431)	4/19	0.01318872540853091	1.0	0	0	4.2105263157894735	18.224812421427043	ACVRL1;TWSG1;LTBP4;TGFBR2
tubulin binding (GO:0015631)	21/255	0.017485181661945418	1.0	0	0	1.6470588235294117	6.664661325301103	SUN2;SPEF1;LRRK2;PLK1;DIXDC1;STMN3;MTUS2;CCSAP;AGBL4;SPAST;NME8;KIF26B;KIF5B;MAP1A;KIF13A;TRIM36;KIF1B;MAPRE3;ARHGEF2;S100A9;CDK5R1
ATPase activity, coupled (GO:0042623)	10/94	0.018948808455201808	1.0	0	0	2.127659574468085	8.438328144221478	TOP2A;SMARCAL1;HSPA8;SPAST;IGHMBP2;MYH9;MYH6;HSPA1B;MYH7;HSPA1A
potassium channel regulator activity (GO:0015459)	6/43	0.01929988711082831	1.0	0	0	2.7906976744186043	11.016714508655674	KCNE3;AMIGO1;AKAP9;KCNMB3;KCNAB1;ADRB2
phosphatidate phosphatase activity (GO:0008195)	3/13	0.02446267254220388	1.0	0	0	4.615384615384615	17.125877967461363	PLPPR3;LPIN2;LPIN3
motor activity (GO:0003774)	9/85	0.025953837682015105	1.0	0	0	2.1176470588235294	7.732452267002027	DNAH17;KIF5B;KIF26B;KIF13A;MYH9;KIF1B;KLC1;MYH6;MYH7
transmembrane receptor protein serine/threonine kinase activity (GO:0004675)	3/14	0.030000982735417972	1.0	0	0	4.285714285714286	15.027964885753896	ACVRL1;LTBP4;TGFBR2
ATP binding (GO:0005524)	20/255	0.03157988898223901	1.0	0	0	1.5686274509803921	5.419976134284031	ACVRL1;HSPA8;CDC42BPG;PLK1;IGHMBP2;RHOBTB3;HNRNPU;PYGL;CDC42BPB;RUNX3;GCK;STK11;TLK2;MYH9;TSSK4;TOP1;MTPAP;HSPA1B;HSPA1A;EIF4G1
G-protein coupled neurotransmitter receptor activity (GO:0099528)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	CHRM1;CHRM4
G-protein coupled acetylcholine receptor activity (GO:0016907)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	CHRM1;CHRM4
LBD domain binding (GO:0050693)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	CITED2;PPARG
microtubule binding (GO:0008017)	16/195	0.03582702402507659	1.0	0	0	1.641025641025641	5.463061020396503	SUN2;SPEF1;LRRK2;PLK1;MTUS2;CCSAP;SPAST;NME8;KIF26B;KIF5B;MAP1A;KIF13A;KIF1B;MAPRE3;ARHGEF2;S100A9
DEAD/H-box RNA helicase binding (GO:0017151)	2/7	0.04435183521490911	1.0	0	0	5.7142857142857135	17.803435376080927	SMAD3;AKAP8L
1-acylglycerol-3-phosphate O-acyltransferase activity (GO:0003841)	3/18	0.058047017485584544	1.0	0	0	3.333333333333333	9.488339835095955	LPCAT4;GPAT3;AGPAT2
microfilament motor activity (GO:0000146)	3/18	0.058047017485584544	1.0	0	0	3.333333333333333	9.488339835095955	MYH9;MYH6;MYH7
fatty acid ligase activity (GO:0015645)	3/18	0.058047017485584544	1.0	0	0	3.333333333333333	9.488339835095955	ACSM3;ACSL1;SLC27A4
hyaluronic acid binding (GO:0005540)	3/18	0.058047017485584544	1.0	0	0	3.333333333333333	9.488339835095955	BCAN;VCAN;HMMR
protein kinase A regulatory subunit binding (GO:0034237)	3/18	0.058047017485584544	1.0	0	0	3.333333333333333	9.488339835095955	AKAP8L;AKAP9;AKAP1
calcium-activated potassium channel activity (GO:0015269)	3/18	0.058047017485584544	1.0	0	0	3.333333333333333	9.488339835095955	KCNMB3;KCNN2;MTMR6
adenyl ribonucleotide binding (GO:0032559)	20/279	0.06793269586889979	1.0	0	0	1.4336917562724012	3.8555381083617144	ACVRL1;HSPA8;CDC42BPG;PLK1;IGHMBP2;RHOBTB3;HNRNPU;PYGL;CDC42BPB;RUNX3;GCK;STK11;TLK2;MYH9;TSSK4;TOP1;MTPAP;HSPA1B;HSPA1A;EIF4G1
single-stranded DNA binding (GO:0003697)	8/87	0.0691914842374525	1.0	0	0	1.839080459770115	4.911958591417849	ERCC4;RPA3;IGHMBP2;NABP2;HNRNPU;MEIOB;HMGB1;TOP1
G-protein coupled receptor binding (GO:0001664)	11/133	0.06971803579863578	1.0	0	0	1.6541353383458646	4.405452412904144	FZD1;WNT6;HSPA8;PYY;SFTPB;CALCA;ACE;GNAS;PDYN;HSPA1B;HSPA1A
hydrogen-exporting ATPase activity, phosphorylative mechanism (GO:0008553)	2/9	0.07117333236542388	1.0	0	0	4.444444444444444	11.745053671792467	ATP2A3;ATP6V0D1
RAGE receptor binding (GO:0050786)	2/9	0.07117333236542388	1.0	0	0	4.444444444444444	11.745053671792467	HMGB1;S100A9
Toll-like receptor binding (GO:0035325)	2/9	0.07117333236542388	1.0	0	0	4.444444444444444	11.745053671792467	UNC93B1;S100A9
core promoter sequence-specific DNA binding (GO:0001046)	7/73	0.07195616104041558	1.0	0	0	1.917808219178082	5.0470924764132885	UBTF;PPARG;FOS;TOP1;NR1D1;POLRMT;CIART
lysophosphatidic acid acyltransferase activity (GO:0042171)	3/20	0.07538936106098607	1.0	0	0	2.9999999999999996	7.755267341732064	LPCAT4;GPAT3;AGPAT2
transmembrane receptor protein tyrosine kinase activity (GO:0004714)	6/61	0.08348906656118887	1.0	0	0	1.9672131147540983	4.884668055906092	PDGFRB;NRP1;INSRR;KIT;TYRO3;CRIM1
small protein activating enzyme activity (GO:0008641)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	UBA7;UBA1
long-chain fatty acid-CoA ligase activity (GO:0004467)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	ACSL1;SLC27A4
dipeptidase activity (GO:0016805)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	ACE;DPEP3
G-rich strand telomeric DNA binding (GO:0098505)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	NABP2;TERF2
transmembrane receptor protein kinase activity (GO:0019199)	6/62	0.08873881335310585	1.0	0	0	1.9354838709677418	4.687854010251747	ACVRL1;PDGFRB;INSRR;KIT;TYRO3;TGFBR2
actinin binding (GO:0042805)	3/22	0.09471898702745883	1.0	0	0	2.727272727272727	6.427747642616689	PPARG;KCNN2;PDLIM4
bHLH transcription factor binding (GO:0043425)	3/22	0.09471898702745883	1.0	0	0	2.727272727272727	6.427747642616689	SMAD3;BHLHE41;SIRT1
thioesterase binding (GO:0031996)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	TRAF5;ARF6
nitric-oxide synthase binding (GO:0050998)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	SCN5A;SNTA1
CoA-ligase activity (GO:0016405)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	ACSS3;ACSM3
snRNA binding (GO:0017069)	4/36	0.10349974906541197	1.0	0	0	2.222222222222222	5.040413535040945	LSM10;HEXIM2;HNRNPU;SNRNP35
calcium activated cation channel activity (GO:0005227)	3/23	0.10506660809461679	1.0	0	0	2.6086956521739126	5.877810696891578	KCNMB3;KCNN2;MTMR6
calcium:cation antiporter activity (GO:0015368)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	SLC24A1;SLC8B1
single-stranded telomeric DNA binding (GO:0043047)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	NABP2;TERF2
transcription corepressor binding (GO:0001222)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	SUMO2;NR1D1
RNA polymerase II basal transcription factor binding (GO:0001091)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	HNRNPU;GTF2E2
poly(A)-specific ribonuclease activity (GO:0004535)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	CNOT6;CNOT6L
sodium ion binding (GO:0031402)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	SLC24A1;CAPN3
tRNA (guanine) methyltransferase activity (GO:0016423)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	THUMPD2;TARBP1
ribosome binding (GO:0043022)	4/38	0.12019452718952628	1.0	0	0	2.1052631578947367	4.4603027132352775	OXA1L;IGHMBP2;RPSA;EIF2A
ubiquitin protein ligase binding (GO:0031625)	19/284	0.12142922577761955	1.0	0	0	1.3380281690140843	2.821130289183385	RNF31;HSPA8;CD40;SMAD3;CUL2;GPR75-ASB3;AXIN2;YWHAZ;NKD2;ASB16;KBTBD4;CHEK2;SUMO2;TRAF5;UBE2V2;RIPK1;SCN5A;HSPA1B;HSPA1A
double-stranded DNA binding (GO:0003690)	8/99	0.12224070691787418	1.0	0	0	1.6161616161616161	3.3967889625023044	SLTM;HNRNPU;HMGB3;PPARG;HMGB1;TOP1;ZMYND11;TERF2
triglyceride lipase activity (GO:0004806)	3/25	0.1269942219814603	1.0	0	0	2.4	4.9526728554420085	PNPLA5;CEL;PNPLA1
insulin-like growth factor I binding (GO:0031994)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	IGFBP3;INSRR
tRNA-specific ribonuclease activity (GO:0004549)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	TSEN2;RPP14
oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor (GO:0016653)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	NANOS1;NQO1
nucleoside-diphosphatase activity (GO:0017110)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	CANT1;NUDT5
tRNA methyltransferase activity (GO:0008175)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	THUMPD2;TARBP1
purine ribonucleoside triphosphate binding (GO:0035639)	25/396	0.1377937417053373	1.0	0	0	1.2626262626262625	2.5025218904232363	ACVRL1;LRRK2;RHOBTB3;IGHMBP2;HNRNPU;PYGL;STK11;TLK2;MTPAP;HSPA8;CDC42BPG;PLK1;RAB39A;CDC42BPB;TUBG2;RUNX3;GCK;LSG1;MYH9;TSSK4;TOP1;HSPA1B;ARF6;HSPA1A;EIF4G1
alpha-tubulin binding (GO:0043014)	3/26	0.1385193121264188	1.0	0	0	2.3076923076923075	4.561720443090936	SPAST;TRIM36;CDK5R1
ATPase activity (GO:0016887)	14/203	0.13998325257717914	1.0	0	0	1.379310344827586	2.712044811002935	HSPA8;DNAH17;RHOBTB3;RNF213;SPAST;KIF26B;KIF5B;KIF13A;MYH9;KIF1B;HSPA1B;MYH6;HSPA1A;MYH7
heme binding (GO:0020037)	6/72	0.15049803689681743	1.0	0	0	1.6666666666666665	3.1563420645887432	NANOS1;CYP26B1;CYP11B2;PXDN;NR1D1;BACH1
insulin-like growth factor binding (GO:0005520)	2/14	0.15294200533335325	1.0	0	0	2.8571428571428568	5.364847084446157	IGFBP3;INSRR
titin binding (GO:0031432)	2/14	0.15294200533335325	1.0	0	0	2.8571428571428568	5.364847084446157	CAPN3;ANKRD2
transaminase activity (GO:0008483)	2/14	0.15294200533335325	1.0	0	0	2.8571428571428568	5.364847084446157	OAT;BCAT2
inorganic anion exchanger activity (GO:0005452)	3/28	0.16255339603696525	1.0	0	0	2.142857142857143	3.893033014692501	SLC22A23;SLC22A14;SLC22A17
acylglycerol O-acyltransferase activity (GO:0016411)	3/28	0.16255339603696525	1.0	0	0	2.142857142857143	3.893033014692501	LPCAT4;GPAT3;AGPAT2
ubiquitin-like protein ligase binding (GO:0044389)	19/297	0.16287261339319764	1.0	0	0	1.2794612794612794	2.3219495647258177	RNF31;HSPA8;CD40;SMAD3;CUL2;GPR75-ASB3;AXIN2;YWHAZ;NKD2;ASB16;KBTBD4;CHEK2;SUMO2;TRAF5;UBE2V2;RIPK1;SCN5A;HSPA1B;HSPA1A
protein homodimerization activity (GO:0042803)	39/664	0.1678776538770793	1.0	0	0	1.1746987951807228	2.0962732773778043	TOP2A;CAMK2B;CANT1;CSF1;TENM4;LDB1;LRRK2;RPE;BHLHE41;PYGL;ADRB2;NUDT5;BLOC1S6;S100A16;CHEK2;AGR2;KCNN2;MTPAP;PDLIM4;GSTM3;CADM4;SMAD3;DMRT2;ZBTB38;ZBTB16;MTUS2;ADAM10;DUPD1;TERF2;SLC8B1;TPST2;OXA1L;PEX7;SFPQ;KIT;MYH9;MVD;CDH15;ABCG4
interleukin-1 receptor binding (GO:0005149)	2/15	0.17091154886530205	1.0	0	0	2.6666666666666665	4.710957638403321	IL3;IL36G
alpha-actinin binding (GO:0051393)	3/29	0.17500711584969555	1.0	0	0	2.068965517241379	3.6060592632145636	KCNN2;PPARG;PDLIM4
thiol-dependent ubiquitin-specific protease activity (GO:0004843)	6/76	0.17945756311992533	1.0	0	0	1.5789473684210524	2.712341867627267	USP49;USP31;USP34;OTUD7A;JOSD2;OTUD1
microtubule motor activity (GO:0003777)	5/60	0.18006686918004597	1.0	0	0	1.6666666666666665	2.8573783360576237	DNAH17;KIF5B;KIF26B;KIF13A;KIF1B
exopeptidase activity (GO:0008238)	4/45	0.18643368284604128	1.0	0	0	1.7777777777777777	2.98609722860718	ACE;TPP1;LAP3;DPEP3
pre-mRNA binding (GO:0036002)	3/30	0.1877155615267818	1.0	0	0	2.0	3.345654864900365	SLBP;U2AF2;HNRNPU
peptidase activator activity (GO:0016504)	2/16	0.18920318276808346	1.0	0	0	2.5	4.1623345006609895	ADRM1;EBAG9
alkali metal ion binding (GO:0031420)	2/16	0.18920318276808346	1.0	0	0	2.5	4.1623345006609895	SLC24A1;CAPN3
acid-thiol ligase activity (GO:0016878)	2/16	0.18920318276808346	1.0	0	0	2.5	4.1623345006609895	ACSS3;ACSM3
potassium ion antiporter activity (GO:0022821)	2/16	0.18920318276808346	1.0	0	0	2.5	4.1623345006609895	SLC24A1;SLC9A8
DNA polymerase binding (GO:0070182)	2/16	0.18920318276808346	1.0	0	0	2.5	4.1623345006609895	NABP2;HMGB1
four-way junction DNA binding (GO:0000400)	2/16	0.18920318276808346	1.0	0	0	2.5	4.1623345006609895	HMGB3;HMGB1
PDZ domain binding (GO:0030165)	5/62	0.19745752815386772	1.0	0	0	1.6129032258064515	2.616502846917968	FZD1;CXADR;CRIM1;GNG12;LLGL2
anion transmembrane transporter activity (GO:0008509)	5/62	0.19745752815386772	1.0	0	0	1.6129032258064515	2.616502846917968	SLC22A23;SLC22A14;SLC22A17;ABCC5;SLC4A11
O-acyltransferase activity (GO:0008374)	3/31	0.20065196718317338	1.0	0	0	1.9354838709677418	3.1087420224475646	LPCAT4;GPAT3;AGPAT2
3'-5'-exoribonuclease activity (GO:0000175)	3/31	0.20065196718317338	1.0	0	0	1.9354838709677418	3.1087420224475646	CNOT6;CNOT6L;PDE12
RNA polymerase II activating transcription factor binding (GO:0001102)	4/47	0.20718336704116536	1.0	0	0	1.7021276595744679	2.679406036964871	SMAD3;LDB1;BHLHE41;FOS
transcriptional repressor activity, RNA polymerase II transcription factor binding (GO:0001191)	4/47	0.20718336704116536	1.0	0	0	1.7021276595744679	2.679406036964871	SPEN;CITED2;BHLHE41;HSPA1A
antiporter activity (GO:0015297)	2/17	0.20773987788556972	1.0	0	0	2.352941176470588	3.6975731035436015	SLC25A15;SLC7A5P2
chemokine binding (GO:0019956)	2/17	0.20773987788556972	1.0	0	0	2.352941176470588	3.6975731035436015	PDPN;HMGB1
aspartic-type peptidase activity (GO:0070001)	2/17	0.20773987788556972	1.0	0	0	2.352941176470588	3.6975731035436015	PGC;CTSD
core promoter binding (GO:0001047)	7/97	0.21155364258994297	1.0	0	0	1.4432989690721647	2.241842635816865	ELK4;SFPQ;HNRNPU;PPARG;NR1D1;TOP1;CIART
transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001078)	7/97	0.21155364258994297	1.0	0	0	1.4432989690721647	2.241842635816865	MYEF2;NFX1;TSHZ1;BHLHE41;ZNF536;NR1D1;BACH1
monocarboxylic acid transmembrane transporter activity (GO:0008028)	3/32	0.21379011498548872	1.0	0	0	1.875	2.8926759681127634	SLC16A8;SLC16A9;SLC16A5
inorganic anion transmembrane transporter activity (GO:0015103)	4/48	0.21779787247025076	1.0	0	0	1.6666666666666665	2.540313061339135	SLC22A23;SLC22A14;SLC22A17;SLC4A11
nucleoside-triphosphatase activity (GO:0017111)	25/424	0.22420379830093912	1.0	0	0	1.1792452830188678	1.7632073430582178	SMARCAL1;LRRK2;RHOBTB3;KLC1;GSPT1;GNG3;RNF213;SPAST;KIF5B;KIF13A;KIF1B;HSPA8;RAB39A;GPN3;LSG1;DDX19B;RAB12;KIF26B;GNAS;MYH9;HSPA1B;MYH6;ARF6;HSPA1A;MYH7
