Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
C3HC4-type RING finger domain binding (GO:0055131)	3/6	0.0022241766503380937	1.0	0	0	10.0	61.08368476639271	HSPA8;HSPA1B;HSPA1A
Toll-like receptor binding (GO:0035325)	3/9	0.008342411451160579	1.0	0	0	6.666666666666666	31.90935307720135	UNC93B1;TOLLIP;S100A9
actinin binding (GO:0042805)	4/22	0.022111430851613167	1.0	0	0	3.6363636363636362	13.860583894809807	C10ORF90;MYOT;CACNA1D;KCNN2
MAP kinase activity (GO:0004707)	3/14	0.030000982735417972	1.0	0	0	4.285714285714286	15.027964885753896	MAPK11;MAPK1;MAPK6
inorganic anion transmembrane transporter activity (GO:0015103)	6/48	0.0315323243147388	1.0	0	0	2.5	8.641855226449724	SLC22A12;SLC22A23;SLC22A14;ANKH;SLC22A17;SLC4A11
G-protein coupled neurotransmitter receptor activity (GO:0099528)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	CHRM1;CHRM4
G-protein coupled acetylcholine receptor activity (GO:0016907)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	CHRM1;CHRM4
xylosyltransferase activity (GO:0042285)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	GXYLT1;GXYLT2
annealing helicase activity (GO:0036310)	2/7	0.04435183521490911	1.0	0	0	5.7142857142857135	17.803435376080927	ZRANB3;SMARCAL1
inorganic anion exchanger activity (GO:0005452)	4/28	0.04895013769244342	1.0	0	0	2.8571428571428568	8.619865991683946	SLC22A12;SLC22A23;SLC22A14;SLC22A17
cation transmembrane transporter activity (GO:0008324)	9/97	0.05352964797421329	1.0	0	0	1.8556701030927836	5.432510618038967	SLC25A15;SLC22A14;CALHM2;ATP8A1;TRPV4;CACNA1D;CACNA1S;SCN5A;CALHM3
alpha-actinin binding (GO:0051393)	4/29	0.05462119016329882	1.0	0	0	2.758620689655172	8.020229995291032	C10ORF90;MYOT;CACNA1D;KCNN2
phosphoric ester hydrolase activity (GO:0042578)	6/56	0.059923284693461636	1.0	0	0	2.142857142857143	6.031478835629902	TIGAR;PLPPR2;PTPRJ;UBASH3A;DUSP16;LHPP
ribonuclease P activity (GO:0004526)	2/9	0.07117333236542388	1.0	0	0	4.444444444444444	11.745053671792467	POP4;RPP14
UDP-xylosyltransferase activity (GO:0035252)	2/9	0.07117333236542388	1.0	0	0	4.444444444444444	11.745053671792467	GXYLT1;GXYLT2
RAGE receptor binding (GO:0050786)	2/9	0.07117333236542388	1.0	0	0	4.444444444444444	11.745053671792467	HMGB1;S100A9
superoxide-generating NADPH oxidase activator activity (GO:0016176)	2/9	0.07117333236542388	1.0	0	0	4.444444444444444	11.745053671792467	SH3PXD2A;NCF4
actin-dependent ATPase activity (GO:0030898)	2/9	0.07117333236542388	1.0	0	0	4.444444444444444	11.745053671792467	MYH9;MYH6
mitogen-activated protein kinase binding (GO:0051019)	3/20	0.07538936106098607	1.0	0	0	2.9999999999999996	7.755267341732064	ACE;PTPRJ;SIRT1
sodium-independent organic anion transmembrane transporter activity (GO:0015347)	4/33	0.08064706826013496	1.0	0	0	2.4242424242424243	6.103449276278521	SLC22A12;SLC22A23;SLC22A14;SLC22A17
transmembrane receptor protein tyrosine kinase activity (GO:0004714)	6/61	0.08348906656118887	1.0	0	0	1.9672131147540983	4.884668055906092	NRP1;EPHA8;INSRR;KIT;TYRO3;CRIM1
transcriptional repressor activity, RNA polymerase II transcription factor binding (GO:0001191)	5/47	0.08428928588938157	1.0	0	0	2.127659574468085	5.26276705761003	SPEN;CITED2;BHLHE41;FBP1;HSPA1A
small protein activating enzyme activity (GO:0008641)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	UBA7;UBA6
G-rich strand telomeric DNA binding (GO:0098505)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	RPA1;TERF2
tubulin binding (GO:0015631)	18/255	0.08942871622841565	1.0	0	0	1.4117647058823528	3.4084425003826944	SPEF1;LRRK2;PLK1;DIXDC1;STMN3;MTUS2;CCSAP;AGBL4;SPAST;NME8;CENPJ;KIF5B;TRPV4;MAP1A;TUBGCP5;KIF1B;S100A9;NDEL1
intermediate filament binding (GO:0019215)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	NES;SIRT1
acetylcholine receptor activity (GO:0015464)	3/23	0.10506660809461679	1.0	0	0	2.6086956521739126	5.877810696891578	CHRM1;CHRM4;CHRNA6
mitogen-activated protein kinase kinase binding (GO:0031434)	6/65	0.10553500656937817	1.0	0	0	1.8461538461538463	4.1514693512884095	ACE;EPHA8;INSRR;KIT;TYRO3;BRAF
microtubule binding (GO:0008017)	14/195	0.1112870078401501	1.0	0	0	1.4358974358974357	3.15271780709155	SPEF1;LRRK2;PLK1;MTUS2;CCSAP;SPAST;NME8;KIF5B;TRPV4;MAP1A;TUBGCP5;KIF1B;S100A9;NDEL1
secondary active transmembrane transporter activity (GO:0015291)	6/66	0.1114753492102168	1.0	0	0	1.8181818181818181	3.9890032651653162	SLC22A12;SLC22A23;SLC22A14;ANKH;SLC22A17;SLC7A5P2
frizzled binding (GO:0005109)	4/37	0.11170784333278796	1.0	0	0	2.1621621621621623	4.739174827095357	FZD1;WNT6;BBS1;PTCH2
single-stranded telomeric DNA binding (GO:0043047)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	RPA1;TERF2
RNA polymerase II basal transcription factor binding (GO:0001091)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	HNRNPU;GTF2E2
