Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Glycosaminoglycan biosynthesis	5/53	0.010838663817529981	1.0	0	0	3.7214841278701947	16.838359400966752	B4GALT1;CHST12;B3GAT3;CHSY3;ST3GAL1
Galactose metabolism	3/31	0.04307057185147962	1.0	0	0	3.817522427944264	12.00578470222096	HK3;B4GALT1;PFKP
Fructose and mannose metabolism	3/33	0.05039417767263767	1.0	0	0	3.5861574323112784	10.715006752542001	HK3;FUK;PFKP
Retinol metabolism	4/67	0.09011263036940856	1.0	0	0	2.3550884630103917	5.6679794930953005	CYP26A1;CYP3A7-CYP3A51P;CYP2C8;DGAT1
Neomycin, kanamycin and gentamicin biosynthesis	1/5	0.12049572825682751	1.0	0	0	7.889546351084813	16.69539232213497	HK3
cGMP-PKG signaling pathway	7/166	0.12994063681948156	1.0	0	0	1.6634585679998097	3.3945825927803424	NPPB;KCNU1;ROCK1;SRF;ADRA2A;CREB5;CNGB1
Estrogen signaling pathway	6/137	0.13555551456252146	1.0	0	0	1.727637887098864	3.452466671271504	KCNJ6;KRT18;PGR;SOS2;CREB5;KCNJ3
Peroxisome	4/83	0.1595551053783834	1.0	0	0	1.901095506285497	3.48920591841228	PEX19;PMVK;FAR1;NUDT12
Thyroid hormone signaling pathway	5/116	0.17207189837665854	1.0	0	0	1.7003332653200027	2.9923193832794976	RXRA;MED16;PFKP;SLC9A1;MED13L
Pentose phosphate pathway	2/30	0.17588689720382292	1.0	0	0	2.6298487836949374	4.570451334760227	TKT;PFKP
Mucin type O-glycan biosynthesis	2/31	0.18504664698946788	1.0	0	0	2.5450149519628424	4.2938152059508266	GALNT16;ST3GAL1
RNA polymerase	2/31	0.18504664698946788	1.0	0	0	2.5450149519628424	4.2938152059508266	POLR3B;POLR3D
Viral myocarditis	3/59	0.1882123359047052	1.0	0	0	2.005816868919868	3.3500842587407202	SGCD;LAMA2;PRF1
mRNA surveillance pathway	4/91	0.19987173083018406	1.0	0	0	1.7339662310076511	2.7918234198728227	PAPOLA;PAPOLB;PPP2R3A;PABPN1L
Central carbon metabolism in cancer	3/65	0.22768181717965125	1.0	0	0	1.8206645425580337	2.6942306115329044	HK3;SLC7A5;PFKP
JAK-STAT signaling pathway	6/162	0.2292956928497232	1.0	0	0	1.461027102052743	2.151717252105267	STAT5B;PIM1;PTPN11;IL6ST;SOS2;PIAS1
MicroRNAs in cancer	10/299	0.22935981301206715	1.0	0	0	1.31932213228843	1.9426533846113154	MIR23B;ROCK1;MIR133A2;CCNG1;PIM1;FSCN1;MIR192;SOS2;SOX4;EZH2
Starch and sucrose metabolism	2/36	0.23165693421043976	1.0	0	0	2.1915406530791146	3.2051232381554744	HK3;PGM2L1
Acute myeloid leukemia	3/66	0.23441096899484726	1.0	0	0	1.7930787161556392	2.601182403301198	STAT5B;PIM1;SOS2
Non-small cell lung cancer	3/66	0.23441096899484726	1.0	0	0	1.7930787161556392	2.601182403301198	STAT5B;RXRA;SOS2
Natural killer cell mediated cytotoxicity	5/131	0.23917064993909096	1.0	0	0	1.505638616619239	2.1539334287269334	PRF1;PTPN11;ULBP1;SOS2;CD244
Aldosterone-regulated sodium reabsorption	2/37	0.24108258040363306	1.0	0	0	2.132309824617517	3.033457533788781	SFN;SGK1
Renal cell carcinoma	3/69	0.2547954824401667	1.0	0	0	1.7151187719749592	2.345071752453418	ELOB;PTPN11;SOS2
Ubiquitin mediated proteolysis	5/137	0.2678024412682174	1.0	0	0	1.4396982392490532	1.8968106793271633	HERC1;CUL3;UBE3A;ELOB;PIAS1
Ferroptosis	2/40	0.2694328583204998	1.0	0	0	1.9723865877712032	2.5866588834692923	GPX4;SLC39A8
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	3/72	0.2754142549743004	1.0	0	0	1.6436554898093358	2.1194591272939727	SGCD;LAMA2;LMNA
Bile secretion	3/72	0.2754142549743004	1.0	0	0	1.6436554898093358	2.1194591272939727	RXRA;SLCO1B7;SLC9A1
p53 signaling pathway	3/72	0.2754142549743004	1.0	0	0	1.6436554898093358	2.1194591272939727	TP53I3;CCNG1;SFN
Non-homologous end-joining	1/13	0.2838744697435345	1.0	0	0	3.0344409042633895	3.8210382232757967	XRCC6
Thyroid hormone synthesis	3/74	0.28925291840709444	1.0	0	0	1.5992323684631378	1.9837739059536297	LRP2;ASGR1;CREB5
Chronic myeloid leukemia	3/76	0.30314100253290793	1.0	0	0	1.5571473061351602	1.8585444204651058	STAT5B;PTPN11;SOS2
Glycosphingolipid biosynthesis	2/45	0.3165531867312759	1.0	0	0	1.7532325224632916	2.0166802629354885	B4GALT1;ST3GAL1
Breast cancer	5/147	0.31697917256411795	1.0	0	0	1.3417595835178253	1.5415733593014622	DLL4;FLT4;PGR;SOS2;LRP6
Serotonergic synapse	4/113	0.321944811794481	1.0	0	0	1.3963798851477545	1.582622247919725	CYP2C8;KCNJ6;HTR2A;KCNJ3
Hedgehog signaling pathway	2/47	0.3352294259110529	1.0	0	0	1.6786268832095346	1.8346386807610218	CUL3;LRP2
Amino sugar and nucleotide sugar metabolism	2/48	0.3445120719352656	1.0	0	0	1.6436554898093358	1.7515222669958903	HK3;FUK
Notch signaling pathway	2/48	0.3445120719352656	1.0	0	0	1.6436554898093358	1.7515222669958903	DLL4;NUMB
Chemical carcinogenesis	3/82	0.3449038933565142	1.0	0	0	1.443209698369173	1.5362815279834316	CYP3A7-CYP3A51P;CYP2C8;GSTA3
Nitrogen metabolism	1/17	0.3538234476708355	1.0	0	0	2.320454809142592	2.4108532907561098	CA6
Selenocompound metabolism	1/17	0.3538234476708355	1.0	0	0	2.320454809142592	2.4108532907561098	TXNRD2
Hypertrophic cardiomyopathy (HCM)	3/85	0.365727768199662	1.0	0	0	1.392272885485555	1.4004399931394806	SGCD;LAMA2;LMNA
Pantothenate and CoA biosynthesis	1/19	0.3861972598664993	1.0	0	0	2.0761964081802136	1.9753078046883017	PPCDC
Fanconi anemia pathway	2/54	0.39919072791795845	1.0	0	0	1.461027102052743	1.3416845079596638	ERCC1;POLH
TGF-beta signaling pathway	3/90	0.4001575152615563	1.0	0	0	1.3149243918474687	1.2043353336416442	ROCK1;SMAD6;LTBP1
Viral carcinogenesis	6/201	0.4010319297583135	1.0	0	0	1.1775442315051958	1.0759389202072993	C3;STAT5B;SRF;UBE3A;IL6ST;CREB5
Dilated cardiomyopathy (DCM)	3/91	0.40698543773170137	1.0	0	0	1.3004746732557384	1.169097956575374	SGCD;LAMA2;LMNA
Pathogenic Escherichia coli infection	2/55	0.4081036285922036	1.0	0	0	1.4344629729245113	1.285614696332559	KRT18;ROCK1
Glutathione metabolism	2/56	0.4169517324968145	1.0	0	0	1.4088475626937165	1.2324384520864102	GPX4;GSTA3
Hepatocellular carcinoma	5/168	0.42241708183617577	1.0	0	0	1.174039635578097	1.0117428705911178	TERC;TXNRD2;GSTA3;SOS2;LRP6
Dopaminergic synapse	4/131	0.4253816405513251	1.0	0	0	1.2045108932953912	1.0295780119315583	KCNJ6;PPP2R3A;CREB5;KCNJ3
Other types of O-glycan biosynthesis	1/22	0.43174793084210167	1.0	0	0	1.7930787161556392	1.5060307592928501	B4GALT1
Terpenoid backbone biosynthesis	1/22	0.43174793084210167	1.0	0	0	1.7930787161556392	1.5060307592928501	PMVK
Lysine degradation	2/59	0.44308364085356716	1.0	0	0	1.3372112459465784	1.0884855697790228	SETD1B;EZH2
Mannose type O-glycan biosynthesis	1/23	0.4461689553248832	1.0	0	0	1.7151187719749592	1.3841995971172683	B4GALT1
Circadian entrainment	3/97	0.44741009874862947	1.0	0	0	1.220032940889404	0.9812476765702063	CACNA1I;KCNJ6;KCNJ3
cAMP signaling pathway	6/212	0.4505571369919576	1.0	0	0	1.1164452383610584	0.8901087192198096	ROCK1;SSTR1;HCN2;SLC9A1;CREB5;CNGB1
Steroid hormone biosynthesis	2/60	0.4516497331109057	1.0	0	0	1.3149243918474687	1.0451654520797211	CYP3A7-CYP3A51P;AKR1C3
Glycerolipid metabolism	2/61	0.4601403916143855	1.0	0	0	1.2933682542761988	1.0039430101866706	DGAT1;GPAM
Vitamin digestion and absorption	1/24	0.46022470759311884	1.0	0	0	1.6436554898093358	1.2755430867949933	SLC19A1
Pathways in cancer	14/530	0.4759334605388806	1.0	0	0	1.0420155558036546	0.7736728165146974	STAT5B;ROCK1;LAMA2;TERC;TXNRD2;FLT4;LRP6;DLL4;RXRA;GSTA3;PIM1;ELOB;IL6ST;SOS2
Arachidonic acid metabolism	2/63	0.47688880313590065	1.0	0	0	1.2523089446166369	0.9272996241637098	CYP2C8;AKR1C3
Cytosolic DNA-sensing pathway	2/63	0.47688880313590065	1.0	0	0	1.2523089446166369	0.9272996241637098	POLR3B;POLR3D
Folate biosynthesis	1/26	0.48727709930949475	1.0	0	0	1.5172204521316948	1.0907636554276996	AKR1C3
Maturity onset diabetes of the young	1/26	0.48727709930949475	1.0	0	0	1.5172204521316948	1.0907636554276996	ONECUT1
Neuroactive ligand-receptor interaction	9/338	0.48790503884622133	1.0	0	0	1.0503833899373272	0.7537913426625197	C3;NPW;GRIK4;OPRK1;HTR2A;SSTR1;TAC1;ADRA2A;TRHR
Cortisol synthesis and secretion	2/65	0.4933169674628436	1.0	0	0	1.2137763617053559	0.8576584742881638	CACNA1I;CREB5
Shigellosis	2/65	0.4933169674628436	1.0	0	0	1.2137763617053559	0.8576584742881638	ROCK1;DOCK1
Adrenergic signaling in cardiomyocytes	4/145	0.5030945760589071	1.0	0	0	1.0882132898048016	0.7475776128221119	PPP2R3A;SCN1B;SLC9A1;CREB5
Parathyroid hormone synthesis, secretion and action	3/106	0.5058156428358638	1.0	0	0	1.1164452383610584	0.7609501153344175	RXRA;CREB5;LRP6
Th17 cell differentiation	3/107	0.512109405755634	1.0	0	0	1.1060111707128242	0.7401614706112282	STAT5B;RXRA;IL6ST
Phototransduction	1/28	0.5129762187623461	1.0	0	0	1.4088475626937165	0.9404420851990761	CNGB1
Epithelial cell signaling in Helicobacter pylori infection	2/68	0.51733748197577	1.0	0	0	1.160227404571296	0.7646592965032792	PTPN11;F11R
Glycolysis / Gluconeogenesis	2/68	0.51733748197577	1.0	0	0	1.160227404571296	0.7646592965032792	HK3;PFKP
Drug metabolism	3/108	0.5183605566597905	1.0	0	0	1.0957703265395573	0.7200133941803968	CYP2C8;GSTA3;GMPS
Gastric cancer	4/149	0.5244657976574114	1.0	0	0	1.0589995102127265	0.6834518752979799	RXRA;TERC;SOS2;LRP6
Adipocytokine signaling pathway	2/69	0.5251745523975808	1.0	0	0	1.1434125146499727	0.7363857769690367	RXRA;PTPN11
Linoleic acid metabolism	1/29	0.5253395502905696	1.0	0	0	1.360266612256002	0.8756178507692136	CYP2C8
Prolactin signaling pathway	2/70	0.5329253824636737	1.0	0	0	1.127078050154973	0.7093534629408654	STAT5B;SOS2
Glyoxylate and dicarboxylate metabolism	1/30	0.5373896350160796	1.0	0	0	1.3149243918474687	0.8166099543275396	PCCB
Nicotinate and nicotinamide metabolism	1/30	0.5373896350160796	1.0	0	0	1.3149243918474687	0.8166099543275396	NUDT12
mTOR signaling pathway	4/152	0.5402007845595074	1.0	0	0	1.0380982040901068	0.639275807406423	SLC7A5;SGK1;SOS2;LRP6
Cholinergic synapse	3/112	0.5429233632095289	1.0	0	0	1.0566356720202874	0.645379443050362	KCNJ6;CREB5;KCNJ3
Leukocyte transendothelial migration	3/112	0.5429233632095289	1.0	0	0	1.0566356720202874	0.645379443050362	ROCK1;PTPN11;F11R
Ribosome	4/153	0.5453868444845299	1.0	0	0	1.0313132485078187	0.6252438975582892	RPS29;RPL36;MRPS21;MRPL24
Propanoate metabolism	1/32	0.5605815497401843	1.0	0	0	1.2327416173570018	0.7134868742888512	PCCB
Focal adhesion	5/199	0.5705377042250545	1.0	0	0	0.9911490390810066	0.556209075034033	ROCK1;LAMA2;FLT4;SOS2;DOCK1
