Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Ether lipid metabolism	7/47	0.008364841000202511	1.0	0	0	2.978723404255319	14.249372624379504	PLA2G16;PLA2G2D;PLA2G2E;PLA2G2A;CHPT1;PLPP2;PLD2
Synthesis and degradation of ketone bodies	3/10	0.011479073193892965	1.0	0	0	5.999999999999999	26.803377741534163	HMGCL;HMGCS1;OXCT2
Fructose and mannose metabolism	5/33	0.02292040460454417	1.0	0	0	3.0303030303030303	11.441599195115412	GMPPB;ENOSF1;MPI;SORD;PFKP
Non-homologous end-joining	3/13	0.02446267254220388	1.0	0	0	4.615384615384615	17.125877967461363	FEN1;DNTT;NHEJ1
p53 signaling pathway	8/72	0.026917281476999108	1.0	0	0	2.222222222222222	8.033303921239105	CASP9;PIDD1;CCND2;CCND1;CCNG2;BAX;SFN;TP73
alpha-Linolenic acid metabolism	4/25	0.03399335307152362	1.0	0	0	3.1999999999999997	10.821088868398542	PLA2G16;PLA2G2D;PLA2G2E;PLA2G2A
Axon guidance	15/181	0.038246119201756835	1.0	0	0	1.6574585635359114	5.4094693634825655	SEMA4A;UNC5B;WNT5A;SEMA4C;SEMA4F;RHOD;MYL12B;ENAH;EFNA3;PPP3CB;RRAS;SRGAP3;EPHB4;EPHA2;PAK4
Linoleic acid metabolism	4/29	0.05462119016329882	1.0	0	0	2.758620689655172	8.020229995291032	PLA2G16;PLA2G2D;PLA2G2E;PLA2G2A
Pentose phosphate pathway	4/30	0.06063113352204076	1.0	0	0	2.6666666666666665	7.474524702251736	TALDO1;PRPS1L1;PGD;PFKP
Colorectal cancer	8/86	0.06555404339756293	1.0	0	0	1.8604651162790697	5.069544905119016	CASP9;SMAD2;TCF7L1;MAP2K2;CCND1;MSH2;BAX;EREG
Gastric cancer	12/149	0.07041999037716043	1.0	0	0	1.610738255033557	4.273736539980372	SMAD2;FRAT1;SHC2;TCF7L1;MAP2K2;WNT11;CCND1;CDX2;WNT5A;DVL2;BAX;FGF22
Ubiquitin mediated proteolysis	11/137	0.0821398931296985	1.0	0	0	1.605839416058394	4.013524990777432	PIAS4;CDC34;SYVN1;UBE2L6;WWP2;STUB1;BTRC;SKP2;UBE2J2;BIRC2;PIAS1
Terpenoid backbone biosynthesis	3/22	0.09471898702745883	1.0	0	0	2.727272727272727	6.427747642616689	HMGCS1;PMVK;ZMPSTE24
Complement and coagulation cascades	7/79	0.0997335943841466	1.0	0	0	1.7721518987341771	4.085257956571327	CFD;CR2;CR1;C4BPA;CD59;F2;SERPINA5
Thyroid cancer	4/37	0.11170784333278796	1.0	0	0	2.1621621621621623	4.739174827095357	TCF7L1;MAP2K2;CCND1;BAX
Hematopoietic cell lineage	8/97	0.11221289529851242	1.0	0	0	1.6494845360824741	3.608012142083881	CD2;CR2;CSF2;CR1;DNTT;CD59;CD24;EPOR
Protein processing in endoplasmic reticulum	12/165	0.12430307174535642	1.0	0	0	1.4545454545454544	3.0327746449727915	ERO1A;PPP1R15A;DNAJB1;PRKCSH;MAN1A2;SYVN1;BAX;HYOU1;RAD23A;STUB1;EIF2AK4;UBE2J2
Hepatocellular carcinoma	12/168	0.13644846024270998	1.0	0	0	1.4285714285714284	2.8454404518544685	SMAD2;GSTM4;FRAT1;SHC2;TCF7L1;MAP2K2;WNT11;CCND1;WNT5A;DVL2;BAX;SMARCA4
Ribosome	11/153	0.14464591030939392	1.0	0	0	1.437908496732026	2.7801479386463286	MRPL30;MRPL20;RPL41;RNA5S12;RPL18A;RPLP2;MRPS21;RPL38;MRPL36;MRPL9;FAU
Glutathione metabolism	5/56	0.14716977791840904	1.0	0	0	1.7857142857142856	3.4217292978951037	GSTM4;GPX4;GGT1;PGD;GCLM
Fat digestion and absorption	4/41	0.14721479282726987	1.0	0	0	1.951219512195122	3.7382684546071134	PLA2G2D;PLA2G2E;PLA2G2A;PLPP2
Hepatitis C	11/155	0.1538548184237674	1.0	0	0	1.4193548387096773	2.6566715414274853	CLDN6;CASP9;MAP2K2;CCND1;IFIT1B;IRF7;BAX;RIPK1;EIF2AK4;TYK2;PIAS1
Butanoate metabolism	3/28	0.16255339603696525	1.0	0	0	2.142857142857143	3.893033014692501	HMGCL;HMGCS1;OXCT2
Endometrial cancer	5/58	0.16328476821631294	1.0	0	0	1.7241379310344829	3.1245854451901107	CASP9;TCF7L1;MAP2K2;CCND1;BAX
Wnt signaling pathway	11/158	0.16821183822925043	1.0	0	0	1.3924050632911391	2.4820054015992006	VANGL1;FRAT1;PPP3CB;TCF7L1;CCND2;WNT11;CCND1;WNT5A;DVL2;BTRC;DKK1
Thiamine metabolism	2/15	0.17091154886530205	1.0	0	0	2.6666666666666665	4.710957638403321	ALPP;ALPI
