Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Arginine and proline metabolism	7/49	0.010484599803003085	1.0	0	0	2.8571428571428568	13.02242223966532	P4HA1;SMOX;CARNS1;CKB;ALDH18A1;CNDP1;AGMAT
Bladder cancer	6/41	0.01547935582050457	1.0	0	0	2.9268292682926824	12.19975031809441	MAP2K2;CCND1;MMP1;ERBB2;DAPK3;HRAS
Endometrial cancer	7/58	0.024986400078400667	1.0	0	0	2.413793103448276	8.90550523896042	CASP9;MAP2K2;CCND1;ERBB2;PIK3CD;GRB2;HRAS
Ether lipid metabolism	6/47	0.028763410125455306	1.0	0	0	2.553191489361702	9.060385994914286	PLA2G16;PLA2G2D;PLA2G2E;PLA2G2A;CHPT1;SELENOI
Phosphonate and phosphinate metabolism	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	CHPT1;SELENOI
alpha-Linolenic acid metabolism	4/25	0.03399335307152362	1.0	0	0	3.1999999999999997	10.821088868398542	PLA2G16;PLA2G2D;PLA2G2E;PLA2G2A
Non-small cell lung cancer	7/66	0.0461316060876481	1.0	0	0	2.121212121212121	6.525393563105938	CASP9;MAP2K2;CCND1;ERBB2;PIK3CD;GRB2;HRAS
Hepatitis C	13/155	0.04729311576218661	1.0	0	0	1.6774193548387097	5.118461547976306	SCARB1;MAP2K2;STAT2;PIK3CD;EIF2AK4;TICAM1;CLDN6;CASP9;CCND1;IRF3;CLDN23;GRB2;HRAS
Glycerophospholipid metabolism	9/97	0.05352964797421329	1.0	0	0	1.8556701030927836	5.432510618038967	PLA2G16;PTDSS2;PLA2G2D;PLA2G2E;CHKA;PLA2G2A;CHPT1;LPIN2;SELENOI
Linoleic acid metabolism	4/29	0.05462119016329882	1.0	0	0	2.758620689655172	8.020229995291032	PLA2G16;PLA2G2D;PLA2G2E;PLA2G2A
Glutathione metabolism	6/56	0.059923284693461636	1.0	0	0	2.142857142857143	6.031478835629902	GSTM4;GSTM2;GPX4;MGST3;PGD;GSTM5
