Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Linoleic acid metabolism	6/29	0.0027160397405107868	0.8365402400773223	0	0	4.137931034482758	24.44929836162695	PLA2G16;PLA2G2E;PLA2G2C;ALOX15;PLA2G2A;PLA2G6
alpha-Linolenic acid metabolism	5/25	0.007123209459613566	1.0	0	0	4.0	19.777587553293714	PLA2G16;PLA2G2E;PLA2G2C;PLA2G2A;PLA2G6
Adherens junction	8/72	0.026917281476999108	1.0	0	0	2.222222222222222	8.033303921239105	TCF7L1;PTPRB;YES1;CDH1;ERBB2;IQGAP1;NECTIN4;ACP1
Arginine and proline metabolism	6/49	0.03446921959858877	1.0	0	0	2.4489795918367343	8.247400503005839	ALDH3A2;P4HA1;CARNS1;CKB;ALDH18A1;CNDP1
Arachidonic acid metabolism	7/63	0.037195930953808354	1.0	0	0	2.222222222222222	7.314568681439843	PLA2G16;PLA2G2E;PLA2G2C;PTGES3;ALOX15;PLA2G2A;PLA2G6
Endometrial cancer	6/58	0.06880939588139882	1.0	0	0	2.068965517241379	5.537410293773416	CASP9;TCF7L1;GADD45B;CDH1;ERBB2;BAK1
Proteasome	5/45	0.07270586423397986	1.0	0	0	2.222222222222222	5.825184964955028	PSMD4;PSMA1;PSMD13;PSMC4;PSMB10
Ether lipid metabolism	5/47	0.08428928588938157	1.0	0	0	2.127659574468085	5.26276705761003	PLA2G16;PLA2G2E;PLA2G2C;PLA2G2A;PLA2G6
Hedgehog signaling pathway	5/47	0.08428928588938157	1.0	0	0	2.127659574468085	5.26276705761003	CCND2;CSNK1A1;BTRC;KIF7;CSNK1G2
Rap1 signaling pathway	15/206	0.09337267400518723	1.0	0	0	1.4563106796116503	3.4531406011045145	FLT1;FLT4;F2R;RAP1GAP;EFNA3;ADCY9;SIPA1L1;RRAS;CDH1;ADORA2B;TLN1;PFN1;FGF22;LAT;EPHA2
Histidine metabolism	3/23	0.10506660809461679	1.0	0	0	2.6086956521739126	5.877810696891578	ALDH3A2;CARNS1;CNDP1
Autophagy	10/128	0.10797771695705811	1.0	0	0	1.5625	3.4778599962772243	RPTOR;GABARAPL2;STK11;PRKAA1;RRAS;TP53INP2;ATG4C;TSC1;EIF2AK4;ATG4D
Thyroid cancer	4/37	0.11170784333278796	1.0	0	0	2.1621621621621623	4.739174827095357	TCF7L1;GADD45B;CDH1;BAK1
Regulation of lipolysis in adipocytes	5/55	0.13937991022954382	1.0	0	0	1.8181818181818181	3.582821649166955	PLA2G16;ADCY9;AQP7;ADRB2;PNPLA2
Ascorbate and aldarate metabolism	3/27	0.15038161447469178	1.0	0	0	2.222222222222222	4.210175820273459	ALDH3A2;UGT1A5;UGT1A4
Pyrimidine metabolism	5/57	0.15514033768438892	1.0	0	0	1.7543859649122806	3.2691669601382802	CANT1;NME3;TK2;TYMS;DCTPP1
Ras signaling pathway	15/232	0.18660888142951207	1.0	0	0	1.293103448275862	2.1707849943313935	RALBP1;FLT1;PLA2G2E;PLA2G2C;FLT4;PLA2G2A;PLA2G6;RASGRP1;PLA2G16;EFNA3;RRAS;EXOC2;FGF22;LAT;EPHA2
Pentose phosphate pathway	3/30	0.1877155615267818	1.0	0	0	2.0	3.345654864900365	GLYCTK;TALDO1;PGD
Circadian rhythm	3/31	0.20065196718317338	1.0	0	0	1.9354838709677418	3.1087420224475646	PER1;PRKAA1;BTRC
RNA polymerase	3/31	0.20065196718317338	1.0	0	0	1.9354838709677418	3.1087420224475646	POLR2D;POLR2E;POLR2L
beta-Alanine metabolism	3/31	0.20065196718317338	1.0	0	0	1.9354838709677418	3.1087420224475646	ALDH3A2;CARNS1;CNDP1
Basal cell carcinoma	5/63	0.20636211070548938	1.0	0	0	1.5873015873015872	2.504956879983314	TCF7L1;GADD45B;WNT5A;BAK1;KIF7
Sphingolipid metabolism	4/47	0.20718336704116536	1.0	0	0	1.7021276595744679	2.679406036964871	ACER2;NEU3;GBA2;CERS2
Glycerophospholipid metabolism	7/97	0.21155364258994297	1.0	0	0	1.4432989690721647	2.241842635816865	PLA2G16;PTDSS2;PLA2G2E;PLA2G2C;PLA2G2A;PEMT;PLA2G6
Other glycan degradation	2/18	0.22645148897005046	1.0	0	0	2.222222222222222	3.3004989638462865	NEU3;GBA2
Non-small cell lung cancer	5/66	0.23381942521025603	1.0	0	0	1.5151515151515151	2.201827497975576	CASP9;STAT5B;GADD45B;ERBB2;BAK1
Ribosome	10/153	0.2362142323082741	1.0	0	0	1.3071895424836601	1.8862955839307176	MRPL30;MRPL20;RNA5S12;RPLP1;RPS6;RPL36;MRPS21;RPL23A;FAU;RPS27A
Apelin signaling pathway	9/137	0.2472046870434335	1.0	0	0	1.313868613138686	1.8361820930540071	MYL4;GABARAPL2;HDAC5;PRKAA1;MEF2B;ADCY9;RRAS;CDH1;RPS6
AMPK signaling pathway	8/120	0.2519691354453672	1.0	0	0	1.3333333333333333	1.8379315698176057	RPTOR;SREBF1;CRTC2;STK11;PRKAA1;EEF2K;TSC1;EEF2
Hippo signaling pathway	10/160	0.27958919759892664	1.0	0	0	1.25	1.5930423807072653	TCF7L1;CCND2;CDH1;DCHS2;WNT5A;BMP8A;DCHS1;BTRC;GDF5;BIRC2
B cell receptor signaling pathway	5/71	0.2815854896327663	1.0	0	0	1.408450704225352	1.7849565976318464	IFITM1;PPP3CB;CR2;VAV1;CD22
Aldosterone-regulated sodium reabsorption	3/37	0.2816374857336128	1.0	0	0	1.6216216216216217	2.054812778279635	SLC9A3R2;HSD11B2;SFN
p53 signaling pathway	5/72	0.2913681345785638	1.0	0	0	1.3888888888888888	1.712732977852415	CASP9;PIDD1;CCND2;GADD45B;SFN
Focal adhesion	12/199	0.29380202083177825	1.0	0	0	1.2060301507537687	1.477204989358133	LAMA5;CCND2;FLT1;FLT4;ITGA11;ERBB2;PARVA;PIP5K1C;PARVB;TLN1;VAV1;BIRC2
Legionellosis	4/55	0.2953729340320737	1.0	0	0	1.4545454545454544	1.773842236930121	CASP9;EEF1G;CR1;NLRC4
RNA transport	10/165	0.3118918000294854	1.0	0	0	1.2121212121212122	1.4122411467844365	EIF5B;SNORD3B-1;EIF5;NUP210L;NUP155;RPP40;THOC1;GEMIN4;SAP18;EIF3A
PI3K-Akt signaling pathway	20/354	0.318692156807526	1.0	0	0	1.1299435028248588	1.2921239184362683	LAMA5;CRTC2;PRKAA1;FLT1;CSH2;FLT4;RPS6;F2R;TSC1;RPTOR;CASP9;STK11;EFNA3;CCND2;ITGA11;ERBB2;THEM4;IL6R;FGF22;EPHA2
Mannose type O-glycan biosynthesis	2/23	0.32060036735466374	1.0	0	0	1.7391304347826086	1.9783650312564471	B3GAT1;LARGE2
