Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GABA-A receptor complex (GO:1902711)	6/19	2.3801308733937998E-4	0.10615383695336347	0	0	6.31578947368421	52.69379934937076	GABRB3;GABRB2;GABRA1;GABRA6;GABRG3;GABRG2
dendrite membrane (GO:0032590)	4/20	0.015846713681637082	1.0	0	0	4.0	16.579172555417852	GABRA1;GABRA6;GABRG3;GABRG2
axon initial segment (GO:0043194)	2/9	0.07117333236542388	1.0	0	0	4.444444444444444	11.745053671792467	BIN1;KCNQ3
dendrite (GO:0030425)	16/216	0.07590248109214501	1.0	0	0	1.4814814814814814	3.819712453561123	KIRREL3;GABRA1;SLC32A1;GABRA6;OR11H4;ADCY2;PDYN;GABRG3;GABRG2;OR5T3;OR5T2;BRINP1;OR11H7;DRD2;CPEB4;CDK5R1
axon (GO:0030424)	11/142	0.09948250161720221	1.0	0	0	1.549295774647887	3.5754237531967945	KIRREL3;APP;CNTF;BIN1;LRRTM1;NTRK3;PSEN1;CNTN4;CTNNA2;DRD2;CDK5R1
node of Ranvier (GO:0033268)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	BIN1;KCNQ3
dystrophin-associated glycoprotein complex (GO:0016010)	2/14	0.15294200533335325	1.0	0	0	2.8571428571428568	5.364847084446157	SGCD;PGM5
nuclear replisome (GO:0043601)	2/17	0.20773987788556972	1.0	0	0	2.352941176470588	3.6975731035436015	PRIM2;CHRAC1
AMPA glutamate receptor complex (GO:0032281)	2/18	0.22645148897005046	1.0	0	0	2.222222222222222	3.3004989638462865	CACNG3;SHISA6
main axon (GO:0044304)	3/34	0.24057000906593404	1.0	0	0	1.7647058823529411	2.5142543537821203	BIN1;EPB41L3;KCNQ3
axolemma (GO:0030673)	1/6	0.26493667555327055	1.0	0	0	3.333333333333333	4.427548139092615	EPB41L3
alpha DNA polymerase:primase complex (GO:0005658)	1/6	0.26493667555327055	1.0	0	0	3.333333333333333	4.427548139092615	PRIM2
gamma-secretase complex (GO:0070765)	1/6	0.26493667555327055	1.0	0	0	3.333333333333333	4.427548139092615	PSEN1
nucleolar ribonuclease P complex (GO:0005655)	1/6	0.26493667555327055	1.0	0	0	3.333333333333333	4.427548139092615	POP1
paranode region of axon (GO:0033270)	1/6	0.26493667555327055	1.0	0	0	3.333333333333333	4.427548139092615	EPB41L3
nuclear DNA-directed RNA polymerase complex (GO:0055029)	4/53	0.272750159994601	1.0	0	0	1.5094339622641508	1.9610551964847422	PRIM2;POLR3A;CHD6;RPRD1B
H3 histone acetyltransferase complex (GO:0070775)	1/7	0.30170081801752857	1.0	0	0	2.8571428571428568	3.423769775600227	MEAF6
THO complex part of transcription export complex (GO:0000445)	1/7	0.30170081801752857	1.0	0	0	2.8571428571428568	3.423769775600227	THOC2
messenger ribonucleoprotein complex (GO:1990124)	1/7	0.30170081801752857	1.0	0	0	2.8571428571428568	3.423769775600227	CPEB4
MOZ/MORF histone acetyltransferase complex (GO:0070776)	1/7	0.30170081801752857	1.0	0	0	2.8571428571428568	3.423769775600227	MEAF6
Gemini of coiled bodies (GO:0097504)	1/7	0.30170081801752857	1.0	0	0	2.8571428571428568	3.423769775600227	GEMIN2
mitochondrial proton-transporting ATP synthase complex (GO:0005753)	2/22	0.30185830293267685	1.0	0	0	1.8181818181818181	2.1778137587293127	ATP5E;ATP5J
integral component of mitochondrial outer membrane (GO:0031307)	2/22	0.30185830293267685	1.0	0	0	1.8181818181818181	2.1778137587293127	RHOT1;TOMM20L
intrinsic component of mitochondrial outer membrane (GO:0031306)	2/22	0.30185830293267685	1.0	0	0	1.8181818181818181	2.1778137587293127	RHOT1;TOMM20L
chromatoid body (GO:0033391)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	PIWIL1
microvillus membrane (GO:0031528)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	PODXL
clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane (GO:0061202)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	SLC32A1
spectrin-associated cytoskeleton (GO:0014731)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	SPTA1
nuclear origin of replication recognition complex (GO:0005664)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	ORC5
HFE-transferrin receptor complex (GO:1990712)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	BMPR1A
clathrin-sculpted gamma-aminobutyric acid transport vesicle (GO:0061200)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	SLC32A1
mitochondrial outer membrane translocase complex (GO:0005742)	1/9	0.3698097706633484	1.0	0	0	2.222222222222222	2.2105923086622967	TOMM20L
juxtaparanode region of axon (GO:0044224)	1/9	0.3698097706633484	1.0	0	0	2.222222222222222	2.2105923086622967	EPB41L3
mitotic spindle pole (GO:0097431)	2/26	0.3759320092394212	1.0	0	0	1.5384615384615385	1.5051491975911149	FAM83D;EML1
contractile fiber (GO:0043292)	2/27	0.39397603610044213	1.0	0	0	1.4814814814814814	1.3799484349837585	MYH4;CDK5R1
primary lysosome (GO:0005766)	1/10	0.40133341390034794	1.0	0	0	2.0	1.8259254820662505	STX3
multimeric ribonuclease P complex (GO:0030681)	1/10	0.40133341390034794	1.0	0	0	2.0	1.8259254820662505	POP1
mitotic spindle midzone (GO:1990023)	1/10	0.40133341390034794	1.0	0	0	2.0	1.8259254820662505	EML1
N-terminal protein acetyltransferase complex (GO:0031414)	1/10	0.40133341390034794	1.0	0	0	2.0	1.8259254820662505	NAA30
