Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
platelet dense granule membrane (GO:0031088)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	CD63;RAB27B
trans-Golgi network transport vesicle (GO:0030140)	3/15	0.03614002285058795	1.0	0	0	4.0	13.281417446154263	TGOLN2;RAB27B;RAB8A
extrinsic component of external side of plasma membrane (GO:0031232)	2/7	0.04435183521490911	1.0	0	0	5.7142857142857135	17.803435376080927	TF;SERPINE2
multivesicular body membrane (GO:0032585)	2/7	0.04435183521490911	1.0	0	0	5.7142857142857135	17.803435376080927	CD63;RAB27B
myofibril (GO:0030016)	4/28	0.04895013769244342	1.0	0	0	2.8571428571428568	8.619865991683946	MYH2;SCO1;ARHGEF25;TNNI3
sodium channel complex (GO:0034706)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	SCNN1G;GRIK3
ficolin-1-rich granule membrane (GO:0101003)	6/62	0.08873881335310585	1.0	0	0	1.9354838709677418	4.687854010251747	NFASC;TMEM179B;ITGAX;SLC2A3;NCKAP1L;FCAR
pericentric heterochromatin (GO:0005721)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	INCENP;IKZF1
P-body (GO:0000932)	6/69	0.13028256049309653	1.0	0	0	1.7391304347826086	3.5444341652133744	CNOT7;CNOT3;PUM1;LSM14A;AICDA;DCP1B
centriolar satellite (GO:0034451)	3/26	0.1385193121264188	1.0	0	0	2.3076923076923075	4.561720443090936	CCDC14;CCDC113;ALDOB
contractile fiber (GO:0043292)	3/27	0.15038161447469178	1.0	0	0	2.222222222222222	4.210175820273459	MYH2;SCO1;ARHGEF25
potassium channel complex (GO:0034705)	2/14	0.15294200533335325	1.0	0	0	2.8571428571428568	5.364847084446157	ABCC8;GRIK3
SWI/SNF complex (GO:0016514)	2/15	0.17091154886530205	1.0	0	0	2.6666666666666665	4.710957638403321	SMARCD1;ACTL6B
lamellar body (GO:0042599)	2/15	0.17091154886530205	1.0	0	0	2.6666666666666665	4.710957638403321	SPINK5;SFTPD
intrinsic component of the cytoplasmic side of the plasma membrane (GO:0031235)	2/15	0.17091154886530205	1.0	0	0	2.6666666666666665	4.710957638403321	NPHS2;RASAL1
Cul2-RING ubiquitin ligase complex (GO:0031462)	2/15	0.17091154886530205	1.0	0	0	2.6666666666666665	4.710957638403321	ZYG11B;ZSWIM4
Golgi cis cisterna (GO:0000137)	3/29	0.17500711584969555	1.0	0	0	2.068965517241379	3.6060592632145636	GOLGA8DP;TMEM59;GOLGA8T
chromosomal region (GO:0098687)	6/77	0.18702582489369443	1.0	0	0	1.5584415584415583	2.612740629548293	INCENP;ERCC4;PINX1;CHEK1;PMEPA1;TP53BP1
multivesicular body (GO:0005771)	3/30	0.1877155615267818	1.0	0	0	2.0	3.345654864900365	CD63;SFTPD;RAB27B
T cell receptor complex (GO:0042101)	2/16	0.18920318276808346	1.0	0	0	2.5	4.1623345006609895	ZAP70;CD6
BAF-type complex (GO:0090544)	2/17	0.20773987788556972	1.0	0	0	2.352941176470588	3.6975731035436015	SMARCD1;ACTL6B
BLOC-1 complex (GO:0031083)	2/17	0.20773987788556972	1.0	0	0	2.352941176470588	3.6975731035436015	SNAPIN;BLOC1S2
endocytic vesicle lumen (GO:0071682)	2/18	0.22645148897005046	1.0	0	0	2.222222222222222	3.3004989638462865	HPX;HSP90AA1
clathrin-coated vesicle (GO:0030136)	7/101	0.24110527590989309	1.0	0	0	1.3861386138613863	1.9718121345751627	TGOLN2;TF;FCHO1;SFTPD;RAB27B;RAB8A;VAMP3
Golgi cisterna (GO:0031985)	4/51	0.2504443908625444	1.0	0	0	1.5686274509803921	2.171793530456325	GOLGA8DP;TMEM59;GOLGA5;GOLGA8T
condensed nuclear chromosome (GO:0000794)	3/35	0.25416276879858296	1.0	0	0	1.7142857142857142	2.3481949631326344	NIFK;CHEK1;AURKC
dendrite membrane (GO:0032590)	2/20	0.2641503607881601	1.0	0	0	2.0	2.66247357905395	KCNC1;THY1
axolemma (GO:0030673)	1/6	0.26493667555327055	1.0	0	0	3.333333333333333	4.427548139092615	THY1
AP-3 adaptor complex (GO:0030123)	1/6	0.26493667555327055	1.0	0	0	3.333333333333333	4.427548139092615	AP3S2
transcription factor TFIIIC complex (GO:0000127)	1/6	0.26493667555327055	1.0	0	0	3.333333333333333	4.427548139092615	GTF3C5
spanning component of plasma membrane (GO:0044214)	1/6	0.26493667555327055	1.0	0	0	3.333333333333333	4.427548139092615	NPC1L1
spindle pole body (GO:0005816)	1/6	0.26493667555327055	1.0	0	0	3.333333333333333	4.427548139092615	TUBGCP6
mitochondrial envelope (GO:0005740)	5/70	0.2718688550208947	1.0	0	0	1.4285714285714284	1.860622113738027	NLN;GATM;HAX1;SDHAF3;CIDEA
platelet dense granule (GO:0042827)	2/21	0.28302745680273733	1.0	0	0	1.9047619047619047	2.404212124839451	CD63;RAB27B
Golgi trans cisterna (GO:0000138)	1/7	0.30170081801752857	1.0	0	0	2.8571428571428568	3.423769775600227	TMEM59
kinetochore microtubule (GO:0005828)	1/7	0.30170081801752857	1.0	0	0	2.8571428571428568	3.423769775600227	ZW10
AIM2 inflammasome complex (GO:0097169)	1/7	0.30170081801752857	1.0	0	0	2.8571428571428568	3.423769775600227	AIM2
pi-body (GO:0071546)	1/7	0.30170081801752857	1.0	0	0	2.8571428571428568	3.423769775600227	MOV10L1
mitochondrial intermembrane space (GO:0005758)	4/58	0.3296936338803053	1.0	0	0	1.379310344827586	1.5304709488498607	NLN;GATM;HAX1;SDHAF3
RNA polymerase III transcription factor complex (GO:0090576)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	GTF3C5
COPI-coated vesicle (GO:0030137)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	ARFGAP3
gamma-tubulin large complex (GO:0000931)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	TUBGCP6
Golgi medial cisterna (GO:0005797)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	TMEM59
gamma-tubulin ring complex (GO:0008274)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	TUBGCP6
HFE-transferrin receptor complex (GO:1990712)	1/8	0.33662794865636386	1.0	0	0	2.5	2.721942421048515	TF
condensed chromosome (GO:0000793)	3/41	0.3371468638537048	1.0	0	0	1.4634146341463412	1.5910780182096236	NIFK;CHEK1;AURKC
Golgi-associated vesicle (GO:0005798)	4/59	0.3411916398273588	1.0	0	0	1.3559322033898304	1.458048767361736	TGOLN2;RAB27B;ARFGAP3;RAB8A
cytoplasmic stress granule (GO:0010494)	3/42	0.3510272087326468	1.0	0	0	1.4285714285714284	1.4955593439482697	ATXN2;PUM1;LSM14A
endoplasmic reticulum exit site (GO:0070971)	2/25	0.3576694978288805	1.0	0	0	1.5999999999999999	1.645033455050064	CFAP73;CTAGE6
axon initial segment (GO:0043194)	1/9	0.3698097706633484	1.0	0	0	2.222222222222222	2.2105923086622967	NFASC
outer dynein arm (GO:0036157)	1/9	0.3698097706633484	1.0	0	0	2.222222222222222	2.2105923086622967	CCDC114
mitotic spindle pole (GO:0097431)	2/26	0.3759320092394212	1.0	0	0	1.5384615384615385	1.5051491975911149	PMEPA1;EML1
nuclear inner membrane (GO:0005637)	2/26	0.3759320092394212	1.0	0	0	1.5384615384615385	1.5051491975911149	MATR3;LEMD2
PML body (GO:0016605)	4/63	0.38719146599357773	1.0	0	0	1.2698412698412698	1.204871065559935	CIITA;ZMYM2;ZBTB16;CHFR
CatSper complex (GO:0036128)	1/10	0.40133341390034794	1.0	0	0	2.0	1.8259254820662505	CATSPER3
mitotic spindle midzone (GO:1990023)	1/10	0.40133341390034794	1.0	0	0	2.0	1.8259254820662505	EML1
N-terminal protein acetyltransferase complex (GO:0031414)	1/10	0.40133341390034794	1.0	0	0	2.0	1.8259254820662505	NAA30
mitotic spindle (GO:0072686)	5/85	0.42118396120911705	1.0	0	0	1.176470588235294	1.0172771508801166	PMEPA1;ALPK3;CAPG;EML1;CCSAP
Golgi stack (GO:0005795)	2/29	0.42931633359945176	1.0	0	0	1.379310344827586	1.1662913895494167	GOLGA5;RAB27B
Golgi cisterna membrane (GO:0032580)	2/29	0.42931633359945176	1.0	0	0	1.379310344827586	1.1662913895494167	GOLGA8DP;GOLGA8T
brush border membrane (GO:0031526)	2/29	0.42931633359945176	1.0	0	0	1.379310344827586	1.1662913895494167	SLC9A3;ITLN1
rough endoplasmic reticulum (GO:0005791)	2/29	0.42931633359945176	1.0	0	0	1.379310344827586	1.1662913895494167	F12;SFTPD
trans-Golgi network membrane (GO:0032588)	5/86	0.4311336138274714	1.0	0	0	1.1627906976744184	0.9782991023729873	NSG1;RABEPK;RAB8A;CALN1;VAMP3
spindle pole centrosome (GO:0031616)	1/11	0.43128166280518815	1.0	0	0	1.8181818181818181	1.529079804244035	AURKC
npBAF complex (GO:0071564)	1/11	0.43128166280518815	1.0	0	0	1.8181818181818181	1.529079804244035	SMARCD1
spanning component of membrane (GO:0089717)	1/11	0.43128166280518815	1.0	0	0	1.8181818181818181	1.529079804244035	NPC1L1
cis-Golgi network (GO:0005801)	3/48	0.43306631871249	1.0	0	0	1.25	1.0460805021359667	GOLGA8DP;GOLGA5;GOLGA8T
recycling endosome membrane (GO:0055038)	3/48	0.43306631871249	1.0	0	0	1.25	1.0460805021359667	NSG1;RAB8A;VAMP3
tertiary granule (GO:0070820)	9/165	0.443294181978683	1.0	0	0	1.0909090909090908	0.8874781763568012	CHIT1;FLG2;NFASC;ITGAM;TMEM179B;ITGAX;NCKAP1L;SLC2A3;FCAR
