Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Hepatocellular carcinoma	16/168	0.010192616502850521	1.0	0	0	1.9047619047619047	8.73541274873048	FZD1;GSTM3;SMARCD1;GADD45B;PHF10;ACTL6A;FZD9;BRAF;AXIN2;ARID1A;TGFBR2;WNT6;FRAT1;GSTA4;MAPK1;CTNNB1
Mismatch repair	4/23	0.025734894590821872	1.0	0	0	3.4782608695652173	12.730112841155169	RFC2;RPA3;RPA1;RPA2
Nucleotide excision repair	6/47	0.028763410125455306	1.0	0	0	2.553191489361702	9.060385994914286	RFC2;ERCC4;RPA3;POLE2;RPA1;RPA2
Cellular senescence	14/160	0.029912209933520218	1.0	0	0	1.7499999999999998	6.141604915181266	HIPK4;CALML5;GADD45B;IGFBP3;HLA-C;LIN9;SIRT1;ZFP36L2;HIPK3;TGFBR2;MAPK11;TRPV4;MAPK1;ATM
Leishmaniasis	8/74	0.031098848162824908	1.0	0	0	2.1621621621621623	7.503966480103642	MAPK11;NCF2;NCF4;HLA-DPB1;MAPK1;PTPN6;HLA-DOA;TNF
DNA replication	5/36	0.032227243715029656	1.0	0	0	2.7777777777777777	9.541508627909957	RFC2;RPA3;POLE2;RPA1;RPA2
Thyroid cancer	5/37	0.03578300819815846	1.0	0	0	2.7027027027027026	9.000762512391741	TFG;GADD45B;MAPK1;CTNNB1;BRAF
Basal cell carcinoma	7/63	0.037195930953808354	1.0	0	0	2.222222222222222	7.314568681439843	FZD1;WNT6;GADD45B;PTCH2;FZD9;CTNNB1;AXIN2
Antigen processing and presentation	8/77	0.03817118560893497	1.0	0	0	2.0779220779220777	6.785816834141512	HSPA8;CANX;HLA-DPB1;HLA-C;HLA-DOA;TNF;HSPA1B;HSPA1A
MAPK signaling pathway	22/295	0.04058072980921096	1.0	0	0	1.4915254237288136	4.779536483145182	HSPA8;GADD45B;CSF1;PDGFB;BRAF;DUSP9;TNF;DUSP16;RASGRP3;TGFBR2;ELK4;NR4A1;MAPK11;DUSP10;FGF9;KIT;MAPK1;FGFR3;PTPN5;HSPA1B;HSPA1A;CACNG5
