Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Fructose and mannose metabolism	5/33	0.02292040460454417	1.0	0	0	3.0303030303030303	11.441599195115412	TIGAR;AKR1B10;PMM1;ALDOB;FBP1
MAPK signaling pathway	23/295	0.023789968315902597	1.0	0	0	1.5593220338983051	5.8295118365643335	PDGFRB;GADD45B;CSF1;PDGFB;FOS;GNG12;TNF;DUSP16;VEGFA;RASGRP3;TGFBR2;ELK4;NR4A1;MAPK11;DUSP10;FGF9;PDGFD;KIT;CACNA1S;FGFR3;HSPA1B;HSPA1A;CACNG5
p53 signaling pathway	8/72	0.026917281476999108	1.0	0	0	2.222222222222222	8.033303921239105	TP53AIP1;STEAP3;CCND3;CCNE2;GADD45B;IGFBP3;CCNG2;SIAH1
Leishmaniasis	8/74	0.031098848162824908	1.0	0	0	2.1621621621621623	7.503966480103642	MAPK11;NCF2;NCF4;HLA-DPB1;PTPN6;FOS;HLA-DOA;TNF
Allograft rejection	5/38	0.03957106613030883	1.0	0	0	2.631578947368421	8.499097581720862	CD40;HLA-DPB1;HLA-C;HLA-DOA;TNF
Fluid shear stress and atherosclerosis	12/139	0.046026007081860096	1.0	0	0	1.7266187050359711	5.315479719557564	GSTM3;NQO1;MAPK11;CALML5;GSTA4;NCF2;TRPV4;SUMO2;PDGFB;FOS;TNF;VEGFA
Cellular senescence	13/160	0.05814883760924165	1.0	0	0	1.625	4.622717758327802	CALML5;GADD45B;IGFBP3;HLA-C;LIN9;SIRT1;ZFP36L2;HIPK3;TGFBR2;MAPK11;CCND3;CCNE2;TRPV4
Cell adhesion molecules (CAMs)	12/145	0.05982997262042847	1.0	0	0	1.6551724137931034	4.661376875922358	CLDN4;CD40;VCAN;NFASC;CLDN9;CLDN7;HLA-DPB1;HLA-C;CDH15;PDCD1;HLA-DOA;VSIR
Pentose phosphate pathway	4/30	0.06063113352204076	1.0	0	0	2.6666666666666665	7.474524702251736	H6PD;RPE;ALDOB;FBP1
Asthma	4/31	0.06697579978121662	1.0	0	0	2.5806451612903225	6.976577863571356	CD40;HLA-DPB1;HLA-DOA;TNF
