Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Asthma	5/31	0.017804675725432068	1.0	0	0	3.225806451612903	12.994497338628113	IL4;IL3;CD40;HLA-DPB1;TNF
Viral myocarditis	7/59	0.027170733542201533	1.0	0	0	2.3728813559322033	8.555696272431506	CD40;CXADR;ITGB2;HLA-DPB1;MYH6;MYH7;EIF4G1
Hippo signaling pathway	14/160	0.029912209933520218	1.0	0	0	1.7499999999999998	6.141604915181266	FZD1;PATJ;SMAD3;ITGB2;AXIN2;YWHAZ;FRMD1;TGFBR2;WNT6;PPP2R1B;YWHAQ;DCHS1;AJUBA;LLGL2
Leishmaniasis	8/74	0.031098848162824908	1.0	0	0	2.1621621621621623	7.503966480103642	IL4;MAPK11;NCF2;ITGB2;HLA-DPB1;PTPN6;FOS;TNF
Estrogen signaling pathway	11/137	0.0821398931296985	1.0	0	0	1.605839416058394	4.013524990777432	SHC4;HSPA8;CALML5;GNAS;KRT13;FOS;SOS1;CTSD;EBAG9;HSPA1B;HSPA1A
Glycerolipid metabolism	6/61	0.08348906656118887	1.0	0	0	1.9672131147540983	4.884668055906092	ALDH2;GPAT3;CEL;AGPAT2;LPIN2;LPIN3
Ubiquinone and other terpenoid-quinone biosynthesis	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	NQO1;GGCX
Adrenergic signaling in cardiomyocytes	11/145	0.11085477721781313	1.0	0	0	1.5172413793103448	3.33722437568711	CAMK2B;MAPK11;CALML5;PPP2R1B;FXYD2;GNAS;ADRB2;SCN5A;MYH6;MYH7;CACNG5
Allograft rejection	4/38	0.12019452718952628	1.0	0	0	2.1052631578947367	4.4603027132352775	IL4;CD40;HLA-DPB1;TNF
Dopaminergic synapse	10/131	0.12069941301836666	1.0	0	0	1.5267175572519083	3.228171013795023	CAMK2B;MAPK11;GNG3;CALML5;PPP2R1B;CALY;KIF5B;GNAS;FOS;GNG12
Amphetamine addiction	6/68	0.12385227423087532	1.0	0	0	1.7647058823529411	3.685880753701308	CAMK2B;CALML5;GNAS;FOS;PDYN;SIRT1
Fc epsilon RI signaling pathway	6/68	0.12385227423087532	1.0	0	0	1.7647058823529411	3.685880753701308	IL4;IL3;MAPK11;PLA2G4D;SOS1;TNF
Hepatocellular carcinoma	12/168	0.13644846024270998	1.0	0	0	1.4285714285714284	2.8454404518544685	SHC4;FZD1;WNT6;GSTM3;SMARCD1;NQO1;FRAT1;SMAD3;PHF10;AXIN2;SOS1;TGFBR2
Legionellosis	5/55	0.13937991022954382	1.0	0	0	1.8181818181818181	3.582821649166955	HSPA8;ITGB2;TNF;HSPA1B;HSPA1A
