Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Basal cell carcinoma	11/63	2.606188480044595E-4	0.08027060518537353	0	0	3.4920634920634916	28.818084849256323	FZD1;FZD5;GADD45B;GADD45A;SUFU;WNT7B;PTCH2;AXIN1;FZD9;DVL3;TP53
Small cell lung cancer	13/93	7.139572175123356E-4	0.10994941149689968	0	0	2.7956989247311825	20.253965100928117	CDKN2B;CHUK;GADD45B;LAMC3;ITGA3;GADD45A;PTEN;TRAF2;CCNE2;COL4A1;CKS2;CYCS;TP53
Renal cell carcinoma	10/69	0.002169258546810801	0.2227105441392422	0	0	2.898550724637681	17.77788363279479	FLCN;ARNT2;PAK1;PRCC;CUL2;RAPGEF1;PDGFB;SOS2;MET;PAK2
Human papillomavirus infection	28/330	0.004586869815654471	0.3531889758053943	0	0	1.696969696969697	9.137430815625448	PATJ;MAML1;LAMC3;TNC;PTEN;OASL;PPP2R1A;DVL3;HES4;FZD1;ATP6V0B;TBP;FZD5;CHUK;ITGA3;WNT7B;FZD9;AXIN1;PPP2R3A;CCNA2;CCNE2;COL4A1;COL6A1;GNAS;MDM2;TP53;SOS2;IFNAR1
p53 signaling pathway	9/72	0.009484293950526655	0.5842325073524419	0	0	2.5	11.645295292243906	CCNE2;GADD45B;GADD45A;CCNG2;PTEN;MDM2;CYCS;RCHY1;TP53
Steroid biosynthesis	4/19	0.01318872540853091	0.67702123763792	0	0	4.2105263157894735	18.224812421427043	SOAT1;SC5D;MSMO1;LIPA
Pathways in cancer	38/530	0.01668758986971434	0.734253954267431	0	0	1.4339622641509433	5.869336542665459	CALML5;LAMC3;CUL2;PDGFB;PTEN;TFG;SUFU;DVL3;IL6R;FZD1;STAT5A;ARNT2;CDKN2B;RALBP1;FZD5;CHUK;GADD45B;ITGA3;GADD45A;IFNGR2;WNT7B;PTCH2;FZD9;AXIN1;TRAF2;F2;ADCY9;CCNE2;COL4A1;KIT;CKS2;MDM2;GNAS;CYCS;SOS2;MET;TP53;IFNAR1
Hepatocellular carcinoma	15/168	0.021489063698149326	0.827328952378749	0	0	1.7857142857142856	6.857519890115907	FZD1;SMARCE1;FZD5;GADD45B;PHF10;GADD45A;WNT7B;FZD9;PTEN;AXIN1;ARID1A;DVL3;TP53;SOS2;MET
MAPK signaling pathway	23/295	0.023789968315902597	0.8141455823664444	0	0	1.5593220338983051	5.8295118365643335	HSPA8;JUND;GADD45B;CHUK;GADD45A;SRF;PDGFB;RRAS2;TRAF2;MAPK8IP1;NR4A1;PPM1A;PAK1;DUSP10;MAPKAPK3;KIT;TP53;PAK2;LAMTOR3;SOS2;MET;MAP2K5;MAP4K4
Human T-cell leukemia virus 1 infection	18/219	0.02681711281637571	0.8259670747443719	0	0	1.643835616438356	5.948572696963492	STAT5A;NRP1;CDKN2B;CRTC2;RANBP3;CDKN2C;CRTC3;TBP;CHUK;CRTC1;SRF;PTEN;CCNA2;ADCY9;XPO1;CCNE2;HLA-DOA;TP53
Melanogenesis	10/101	0.029580473987330068	0.8282532716452419	0	0	1.9801980198019802	6.971565936466181	FZD1;ADCY9;MC1R;CALML5;FZD5;WNT7B;KIT;FZD9;GNAS;DVL3
Glioma	8/75	0.03334767065271348	0.8559235467529794	0	0	2.1333333333333333	7.254970356385413	CALML5;GADD45B;GADD45A;PTEN;PDGFB;MDM2;SOS2;TP53
Gastric cancer	13/149	0.03622654138259297	0.8582903650645104	0	0	1.74496644295302	5.789734515258347	FZD1;CDKN2B;FZD5;GADD45B;GADD45A;WNT7B;FZD9;AXIN1;CCNE2;DVL3;TP53;SOS2;MET
Cholesterol metabolism	6/50	0.03757690396507332	0.826691887231613	0	0	2.4	7.875277616560796	STARD3;SOAT1;LRP1;APOC3;LIPA;PLTP
mTOR signaling pathway	13/152	0.04150085563953877	0.8521509024651961	0	0	1.7105263157894737	5.442965268919951	FZD1;FZD5;CHUK;WNT7B;FZD9;PTEN;FLCN;DDIT4;AKT1S1;DVL3;SOS2;LAMTOR3;TELO2
Cushing syndrome	13/155	0.04729311576218661	0.9103924784220923	0	0	1.6774193548387097	5.118461547976306	FZD1;CDKN2B;CDKN2C;FZD5;WNT7B;FZD9;AXIN1;NR4A1;ADCY9;CCNE2;GNAS;DVL3;PDE8A
Fanconi anemia pathway	6/54	0.05175964311269336	0.9377629458064445	0	0	2.222222222222222	6.580321164119916	RMI2;FANCM;UBE2T;RPA1;PALB2;TELO2
Cellular senescence	13/160	0.05814883760924165	0.9949912213136906	0	0	1.625	4.622717758327802	CDKN2B;CALML5;GADD45B;GADD45A;PTEN;RRAS2;HIPK3;ZFP36L1;PPP1CA;CCNA2;CCNE2;MDM2;TP53
Hippo signaling pathway	13/160	0.05814883760924165	0.9426232622971805	0	0	1.625	4.622717758327802	FZD1;PATJ;FZD5;WNT7B;FZD9;AXIN1;CSNK1D;YWHAZ;PPP1CA;PAK1;PPP2R1A;DVL3;AMH
Breast cancer	12/147	0.06498348347211058	1.0	0	0	1.6326530612244896	4.4630565580482475	FZD1;FZD5;GADD45B;GADD45A;WNT7B;KIT;FZD9;PTEN;AXIN1;DVL3;TP53;SOS2
