Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
protein deacetylase activity (GO:0033558)	8/43	0.0011556913097878626	1.0	0	0	3.7209302325581395	25.164861683524123	HDAC5;MIER2;BRMS1L;SAP18;HMG20B;SIRT5;SIRT6;RCOR1
protein kinase activator activity (GO:0030295)	9/56	0.0017147470665692054	0.9868369368105777	0	0	3.2142857142857144	20.47014543950664	RPTOR;STK11;WNK1;RPLP1;MADD;GHRL;IQGAP1;GAS6;LTF
azole transmembrane transporter activity (GO:1901474)	3/6	0.0022241766503380937	0.8533424415130487	0	0	10.0	61.08368476639271	SLC38A7;SLC38A3;SLC19A2
histone deacetylase activity (GO:0004407)	7/41	0.0038731818241686555	1.0	0	0	3.4146341463414633	18.96378172228493	HDAC5;MIER2;BRMS1L;SAP18;HMG20B;SIRT6;RCOR1
amide transmembrane transporter activity (GO:0042887)	3/8	0.005774732022768516	1.0	0	0	7.5	38.65697569976054	SLC38A7;AQP7;SLC38A3
kinase activator activity (GO:0019209)	5/25	0.007123209459613566	1.0	0	0	4.0	19.777587553293714	RPTOR;STK11;WNK1;RPLP1;MADD
phospholipase A2 activity (GO:0004623)	5/31	0.017804675725432068	1.0	0	0	3.225806451612903	12.994497338628113	PLA2G16;PLA2G2E;RARRES3;PLA2G2A;PLA2G6
glucuronosyltransferase activity (GO:0015020)	5/34	0.02579993741840051	1.0	0	0	2.941176470588235	10.757009449120288	B3GAT3;B3GAT1;UGT1A5;UGT1A4;LARGE2
cadherin binding (GO:0045296)	24/314	0.026200701388565107	1.0	0	0	1.5286624203821655	5.5673412963324695	PARVA;RPL23A;IQGAP1;EEF2;EHD1;SLC9A3R2;EEF1G;LIMA1;DNAJB1;SNX2;EIF5;GPRC5A;VAPA;CDH1;BSG;PI4KA;PLIN3;SFN;EPS8L2;PKP3;TLN1;PFN1;PROM1;EPHA2
Rho guanyl-nucleotide exchange factor activity (GO:0005089)	7/60	0.02948126359903842	1.0	0	0	2.333333333333333	8.22266748252663	TRIO;DNMBP;ARHGEF17;ARHGEF19;EPS8L2;EPS8L3;VAV1
prostaglandin E receptor activity (GO:0004957)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	PTGER2;PTGDR
5'-3' exodeoxyribonuclease activity (GO:0035312)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	EXO5;APTX
