Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
kinase binding (GO:0019900)	35/419	0.002152252628627032	1.0	0	0	1.6706443914081144	10.259828581769723	PPP1R15A;SHC2;MIDN;FAF1;IQGAP1;AP2A2;HDAC7;CASP9;TCL1A;CCND2;FAM83E;HSP90B2P;CCND1;TBC1D14;STK11IP;SPDYC;RHOH;RAD23A;EEF2;RHOD;LAX1;SIKE1;FAM212B;MSH2;WNK1;CENPJ;HCLS1;CSPG4;SMCR8;STUB1;RHOV;CD24;LAT;BCAR1;TP73
protein kinase activator activity (GO:0030295)	8/56	0.006396436021663812	1.0	0	0	2.8571428571428568	14.434326615263213	TCL1A;MAP2K2;WNT11;WNK1;MADD;GHRL;IQGAP1;CD24
neutral amino acid transmembrane transporter activity (GO:0015175)	5/25	0.007123209459613566	1.0	0	0	4.0	19.777587553293714	SLC25A38;SLC43A2;SLC6A9;SLC7A5P2;SLC38A7
SUMO transferase activity (GO:0019789)	4/18	0.010832993829611394	1.0	0	0	4.444444444444444	20.111816967158788	PIAS4;RNF212B;PIAS1;HDAC7
death receptor binding (GO:0005123)	3/10	0.011479073193892965	1.0	0	0	5.999999999999999	26.803377741534163	PIDD1;MADD;RIPK1
death domain binding (GO:0070513)	3/10	0.011479073193892965	1.0	0	0	5.999999999999999	26.803377741534163	DAP;BAX;RIPK1
L-amino acid transmembrane transporter activity (GO:0015179)	7/50	0.011679559996652222	1.0	0	0	2.8000000000000003	12.459761926671213	SLC25A38;SLC43A2;SLC6A9;SLC7A5P2;SLC38A7;SLC17A7;SLC25A22
potassium:proton antiporter activity (GO:0015386)	3/11	0.015204352818016067	1.0	0	0	5.454545454545454	22.833673759197463	SLC9A2;SLC9A3;SLC9A1
RNA polymerase II distal enhancer sequence-specific DNA binding (GO:0000980)	7/53	0.01585207885890796	1.0	0	0	2.641509433962264	10.947616001049186	MBD3;CDX2;NFYC;HOXC4;HNRNPC;MIXL1;SMARCA4
protein kinase binding (GO:0019901)	36/496	0.016427629521060614	1.0	0	0	1.4516129032258065	5.964373502155868	PPP1R15A;SHC2;PRKCSH;FAF1;IQGAP1;AP2A2;HDAC7;CASP9;TCL1A;CCND2;FAM83E;HSP90B2P;CCND1;TBC1D14;EPHB4;MAP4K2;STK11IP;SPDYC;RHOH;EEF2;RHOD;LAX1;SIKE1;FAM212B;MSH2;WNK1;CENPJ;HCLS1;CSPG4;SMCR8;RHOV;CD24;LAT;BCAR1;EPHA2;TP73
phospholipase A2 activity (GO:0004623)	5/31	0.017804675725432068	1.0	0	0	3.225806451612903	12.994497338628113	PLA2G16;PLA2G2D;PLA2G2E;RARRES3;PLA2G2A
phosphatidylinositol-4-phosphate binding (GO:0070273)	4/22	0.022111430851613167	1.0	0	0	3.6363636363636362	13.860583894809807	GOLPH3;GSDMA;OSBP;PLEKHA8
sodium:proton antiporter activity (GO:0015385)	3/13	0.02446267254220388	1.0	0	0	4.615384615384615	17.125877967461363	SLC9A2;SLC9A3;SLC9A1
acidic amino acid transmembrane transporter activity (GO:0015172)	3/13	0.02446267254220388	1.0	0	0	4.615384615384615	17.125877967461363	SLC38A7;SLC17A7;SLC25A22
monovalent cation:proton antiporter activity (GO:0005451)	3/14	0.030000982735417972	1.0	0	0	4.285714285714286	15.027964885753896	SLC9A2;SLC9A3;SLC9A1
L-glutamate transmembrane transporter activity (GO:0005313)	3/14	0.030000982735417972	1.0	0	0	4.285714285714286	15.027964885753896	SLC38A7;SLC17A7;SLC25A22
protein phosphatase 2B binding (GO:0030346)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	PPP3CB;SLC9A1
glucose:sodium symporter activity (GO:0005412)	2/6	0.032750693472061776	1.0	0	0	6.666666666666666	22.792207616037423	SLC5A11;SLC5A2
ubiquitin-specific protease binding (GO:1990381)	3/16	0.04287015534900723	1.0	0	0	3.75	11.81092265495912	SYVN1;CHMP3;RAD23A
potassium ion antiporter activity (GO:0022821)	3/16	0.04287015534900723	1.0	0	0	3.75	11.81092265495912	SLC9A2;SLC9A3;SLC9A1
enhancer sequence-specific DNA binding (GO:0001158)	7/65	0.043014194656866074	1.0	0	0	2.1538461538461537	6.776484851151335	MBD3;CDX2;NFYC;HOXC4;HNRNPC;MIXL1;SMARCA4
tumor necrosis factor receptor superfamily binding (GO:0032813)	4/27	0.04362093265098386	1.0	0	0	2.962962962962963	9.280646332348267	PIDD1;HSP90B2P;MADD;RIPK1
AT DNA binding (GO:0003680)	2/7	0.04435183521490911	1.0	0	0	5.7142857142857135	17.803435376080927	KMT2A;CRIP1
myosin heavy chain binding (GO:0032036)	2/7	0.04435183521490911	1.0	0	0	5.7142857142857135	17.803435376080927	MYBPC3;MYL4
glycine transmembrane transporter activity (GO:0015187)	2/7	0.04435183521490911	1.0	0	0	5.7142857142857135	17.803435376080927	SLC25A38;SLC6A9
Ras GTPase binding (GO:0017016)	15/185	0.04490925431906037	1.0	0	0	1.6216216216216217	5.032072533917311	RANBP3;LRRK2;MYO5A;RHOH;CIB1;TBC1D3C;RAP1GAP;RNF41;EHD1;SIKE1;RUNDC1;TBC1D14;TBC1D28;RILP;RAB3GAP1
ephrin receptor activity (GO:0005003)	3/17	0.05017800549335433	1.0	0	0	3.5294117647058822	10.56062995015536	EFNA3;EPHB4;EPHA2
transmembrane-ephrin receptor activity (GO:0005005)	3/17	0.05017800549335433	1.0	0	0	3.5294117647058822	10.56062995015536	EFNA3;EPHB4;EPHA2
dicarboxylic acid transmembrane transporter activity (GO:0005310)	4/29	0.05462119016329882	1.0	0	0	2.758620689655172	8.020229995291032	SLC26A2;SLC38A7;SLC17A7;SLC25A22
magnesium ion binding (GO:0000287)	11/128	0.05598160550032434	1.0	0	0	1.71875	4.9546958233688825	HMGCL;NUAK2;MSH2;MTHFD2;ALPP;MAST2;ENOSF1;ALPI;S100P;SIK2;OXSR1
RNA polymerase I regulatory region sequence-specific DNA binding (GO:0001163)	2/8	0.05721089072209802	1.0	0	0	5.0	14.305055007400815	RRN3;SMARCA4
voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization (GO:1902282)	2/8	0.05721089072209802	1.0	0	0	5.0	14.305055007400815	KCNJ5;KCND3
RNA polymerase I CORE element sequence-specific DNA binding (GO:0001164)	2/8	0.05721089072209802	1.0	0	0	5.0	14.305055007400815	RRN3;SMARCA4
semaphorin receptor binding (GO:0030215)	3/18	0.058047017485584544	1.0	0	0	3.333333333333333	9.488339835095955	SEMA4A;SEMA4C;SEMA4F
neuropilin binding (GO:0038191)	3/19	0.06645795649124922	1.0	0	0	3.157894736842105	8.561639256247336	SEMA4A;SEMA4C;SEMA4F
R-SMAD binding (GO:0070412)	3/19	0.06645795649124922	1.0	0	0	3.157894736842105	8.561639256247336	SMAD2;RANBP3;TRIM33
cadherin binding (GO:0045296)	22/314	0.07024106758248076	1.0	0	0	1.4012738853503184	3.7215341958903547	UNC45A;DDX6;PARVA;IQGAP1;EEF2;CORO1B;EHD1;EEF1G;SHTN1;LIMA1;RSL1D1;DNAJB1;CAPZB;SFN;EPS8L2;S100P;PKP3;PFKP;EPHA2;SPTBN2;PAK4;SH3GL1
protein phosphatase activator activity (GO:0072542)	2/9	0.07117333236542388	1.0	0	0	4.444444444444444	11.745053671792467	PPP1R15A;B3GAT3
phosphatase activator activity (GO:0019211)	2/9	0.07117333236542388	1.0	0	0	4.444444444444444	11.745053671792467	PPP1R15A;B3GAT3
glucose transmembrane transporter activity (GO:0005355)	3/20	0.07538936106098607	1.0	0	0	2.9999999999999996	7.755267341732064	MFSD4A;SLC5A11;SLC5A2
poly-pyrimidine tract binding (GO:0008187)	3/20	0.07538936106098607	1.0	0	0	2.9999999999999996	7.755267341732064	PTBP1;DAZAP1;HNRNPC
phospholipid-translocating ATPase activity (GO:0004012)	3/20	0.07538936106098607	1.0	0	0	2.9999999999999996	7.755267341732064	ATP8B3;ATP8B2;ABCA7
protein serine/threonine phosphatase inhibitor activity (GO:0004865)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	PPP1R11;PPP1R8
endocytic adaptor activity (GO:0098748)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	DAB2;AP2A2
clathrin adaptor activity (GO:0035615)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	DAB2;AP2A2
G-protein activated inward rectifier potassium channel activity (GO:0015467)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	KCNJ5;KCNJ10
adenine nucleotide transmembrane transporter activity (GO:0000295)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	SLC35B3;SLC25A17
co-SMAD binding (GO:0070410)	2/10	0.08609691405925976	1.0	0	0	4.0	9.809126838186547	SMAD2;TRIM33
solute:sodium symporter activity (GO:0015370)	3/22	0.09471898702745883	1.0	0	0	2.727272727272727	6.427747642616689	SLC5A11;SLC5A2;SLC25A22
lysine N-methyltransferase activity (GO:0016278)	3/22	0.09471898702745883	1.0	0	0	2.727272727272727	6.427747642616689	SMYD2;KMT5A;EEF1AKMT1
NAD binding (GO:0051287)	3/22	0.09471898702745883	1.0	0	0	2.727272727272727	6.427747642616689	GRHPR;SORD;SIRT6
core promoter proximal region DNA binding (GO:0001159)	3/22	0.09471898702745883	1.0	0	0	2.727272727272727	6.427747642616689	TFCP2;ZNF516;MIXL1
RNA polymerase core enzyme binding (GO:0043175)	4/35	0.09558057758683013	1.0	0	0	2.2857142857142856	5.366367183732389	RRN3;DHX9;SMYD2;PAF1
phospholipid transporter activity (GO:0005548)	5/49	0.0967823010309069	1.0	0	0	2.0408163265306123	4.765900289809773	ATP8B3;PLSCR3;ATP8B2;TNFAIP8L3;PRELID3A
protein phosphatase 1 binding (GO:0008157)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	PPP1R15A;PPP1R11
aryl sulfotransferase activity (GO:0004062)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	SULT1A1;SULT1A2
neuropeptide receptor binding (GO:0071855)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	NPPA;SHANK1
complement receptor activity (GO:0004875)	2/11	0.10185083146627981	1.0	0	0	3.6363636363636362	8.306348991662196	CR2;CR1
Rab guanyl-nucleotide exchange factor activity (GO:0017112)	5/52	0.11715876376056604	1.0	0	0	1.9230769230769231	4.123510209226117	ST5;MADD;SMCR8;RIN1;RAB3GAP1
voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization (GO:0086008)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	KCNJ5;KCND3
protein tyrosine kinase activator activity (GO:0030296)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	GHRL;CD24
poly(A)-specific ribonuclease activity (GO:0004535)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	PAN2;CNOT6L
transcriptional repressor activity, RNA polymerase II activating transcription factor binding (GO:0098811)	2/12	0.1183149351744569	1.0	0	0	3.333333333333333	7.114684225538833	LMO2;MIXL1
frizzled binding (GO:0005109)	4/38	0.12019452718952628	1.0	0	0	2.1052631578947367	4.4603027132352775	BBS1;WNT11;WNT5A;DVL2
kinase activator activity (GO:0019209)	3/25	0.1269942219814603	1.0	0	0	2.4	4.9526728554420085	WNT11;WNK1;MADD
double-stranded DNA binding (GO:0003690)	8/100	0.12742605989598135	1.0	0	0	1.5999999999999999	3.2963504079810266	ZBP1;SMAD2;FEN1;MSH2;DHX9;SAFB2;AFF3;TERF2
CCR chemokine receptor binding (GO:0048020)	4/39	0.1289489055490016	1.0	0	0	2.051282051282051	4.201721095583098	CCL4;CCL3;CCL18;CNIH4
water transmembrane transporter activity (GO:0005372)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	AQP8;AQP5
GTPase inhibitor activity (GO:0005095)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	RHOH;IQGAP1
nucleoside-diphosphatase activity (GO:0017110)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	ENTPD1;CANT1
ubiquitin protein ligase activity involved in ERAD pathway (GO:1904264)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	SYVN1;STUB1
water channel activity (GO:0015250)	2/13	0.13537899404817505	1.0	0	0	3.076923076923077	6.1528525246417765	AQP8;AQP5
phospholipase activity (GO:0004620)	6/70	0.13686946768775143	1.0	0	0	1.7142857142857142	3.4092473107677503	PLA2G16;PLA2G2D;PLA2G2E;RARRES3;PLA2G2A;PLD2
sulfotransferase activity (GO:0008146)	4/40	0.1379595947094308	1.0	0	0	2.0	3.961588857315027	SULT1A1;CHST6;GAL3ST4;SULT1A2
actin monomer binding (GO:0003785)	3/26	0.1385193121264188	1.0	0	0	2.3076923076923075	4.561720443090936	MYL4;LIMA1;COBL
organic anion transmembrane transporter activity (GO:0008514)	6/71	0.14360927069584972	1.0	0	0	1.6901408450704225	3.2799871526003956	SLC35B3;SLC26A2;SLC25A17;SLC22A17;SLC4A1;SLC22A11
ubiquitin-like protein ligase activity (GO:0061659)	13/187	0.14457451369790356	1.0	0	0	1.3903743315508021	2.688928674003343	PIAS4;MYLIP;PPP1R11;SYVN1;WWP2;UBE2J2;RNF41;PIAS1;CDC34;HLTF;RNF181;STUB1;BTRC
histone deacetylase activity (GO:0004407)	4/41	0.14721479282726987	1.0	0	0	1.951219512195122	3.7382684546071134	MBD3;SAP18;SIRT6;RCOR1
RNA polymerase II core binding (GO:0000993)	3/27	0.15038161447469178	1.0	0	0	2.222222222222222	4.210175820273459	DHX9;SMYD2;PAF1
tropomyosin binding (GO:0005523)	2/14	0.15294200533335325	1.0	0	0	2.8571428571428568	5.364847084446157	TMOD4;S100A6
acid-amino acid ligase activity (GO:0016881)	2/14	0.15294200533335325	1.0	0	0	2.8571428571428568	5.364847084446157	TTLL10;GCLM
titin binding (GO:0031432)	2/14	0.15294200533335325	1.0	0	0	2.8571428571428568	5.364847084446157	MYBPC3;ACTN2
protein methyltransferase activity (GO:0008276)	4/42	0.1567023472093967	1.0	0	0	1.9047619047619047	3.5302993347271023	PRMT3;SMYD2;KMT5A;EEF1AKMT1
Rho GTPase binding (GO:0017048)	6/73	0.1575316394218323	1.0	0	0	1.643835616438356	3.03802020110663	SIKE1;LRRK2;RHOH;ARHGAP17;SRGAP3;PAK4
basal RNA polymerase II transcription machinery binding (GO:0001099)	3/28	0.16255339603696525	1.0	0	0	2.142857142857143	3.893033014692501	DHX9;SMYD2;PAF1
substrate-specific channel activity (GO:0022838)	3/28	0.16255339603696525	1.0	0	0	2.142857142857143	3.893033014692501	AQP8;AQP5;TRPM5
protein deacetylase activity (GO:0033558)	4/43	0.16640981850387015	1.0	0	0	1.8604651162790697	3.336375343076965	MBD3;SAP18;SIRT6;RCOR1
syntaxin-1 binding (GO:0017075)	2/15	0.17091154886530205	1.0	0	0	2.6666666666666665	4.710957638403321	UNC13A;LRRK2
myosin V binding (GO:0031489)	2/15	0.17091154886530205	1.0	0	0	2.6666666666666665	4.710957638403321	RAB3C;RAB25
5'-3' exonuclease activity (GO:0008409)	2/15	0.17091154886530205	1.0	0	0	2.6666666666666665	4.710957638403321	FEN1;EXOG
inorganic anion exchanger activity (GO:0005452)	3/29	0.17500711584969555	1.0	0	0	2.068965517241379	3.6060592632145636	SLC22A17;SLC4A1;SLC22A11
nucleosomal DNA binding (GO:0031492)	3/30	0.1877155615267818	1.0	0	0	2.0	3.345654864900365	MBD3;HNRNPC;SMARCA4
muscle alpha-actinin binding (GO:0051371)	2/16	0.18920318276808346	1.0	0	0	2.5	4.1623345006609895	MYBPC3;MYBPC2
